last_traded_time,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig
12-11-2024 13:00,25875,Y,13900,N,400,N,-29925,Y,-625,N,3100,N
12-11-2024 13:05,20375,N,925,Y,10625,Y,-12050,N,675,N,5950,N
12-11-2024 13:10,-11375,N,425,Y,16375,N,3600,N,4775,N,-4825,N
12-11-2024 13:15,2300,Y,12250,N,-62275,N,-45750,Y,-5450,Y,-6775,N
12-11-2024 13:20,26825,Y,-6225,Y,10375,Y,-50,N,2750,N,18275,Y
12-11-2024 13:25,-11100,YES,30275,YES,-8950,YES,17500,YES,-400,Y,-2700,N
12-11-2024 13:30,-24475,N,-64425,Y,-34225,YES,59350,YES,-3600,Y,-6250,N
12-11-2024 13:35,-38200,YES,-27925,YES,40525,Y,-36125,Y,-2700,Y,4675,Y
12-11-2024 13:40,-26300,Y,3600,N,-18750,YES,-6675,YES,-1100,N,-11025,N
12-11-2024 13:45,-4425,Y,40850,N,21050,Y,-26150,Y,-1200,Y,-825,Y
12-11-2024 13:50,-33000,N,11650,N,48925,Y,800,N,-2325,Y,100,N
12-11-2024 13:55,975,Y,4450,N,15500,YES,52775,YES,3200,N,-2300,N
12-11-2024 14:00,-11475,YES,14625,YES,26775,Y,17375,Y,4400,N,4000,N
12-11-2024 14:05,1225,Y,-62850,Y,25200,N,-3500,Y,-10425,Y,2975,N
12-11-2024 14:10,2875,N,41350,N,-800,N,-4200,Y,-2850,N,-550,N
12-11-2024 14:15,3100,N,6950,N,11300,Y,-27700,Y,3300,N,4600,N
12-11-2024 14:20,9225,N,5700,N,28900,Y,32175,N,-3000,Y,1350,N
12-11-2024 14:25,-41325,YES,30825,YES,18275,N,15550,Y,-5250,Y,1975,N
12-11-2024 14:30,44775,Y,-10775,Y,-12800,N,-30725,Y,7075,N,5150,N
12-11-2024 14:35,7525,N,-9175,N,-7600,N,-23525,Y,-2700,Y,-3200,N
12-11-2024 14:40,18600,Y,5575,N,31850,Y,2975,N,2950,N,14625,Y
12-11-2024 14:45,-17550,YES,54000,YES,-32625,YES,45375,YES,2800,N,1050,N
12-11-2024 14:50,-2800,Y,7275,N,-33075,N,22675,Y,-1075,Y,950,N
12-11-2024 14:55,-13500,N,4250,N,-73025,N,6850,Y,25,N,-3275,N
12-11-2024 15:00,1125,Y,-15575,Y,61325,Y,-142600,Y,-18500,Y,-800,N
12-11-2024 15:05,-47275,N,-6175,N,-130075,YES,-66525,YES,-5375,YES,-22050,YES
12-11-2024 15:10,-1000,Y,59550,N,-14375,Y,43675,N,-750,N,15675,Y
12-11-2024 15:15,57250,Y,-8525,Y,-17525,N,-97875,Y,-800,Y,-2150,N
12-11-2024 15:20,-17475,YES,10825,YES,15150,Y,-15250,N,-2525,Y,-1700,N
12-11-2024 15:25,-46650,N,-53125,Y,-82500,N,-98800,Y,-17300,Y,-39125,N
