last_traded_time,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig
19-11-2024 11:20,6275,N,2775,N,7900,N,-25300,Y,6125,N,43500,Y
19-11-2024 11:25,-6850,N,-1450,Y,-23975,N,-64625,Y,38175,YES,-30475,YES
19-11-2024 11:30,-3625,N,750,N,-27900,YES,-36825,YES,91000,N,-12000,Y
19-11-2024 11:35,1825,N,7200,N,22575,Y,17975,N,-6500,Y,-19175,N
19-11-2024 11:40,10825,N,1225,Y,-25425,N,10050,N,26950,N,30100,Y
19-11-2024 11:45,3575,N,-19075,Y,-13125,Y,-17900,Y,-60600,Y,-24000,N
19-11-2024 11:50,-5825,YES,6375,YES,-2825,Y,10075,N,-6475,YES,-24850,YES
19-11-2024 11:55,9175,Y,-6150,Y,-7975,N,15800,N,-109425,Y,-4725,Y
19-11-2024 12:00,-9900,YES,4075,YES,10175,Y,-12850,Y,-5425,N,33750,Y
19-11-2024 12:05,11400,Y,8800,N,-16400,YES,10275,YES,46200,YES,-35325,YES
19-11-2024 12:10,24975,Y,-1575,Y,9825,Y,-3650,Y,-102675,Y,90075,Y
19-11-2024 12:15,-1650,N,75,N,2775,N,-13300,Y,-18875,YES,7050,YES
19-11-2024 12:20,3325,N,16900,N,-19425,YES,17125,YES,60625,YES,-28350,YES
19-11-2024 12:25,-1925,N,-23475,Y,20100,Y,6975,Y,-28025,Y,12775,Y
19-11-2024 12:30,4550,N,4125,N,-9300,YES,31275,YES,-13375,YES,-25,YES
19-11-2024 12:35,1925,N,2900,Y,10850,Y,-25,Y,2775,N,4275,N
19-11-2024 12:40,-20150,N,12175,N,-29050,N,-750,Y,30200,YES,-68600,YES
19-11-2024 12:45,7725,Y,-13325,Y,46750,Y,-29775,Y,-45625,Y,3250,Y
19-11-2024 12:50,12150,N,-5525,N,-14750,YES,-7550,YES,4350,N,19775,Y
19-11-2024 12:55,4700,N,725,N,-3825,Y,-50,N,-7975,Y,44950,Y
19-11-2024 13:00,-1050,N,5075,N,-5875,N,9475,N,11750,YES,-37525,YES
19-11-2024 13:05,4750,N,-9350,Y,10600,Y,-16750,Y,-23400,Y,9675,Y
19-11-2024 13:10,-13975,N,-6100,N,7475,N,-2825,N,-10525,N,10175,N
19-11-2024 13:15,950,Y,-1050,N,-4050,YES,15675,YES,50600,N,18350,N
19-11-2024 13:20,-10025,N,1925,N,-31600,N,13900,N,34650,N,-64025,N
19-11-2024 13:25,12825,Y,-6075,Y,24475,Y,-10800,Y,-16400,Y,25025,Y
19-11-2024 13:30,2975,N,-4750,N,24900,N,-22650,Y,-60225,Y,43425,Y
19-11-2024 13:35,-1125,N,4775,N,-21075,YES,17000,YES,66725,YES,-22200,YES
19-11-2024 13:40,1150,N,-1475,Y,-7500,Y,20550,N,8675,Y,54425,Y
19-11-2024 13:45,-2450,N,525,N,300,N,12650,N,-825,Y,-6525,N
19-11-2024 13:50,-5825,N,-800,Y,-225,N,-18125,Y,-35475,Y,45850,Y
19-11-2024 13:55,3125,N,-1125,Y,14875,Y,4900,N,69775,YES,-21925,YES
19-11-2024 14:00,-16500,N,-2375,Y,-61075,N,8200,N,-1675,Y,-178875,N
19-11-2024 14:05,12775,Y,2150,N,8975,Y,18375,N,-37800,Y,-197700,N
19-11-2024 14:10,-12450,N,9450,N,8925,N,5850,Y,-94475,Y,-155725,Y
19-11-2024 14:15,11650,Y,11950,N,19750,Y,2075,Y,-115525,Y,45425,Y
19-11-2024 14:20,-8475,N,1575,Y,-6000,YES,35175,YES,103950,N,23875,N
19-11-2024 14:25,-7575,N,4125,N,-20600,N,4150,Y,43025,Y,-174650,N
19-11-2024 14:30,3125,Y,9300,N,20550,Y,26100,N,-800,Y,48650,Y
19-11-2024 14:35,1775,YES,30850,YES,8350,N,-23900,Y,-14075,Y,32950,N
19-11-2024 14:40,-23825,N,-1250,Y,7525,N,19300,N,55375,YES,-57675,YES
19-11-2024 14:45,14075,Y,1725,N,-37600,N,8475,Y,-143750,Y,-44550,Y
19-11-2024 14:50,-107175,YES,16950,YES,-62450,YES,36950,YES,69075,YES,-554875,YES
19-11-2024 14:55,-85450,Y,9575,N,74975,Y,115325,N,3600,Y,-152375,Y
19-11-2024 15:00,62625,Y,25125,N,41050,N,60075,N,-192525,Y,-85350,Y
19-11-2024 15:05,10475,N,-2200,Y,60250,Y,85425,N,6675,N,36400,Y
19-11-2024 15:10,-32800,N,-40600,Y,-11325,N,91575,N,-13350,Y,-46025,N
19-11-2024 15:15,14000,Y,4050,N,49800,Y,-25675,Y,-67525,Y,21425,Y
19-11-2024 15:20,25600,Y,-19050,Y,-68625,N,-27575,Y,-11550,YES,-4425,YES
19-11-2024 15:25,-92150,N,-64600,Y,-708450,N,-234650,Y,-337875,Y,-127750,N
