last_traded_time,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_sell_qty,avg_trade_price
11-12-2024 10:05,-13.3,24950,25,-50,-9.9,-7,15750,3350,N,4775,N,0.25,-6.3,3435300,1825,-3775,-6.2,-6.2,40025,-174975,YES,98925,N,-0.36,6.65,1220525,600,-550,6.7,6.7,27675,58875,N,-45400,YES,-0.57,-30.95,8100,45,75,-27.75,-29.95,7170,2355,1515,-0.51
11-12-2024 10:10,13.35,64450,-50,-25,10.2,6.3,16400,3675,N,6400,N,0.65,2.05,2904450,1250,-1100,2.2,2.2,36825,225400,Y,61950,N,-0.37,-2.1,1574725,150,50,-2.4,-2.35,28850,28050,N,34225,Y,-0.61,0,14385,195,-45,2.45,-0.7,6195,7050,2070,-1.61
11-12-2024 10:15,-26.35,147600,75,175,-25.95,-23.35,22975,-24325,YES,2550,Y,-1.31,-6.85,2698675,2375,50,-6.15,-6.1,38125,-186000,YES,66275,N,-0.36,7.95,1555950,-200,275,7.1,7.05,26625,17925,N,-57350,YES,-0.36,-63.1,21615,-180,300,-75.75,-69.3,6825,-22635,7215,-3.83
11-12-2024 10:20,37.95,46025,100,3450,35.8,33.4,12475,7600,Y,35975,YES,-0.05,10.4,4088400,-300,1375,10.6,10.6,36150,192500,Y,-92500,Y,-0.35,-18.55,2336150,50,-75,-19.1,-19.1,27925,-87325,Y,124425,Y,-1.05,84.9,18180,810,-495,80.2,74,6345,12990,-2310,-3.25
11-12-2024 10:25,23.95,200225,100,-3450,20.95,23.95,15150,16500,N,-68225,Y,6.41,9.05,11343750,2850,975,8.9,9,33575,1875,YES,-373975,Y,1.69,-14.75,4098275,-375,-75,-14.4,-14.45,24200,39050,YES,63675,N,-4.09,65,28365,-30,780,57.8,64.05,12165,-5070,855,1.71
11-12-2024 10:30,9.5,119900,450,150,10.4,7.5,26025,4025,N,6900,YES,2.95,4.75,4888400,1475,550,4.1,4.1,30925,135300,Y,96925,YES,0.41,-5.9,2384650,-325,25,-5.05,-5.05,24850,-50750,Y,92125,Y,-2.06,-2,7185,-15,-540,4.75,-2,5520,870,150,0.32
11-12-2024 10:35,-9.45,103350,-525,50,-7.5,-5.3,20400,8350,N,-3800,Y,3.26,-1.6,6077150,450,325,-2.2,-2.15,32150,-65975,YES,279000,YES,0.74,0.2,2616225,-375,-1225,0.75,0.7,28875,140575,YES,12575,N,-2.35,8,13935,-30,-135,13,17.9,9390,4275,-780,1.71
11-12-2024 10:40,8.35,61825,1375,75,4.5,8.5,16700,7875,N,12450,N,1.31,2.05,4528900,-50,-2025,1.8,1.7,31150,132375,Y,105550,N,0.32,-2.8,2470675,350,75,-2.45,-2.4,33350,-54700,Y,109950,Y,-1.77,34,12720,30,210,32.85,25,7305,3330,-3945,1.58
11-12-2024 10:45,6.75,109850,850,50,9.55,7.2,16600,7925,N,7200,N,3.35,0.65,4734950,-250,825,0.9,0.95,28200,89175,N,7575,N,0.5,-2.75,2714450,925,2125,-3.05,-2.85,40700,114400,YES,75125,N,-2.1,26.1,18225,-30,-360,26.1,27.2,7425,-1635,-735,3.32
11-12-2024 10:50,-7.15,44425,-850,50,-6.45,-6.9,14525,5500,N,30400,YES,1.16,-2.15,4518875,-225,-2000,-1.8,-1.85,27000,-6900,YES,15800,N,0.41,0.2,2615900,-1450,50,-0.25,-0.35,37350,-16075,Y,58025,N,-1.88,-7.2,16005,-840,-60,-14.85,-11.6,8160,3675,930,2.94
11-12-2024 10:55,-6.9,62000,-125,75,-5.65,-6.65,15050,-8350,YES,26600,N,1.26,-2.55,3421150,325,0,-2.7,-2.7,27000,-113600,YES,86125,YES,0.18,2.1,1970525,-2300,1775,2.35,2.4,37625,15650,YES,-16200,YES,-1.19,-30.6,15540,0,75,-28.7,-25.35,6090,-1350,5370,1.74
11-12-2024 11:00,-4.65,24725,0,0,-3.35,-1.35,14775,8750,N,15350,N,0.46,-1.35,2587225,1800,225,-1.35,-1.3,30000,-62875,Y,99350,N,0.09,1.4,1504725,625,925,0.8,0.85,40800,42200,YES,75350,Y,-0.8,17.6,5505,0,-60,17.65,27,5850,390,1380,0.8
11-12-2024 11:05,5.65,28350,-650,300,6.95,5.05,15250,2700,YES,-18025,Y,0.43,1.75,3232925,650,1875,1.4,1.45,30975,48600,Y,-40500,Y,0.07,-2.5,2097500,200,-2300,-2.05,-2.1,30150,-18925,Y,15100,N,-1.01,28.95,5130,15,0,24.75,15.75,5790,1305,-8370,0.69
11-12-2024 11:10,-5.1,25925,25,-300,-5.5,-3.5,12850,-2250,YES,925,N,0.49,-1.4,2925025,850,1625,-1.35,-1.3,40875,-2800,YES,42600,YES,0.13,0.05,1697500,1000,-975,-0.1,-0.1,25300,49475,YES,35375,Y,-0.89,-10.05,12525,-75,-135,-20.15,-20.45,6330,-3750,1275,2.3
11-12-2024 11:15,10.75,109175,-550,50,10.9,6.6,25150,2400,N,-600,Y,1.64,-0.1,2819000,-175,775,0.15,0.15,35275,850,N,11575,N,0.06,-0.35,1801750,1975,400,-0.8,-0.75,33200,-8700,Y,27825,N,-0.79,1.2,8640,-15,-60,-3.25,1.2,5490,4305,-885,0.91
11-12-2024 11:20,3,29650,225,-125,5.75,3.45,14250,3275,N,675,N,0.58,2.6,2687200,350,-225,2.55,2.55,40050,124625,Y,-138475,Y,0.12,-3.35,2140700,-925,2075,-3.25,-3.25,42500,-57100,Y,32575,N,-1.09,36.45,6885,15,0,39.05,27.45,5025,-495,150,1.2
11-12-2024 11:25,-6.95,35675,-75,200,-6.85,-5.35,21225,3525,N,19325,N,0.57,-1.05,2026225,-250,625,-1.3,-1.3,35850,7450,N,119500,YES,0.05,-0.6,1206350,-475,750,-0.2,-0.2,41825,67250,YES,36500,N,-0.54,-0.05,9090,0,-60,-2.85,-0.45,5250,1965,-1140,1.52
11-12-2024 11:30,18.95,125300,-525,-100,15.6,13.95,28850,-8975,YES,-25975,Y,2.18,4.8,2953425,600,1350,4.5,4.55,31300,97950,Y,-100925,Y,0.14,-6.25,2019275,-500,350,-5.55,-5.5,33850,-74750,Y,37575,N,-0.99,55.45,44295,15,120,45.15,50,8430,495,-4980,8.98
11-12-2024 11:35,12.85,195775,-175,-150,11,12.4,23650,-13375,YES,-53625,Y,4.5,5.15,8992475,-800,975,5.25,5.3,33250,-49250,YES,-269775,Y,0.82,-6.5,4368650,650,1100,-6.25,-6.2,26450,-7475,YES,4800,N,-2.34,40,50745,45,-15,49.5,45,9690,-15585,-2595,12.5
11-12-2024 11:40,2.9,49550,175,-25,2.2,-2.35,18975,111250,Y,52200,YES,1.04,0.25,4663200,-125,275,0.1,0.1,33450,37275,Y,110625,YES,0.38,-2.25,2414600,-725,-625,-2.2,-2.25,23375,21950,YES,123325,Y,-1.26,-1,18510,-30,240,-2.15,-6,7755,555,6090,4.11
11-12-2024 11:45,-8.6,54825,-25,50,-6.95,-6.25,16125,400,YES,4375,N,1.05,-4.95,4583700,125,75,-5.05,-5,35300,-179450,YES,280475,YES,0.3,3.55,2419950,75,-475,3.5,3.6,29200,136425,YES,-54725,YES,-1.19,-20,16035,-30,-210,-12.85,-10.2,8535,-1695,12225,3.36
11-12-2024 11:50,1.2,24125,100,0,1.2,-0.05,14600,2125,N,19075,N,0.41,-1.85,3301850,1075,-525,-1.45,-1.3,38425,10850,Y,53125,N,0.16,0.85,2070800,900,350,0.3,0.4,31975,70250,N,50575,Y,-0.91,-19.2,10650,-135,0,-11.2,-18.7,8070,660,3375,1.94
11-12-2024 11:55,4.15,21300,-175,0,-1.6,0.8,15275,2725,N,17400,N,0.37,0.35,2594100,-575,-3225,0.5,0.45,32900,77450,Y,105600,YES,0.1,-1.55,1529475,-1525,125,-1.55,-1.6,28500,-25750,Y,73575,Y,-0.64,-1.85,11595,135,15,-5.45,-11.15,6510,5490,2205,1.87
11-12-2024 12:00,3.05,55675,-275,450,1.35,2.35,21100,950,YES,4450,N,0.87,1.7,2593225,-1325,-1825,1.3,1.15,37100,20525,N,61200,N,0.1,-1.85,1718875,450,-50,-1.5,-1.5,29150,10400,YES,37000,N,-0.7,6.8,11940,45,120,7.2,10,6300,3390,-2445,1.71
11-12-2024 12:05,-10.7,76475,75,-425,-8.45,-6.15,17375,4950,N,-3950,Y,1.39,-5,4565400,-1375,-13150,-5.1,-5.2,36025,-348700,YES,166000,YES,0.15,6.05,3104175,-14650,-375,6.5,6.55,38500,-81700,Y,-173775,YES,-1.14,-8.3,7470,15,-30,-14.2,-13.95,7425,-1875,3945,1.33
11-12-2024 12:10,-4.9,24600,850,-25,-4.95,-8.85,12925,-8925,YES,-4100,Y,0.27,-1.5,3356775,425,50,-1.5,-1.5,35700,148150,Y,208650,YES,0.01,1.2,3099150,825,1400,1.35,1.3,35550,-3050,YES,27250,Y,-0.84,16.4,3420,30,-90,2.15,11.9,5910,1350,690,0.5
11-12-2024 12:15,-8,67625,-100,575,-9.35,-9.95,18525,-13475,YES,7100,N,0.26,-4.75,6917225,-1725,2275,-4.75,-4.65,34975,-153525,YES,-242525,Y,-0.26,4.75,5643650,-100,-125,4.6,4.75,27025,-193150,Y,-161500,YES,-0.85,-13.5,18390,0,15,-7.55,-11.7,6150,-4965,1095,1.87
11-12-2024 12:20,-3,22400,0,-400,-1.9,-3,14975,3375,N,3450,N,0.18,-4.3,4768950,-225,1700,-4.7,-4.7,32725,-7475,Y,234750,YES,-0.14,4.5,3464300,-450,900,5.2,5.2,27175,140275,YES,9850,Y,-0.62,-58,16095,0,0,-54.1,-56.85,7275,-12075,-975,1.42
11-12-2024 12:25,-1.6,12400,-25,25,-0.75,1.2,11075,-26025,YES,4475,N,0.06,-0.1,2765175,-1600,4050,-0.1,-0.05,38775,96225,Y,-42600,Y,-0.13,0.1,2017525,1475,2575,0.25,0.35,36350,-40550,Y,16750,N,-0.25,14,4305,120,60,9.9,6.6,6450,8730,-255,0.3
11-12-2024 12:30,-2.15,15050,50,275,-4.55,-2.15,15025,-3125,Y,8900,N,0.07,-1.4,2664750,425,-725,-1.45,-1.45,39600,-36650,YES,36425,YES,-0.13,1.2,2062200,-425,-1750,1.35,1.35,46300,1129000,YES,-54325,YES,-0.23,-17.05,2790,-75,-45,-17.15,-13.3,4260,1260,-4770,0.18
11-12-2024 12:35,-22,57875,-600,0,-27.7,-26.7,15025,-16475,YES,1550,Y,-0.14,-9.15,6981725,600,-4750,-8.75,-8.8,35775,-374550,YES,10775,N,-0.51,14.25,5645650,-800,-525,13.85,13.85,38725,-40175,Y,-390125,YES,-0.18,-52.5,26850,0,0,-62.3,-62.95,6120,-25335,2415,-0.26
11-12-2024 12:40,13.1,95150,325,-25,13.25,10.15,22850,-5375,N,-10550,Y,-0.27,1,5511975,25,-4800,1.1,1.1,34825,326525,Y,127525,YES,-0.5,-3.4,4595825,500,-25,-3.2,-3.15,27175,-19525,YES,105775,Y,0.12,-1.7,16275,60,15,3.05,8.45,8130,-2400,3810,-0.36
11-12-2024 12:45,2.35,82875,1825,225,3.9,3.5,20800,16575,Y,-4525,N,-0.21,1.55,2876525,-625,2225,1.9,1.95,32200,127850,N,12000,N,-0.24,-7.2,2573725,1675,600,-7.3,-7.3,30800,-18300,N,123075,N,-0.01,20.85,11580,-405,-150,21,20.95,7860,1635,-15,-0.1
11-12-2024 12:50,-1.8,11625,-475,-150,-1.75,-1.4,17050,13200,N,3300,N,0,-1.35,2113775,525,225,-1.4,-1.4,42375,94025,N,70025,YES,-0.17,1.85,1618000,875,-1200,2.05,2.1,38650,15900,YES,-35900,YES,-0.06,-5.1,3705,240,15,-5.35,-6.65,5565,2595,1320,0.01
11-12-2024 12:55,-6.8,16325,-75,-50,-6.8,-1.75,11250,5975,N,5150,N,-0.05,-2.7,3199900,-4050,2375,-2.6,-2.6,39050,-104650,YES,40825,N,-0.3,4.5,2137950,1100,625,4.4,4.55,30875,16850,N,-24525,N,0.05,-23,5340,-30,0,-24.95,-32.3,5205,-4935,4260,-0.16
11-12-2024 13:00,12.8,12625,200,50,11.6,7.55,12600,4850,N,3700,N,-0.01,3,2365950,675,1650,3.1,3.15,42000,57475,Y,-32550,Y,-0.2,-6.05,1758125,-175,0,-6.25,-6.25,31050,-65500,Y,34775,Y,-0.02,35.9,5715,-165,-15,23.9,26,5505,4560,-9405,-0.19
11-12-2024 13:05,6.05,19725,-225,25,6.15,5.75,14675,3975,N,8500,N,0.04,1.8,3838750,-625,-375,1.9,1.9,42375,58075,N,122850,YES,-0.25,-2.15,2029500,-800,-50,-2.2,-2.3,31625,70175,YES,9500,N,-0.13,-9.15,5190,-15,-30,3.3,6.1,7500,3810,720,0
11-12-2024 13:10,4.75,19150,0,1175,2.15,4.75,13450,10425,N,3425,N,0.07,1.85,3432475,1100,4575,1.8,1.85,46875,67200,N,-45225,Y,-0.18,-5.3,2025325,1675,2425,-5.5,-5.35,42775,-48600,Y,75100,Y,-0.18,15.35,2985,0,-15,15.5,9.15,6030,1395,-750,0.01
11-12-2024 13:15,-1.4,14475,75,-75,2.65,1.35,11975,-2450,YES,50,Y,0.06,0.05,4170575,-1800,-975,0,0,47325,-113700,YES,45975,YES,-0.2,-0.9,2239275,325,2050,-0.8,-0.75,40750,47525,YES,38175,N,-0.25,24,4665,-15,15,23.8,19.95,4605,-2025,4395,0.1
11-12-2024 13:20,-3.15,8225,-50,-75,-3.15,-4.45,10600,12625,N,-5975,Y,0.02,-1.2,3121475,-1975,1425,-1.3,-1.3,45475,152625,Y,117625,YES,-0.17,0.2,2060900,-38325,500,-0.05,0.1,43775,-24225,Y,-28100,YES,-0.21,7.95,2610,0,30,10.75,4,6015,2685,-3600,0.09
11-12-2024 13:25,4.5,6225,100,150,2.5,3,9675,9150,N,775,N,0.03,-1.55,1868000,-300,2475,-1.35,-1.3,35300,-42475,YES,19100,N,-0.1,0.45,1007500,-525,2475,0.8,0.8,32025,42575,YES,20325,Y,-0.11,8,10485,105,-30,10.25,12,7020,2085,-3630,0.51
11-12-2024 13:30,5,21850,0,550,5.05,5,11175,-5900,YES,-2225,Y,0.11,4.2,3730075,850,-2175,4,4,41950,99650,Y,-105350,Y,-0.17,-6.6,2256875,500,2825,-6.6,-6.55,38400,-66500,Y,21150,N,-0.3,-10.3,4350,-75,15,-11.45,-5,7905,-810,3330,0.16
11-12-2024 13:35,-5,12075,175,75,-5.95,-5,8350,3800,N,3300,N,0.04,-2.75,3638100,-550,1275,-2.7,-2.7,41600,-18275,YES,101725,YES,-0.18,3.6,1993250,2175,-75,2.45,2.4,38525,82375,YES,-18425,YES,-0.23,-21.85,3210,-15,-15,-17.15,-19,6225,-1800,750,0.05
11-12-2024 13:40,-7.3,20000,-125,-750,-8.35,-10.2,14100,-3900,YES,22850,N,0.02,-2.7,3328325,3625,2200,-3,-2.95,38850,5100,Y,39800,N,-0.21,3.45,2122700,-50,-325,4.05,4,35375,-72250,Y,-24175,YES,-0.16,-21.15,3615,105,0,-18.7,-10.45,4920,120,480,-0.03
11-12-2024 13:45,10.2,18050,25,75,8.2,9.2,13100,-4650,YES,800,Y,0.02,1.75,2298025,-9100,-3950,1.8,1.8,45500,-99500,YES,-73500,Y,-0.14,-3.15,1523000,275,-650,-3.45,-3.4,34925,-72675,Y,46275,Y,-0.13,26.05,3705,0,0,38.15,26.4,5655,3105,555,0.02
11-12-2024 13:50,-0.9,17625,50,25,-0.85,1.6,9700,-8650,YES,2900,N,0.09,1.3,3446850,-275,-3225,1.2,1.15,49400,-7650,Y,106400,YES,-0.15,-1.65,1964475,1925,2175,-1.6,-1.5,39525,137275,YES,22500,N,-0.23,14.05,8685,15,60,8.95,13.9,6855,-765,495,0.24
11-12-2024 13:55,-9,11125,175,100,-9.1,-11.5,13600,1725,N,1450,Y,0.01,-2.6,2827150,-275,950,-2.6,-2.6,51075,-39925,YES,34900,N,-0.15,3.4,1777075,925,100,3.75,3.8,36800,-82800,Y,-33325,YES,-0.15,-21.25,1755,105,-15,-11.2,-17.85,4830,90,1410,0.05
11-12-2024 14:00,9.2,13975,125,-75,7.75,8.95,11325,-8800,YES,-125,Y,0.03,2,2548325,-5750,1850,1.9,1.9,50750,27550,Y,-91850,Y,-0.14,-5,1956125,450,-1575,-5.15,-5.2,48125,14525,YES,53875,Y,-0.19,36.4,9930,0,30,27.2,34.05,6030,-2685,-3930,0.53
11-12-2024 14:05,1.6,19175,25,-100,1.2,1.05,13475,1550,N,6800,N,0.06,1.8,2570075,625,2500,1.8,1.85,52050,8375,N,-82575,N,-0.13,-4.45,1879150,1175,-525,-4.35,-4.35,33675,-119350,Y,45825,N,-0.23,22.85,3060,60,0,17.05,4.35,5700,1425,1365,0.17
11-12-2024 14:10,-7.1,16525,25,0,-7.15,-7.95,9850,-8000,YES,-1675,Y,0.06,-3.15,3788325,900,-50,-3.1,-3.05,44775,-217775,YES,68450,YES,-0.16,4,2277675,1100,1350,3.85,3.95,35800,117075,YES,-65925,YES,-0.31,-36.7,10275,15,-660,-36.25,-36.95,5880,-4200,7005,0.68
11-12-2024 14:15,-3.05,13275,-175,175,-2.4,-0.05,9050,-25,N,2200,N,0.03,-1.4,2571950,750,3000,-1.25,-1.2,50850,130750,Y,104075,YES,-0.13,1.55,1624850,250,2550,1.55,1.65,42925,7200,N,-2700,Y,-0.16,-22.75,6525,210,75,-15.45,-15,8685,-600,3540,0.22
11-12-2024 14:20,-10.2,31000,-75,-250,-10.6,-9.2,11300,-4050,YES,-10075,Y,-0.03,-4.75,5968125,-1325,-3600,-4.9,-4.95,45925,-174025,YES,-14000,Y,-0.41,7.65,3141300,150,-2625,7.35,7.4,40275,39625,YES,-99375,YES,-0.17,-16.05,7155,-15,-30,-29.7,-20,5385,-1125,1035,-0.05
11-12-2024 14:25,-4,13025,50,-25,-3.95,-0.9,10900,-1150,N,-225,N,-0.03,-1.6,2964800,350,-16650,-1.55,-1.55,52550,-38075,Y,57225,YES,-0.21,2.15,1658100,-1325,-150,1.85,1.95,35175,-15900,Y,-41875,Y,-0.07,-18.5,9735,0,-30,-12.85,-20.1,6180,-5640,1785,-0.2
11-12-2024 14:30,11.75,20100,925,-25,10.5,8.95,11750,6950,N,-950,Y,-0.04,1.95,2768125,-225,-1150,1.95,1.9,45100,141325,Y,100,Y,-0.19,-5.85,2044100,175,450,-5.75,-5.7,33700,-27900,Y,65325,Y,-0.11,9.7,5715,-210,-75,14,13.15,7065,-1380,-2295,-0.15
11-12-2024 14:35,4,53425,-900,-950,6,7.3,16550,3025,N,6950,N,0.1,1.35,3938600,1900,-2125,1.35,1.35,50600,-54275,YES,-70775,Y,-0.24,-3.2,2404775,975,475,-3.3,-3.15,30100,-29050,Y,36275,N,-0.2,47.1,20175,-60,-1050,50.5,41.95,8700,-870,-315,0.59
11-12-2024 14:40,-22,53575,-675,100,-21,-24.5,14700,-8700,YES,3975,N,-0.22,-5.45,5704750,34775,-1500,-5.6,-5.7,48400,-174600,YES,34075,YES,-0.42,10.3,3618175,75,-475,10.85,10.75,31525,45700,YES,-186700,YES,-0.13,-72.45,13905,330,15,-70.45,-70.35,7635,-5685,3090,-0.3
11-12-2024 14:45,-4,51600,-75,225,-3.9,-1.05,12500,-4050,N,10250,N,-0.3,-0.75,4349600,3275,1825,-0.7,-0.65,45100,83600,Y,-35625,Y,-0.33,3.05,3885650,-75,550,3.05,3,32000,-39250,Y,52250,Y,0.02,-40,23640,-30,0,-40,-29.8,8040,-2025,4440,-1.35
11-12-2024 14:50,-6.1,96450,-325,625,-3.05,-5,18475,-249825,YES,-54250,Y,-0.73,-0.55,5592175,3525,-125,-0.5,-0.45,41725,-10775,YES,-119625,Y,-0.44,1.15,5625725,-425,600,0.65,0.6,25775,-78925,Y,-57350,YES,0.19,9.95,29505,-45,-15,5,2.95,7695,1275,720,-2.42
11-12-2024 14:55,9.3,37600,0,-650,9,9.3,11550,55500,Y,4600,YES,-0.18,1.4,4209675,1100,3200,1.25,1.25,44275,40925,Y,-55925,YES,-0.3,-4.3,3388075,25,300,-4.15,-4.15,25350,12350,YES,-14700,Y,-0.03,14.9,10185,255,15,0,1.85,6960,17910,-1485,-0.6
11-12-2024 15:00,-0.1,40350,0,0,0,-2.55,20400,-9100,YES,-12875,Y,-0.17,-0.4,4500950,950,3975,-0.05,0,41425,12725,N,49850,YES,-0.3,-1.55,2434675,-200,1200,-2.15,-2.15,24100,27650,N,11450,Y,-0.04,-16.4,28575,0,0,-28,-18,10515,-4035,9240,-1.92
11-12-2024 15:05,3,39075,-575,-800,5,3.4,12300,5225,N,-4700,N,-0.12,1.95,4165400,1925,-1325,1.1,1.1,40200,47150,Y,-104200,Y,-0.27,-3.8,2258050,775,-375,-4.2,-4.15,24800,-78725,Y,4950,N,-0.08,-18.6,33540,30,-60,-8,-9.75,9585,-4140,-1365,-2.41
11-12-2024 15:10,3.6,93400,5475,-1275,3.95,6.5,21000,-20625,YES,-8975,Y,-0.1,1.95,5048525,3575,-2775,1.8,1.75,41225,62100,N,-125025,Y,-0.27,-2.35,2257450,-625,200,-2.5,-2.5,24700,-881325,Y,3150,N,-0.13,35.95,15750,-30,30,35.4,36,8250,-1215,-270,-0.82
11-12-2024 15:15,-2.05,65300,-5075,-200,-2.6,-4,18375,-36175,YES,-13650,Y,-0.08,0.35,4477250,5400,7400,-0.5,-0.4,33250,-147650,YES,-74000,YES,-0.23,0.5,1934550,1475,-2625,0.2,0.15,23200,-62075,YES,-56775,YES,-0.09,7.75,14745,-30,210,5.45,3.15,7455,-3315,-135,-0.46
11-12-2024 15:20,3.9,42625,-475,-225,2.95,0.9,14875,-10675,Y,-9750,N,-0.04,-1.2,4058400,1350,100,-1.35,-1.35,48675,-77825,Y,-48650,YES,-0.19,-0.4,1779025,350,100,-0.9,-0.85,28775,-113425,Y,-91275,YES,-0.09,-19,21960,15,15,-17.75,-6.1,7635,-6060,-3075,-0.79
11-12-2024 15:25,0.15,89525,-125,1250,-2.7,0.1,21400,-65500,YES,-52850,Y,-0.11,-3.55,4404750,-425,-1575,-3.85,-3.65,37275,-489200,YES,-356775,Y,-0.22,-0.1,1735650,-175,-25,-0.6,-0.15,30925,-447625,Y,-199775,YES,-0.08,-10.8,31065,525,465,-10.8,-21.85,11715,-26550,-21480,-1.57
