last_traded_time,,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_sell_qty,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_sell_qty,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_sell_qty,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_sell_qty,avg_trade_price
18-12-2024 10:15,,-1.4,72825,975,-25,-1.4,-4.4,18200,-10275,23550,-2.31,-0.2,3397275,-475,-2550,-0.55,-0.6,39000,1325,33400,-1.52,4.8,1523975,125,-1525,5.3,5.55,30700,-5550,-48500,1.15,-12.55,46710,390,0,-9,-19.55,8925,4170,-2595,-11.59
18-12-2024 10:20,,28.05,52900,25,-25,26,27.05,17200,-575,-2175,-1.49,8.85,2590775,-2175,-1850,9,8.9,42100,143200,-88575,-1,-17.7,1366950,775,-375,-18,-17.95,25375,5325,52100,0.91,32.4,17760,0,-105,45.4,36.15,7320,21060,-5250,-4.15
18-12-2024 10:25,,-18.25,61425,-100,225,-19.5,-18,16700,-9425,8775,-1.35,-8.8,3162000,250,-1350,-8.6,-8.6,36175,-62650,177850,-1.13,8,1003775,-100,0,8.4,8.4,26425,17475,-15875,0.54,-81.4,59130,-195,15,-70,-72,8985,-11940,-10350,-13.81
18-12-2024 10:30,,39.25,79150,1250,-475,43,40.2,14550,7075,-7125,-0.67,14.6,5080900,-825,1950,14.2,14.3,32650,11450,-163575,-1.25,-27,1742975,125,-200,-27.3,-27.35,23625,-53600,9200,0.24,106.4,31110,15,-15,106.85,108.75,7980,31350,-7530,-5.09
18-12-2024 10:35,,-4.9,55625,75,250,2.85,-2.9,16000,24375,12875,-0.41,-3.7,3518425,600,725,-4.3,-4.2,26075,-22625,111475,-0.84,2.2,1013700,-175,-500,2.55,2.75,19550,21375,18075,0.14,33.35,30405,-75,90,36.1,36,8070,29205,495,-2.96
18-12-2024 10:40,,10.5,125875,1175,175,5.9,10.55,23950,15800,-1425,-0.68,3.75,3532675,700,175,3.2,3.2,31300,71775,-11775,-0.72,-6.5,1449700,50,25,-4.95,-5,29750,12000,20050,0.1,12.5,22830,-90,0,-4.45,0.95,6615,-3150,16335,-1.51
18-12-2024 10:45,,-27.5,189750,25,-250,-26.85,-27,22175,3200,24725,-0.96,-8.65,4563250,3575,25,-8.55,-8.5,27675,-9725,91450,-0.86,11.9,2015925,-25,325,11.45,11.55,22100,16450,-33325,0.02,-68.65,13230,-15,0,-54.8,-58.85,6900,5835,-19530,-1.14
18-12-2024 10:50,,-16.6,119675,550,100,-13,-17.25,31225,-5250,975,-1.51,-6.95,3298625,-450,2525,-6.9,-6.9,33325,-47550,81725,-0.9,12.4,1456975,-25,25,13.2,13.25,23900,20450,-9775,0.41,-108,31245,330,165,-97.15,-107.65,8595,-34020,6210,-5.27
18-12-2024 10:55,,-26.55,132400,-350,-100,-26.55,-23.8,20675,-11300,950,-3,-2.4,3741150,-1025,-475,-2.25,-2.3,35175,-48950,-10075,-1.15,20.55,1943300,-125,200,19.5,19.5,25250,-15000,-97800,1.25,-75.55,59130,-255,15,-81.9,-71.65,8580,-21495,-8250,-14.5
18-12-2024 11:00,,14.1,58400,-175,-150,13,15.8,16725,4725,7875,-1.3,0.85,2526325,1475,-925,0.75,0.75,40950,38300,4800,-0.73,-6.25,1106850,-875,475,-7,-7.05,25950,-24125,12675,0.77,9.75,60765,120,-15,6.4,9.8,8145,-8715,11835,-16.17
18-12-2024 11:05,,-18,78275,0,225,-19,-18.45,20200,5275,2950,-1.72,-4.75,3124375,-2200,1875,-4.55,-4.55,36750,-83300,78675,-0.94,12.75,1238500,25,0,12.2,12.2,25675,250,-26700,0.92,5,23100,-15,-60,5,1.6,7185,21615,-3480,-5.4
18-12-2024 11:10,,0.15,36725,175,-25,4.2,5.8,11275,1175,850,-0.83,0.25,1819075,-2125,1175,0.35,0.4,29975,9700,-18325,-0.53,-4.05,837975,75,-25,-3.5,-3.45,22000,-4650,16350,0.59,17.9,20850,-90,30,17.95,24.55,7695,-285,2115,-3.83
18-12-2024 11:15,,18.15,93350,-500,-275,18,12.2,20500,-12375,-8750,-2.04,1.35,2138575,1050,-1550,1.75,1.75,33850,12325,-19725,-0.62,-9.45,932250,-275,275,-9.5,-9.45,24425,-17850,9900,0.63,-13.7,16035,-105,-15,-11.9,-9.75,7545,-3105,4470,-3.33
18-12-2024 11:20,,-19.85,62500,175,0,-19.4,-14.4,18950,5100,1050,-1.2,-2.95,1479650,825,3500,-2.95,-2.9,35625,-15000,109500,-0.4,7,545800,-975,-200,6.95,6.9,25825,21600,-18200,0.31,-65.2,25770,0,75,-66.35,-62.25,6180,-2115,3165,-5.91
18-12-2024 11:25,,26.55,66550,-150,-100,26.5,26.95,13325,-6575,4075,-0.97,4.7,3243250,-17325,4675,4.65,4.7,35875,21325,-18725,-0.81,-14.65,1182600,100,-200,-14.75,-14.7,26650,-12000,-8775,0.56,82.55,53430,240,-30,81.15,77.35,8550,20100,2640,-12.14
18-12-2024 11:30,,-7.35,23525,-25,175,-5.35,-7.9,12825,650,425,-0.38,-1.2,1451600,2975,4450,-1,-0.95,33300,42975,-19450,-0.35,3.25,532150,25,125,2.8,2.8,22450,-20125,19300,0.24,-21.95,14970,-120,-15,-29,-31.25,6195,-11205,6570,-2.73
18-12-2024 11:35,,2.05,35650,-25,0,9,5.5,12950,-4675,-1025,-0.33,0.1,2304950,-2475,3375,0.45,0.45,34575,3100,34725,-0.48,-5.85,881300,125,100,-7.05,-7.05,26725,1025,3950,0.19,-1.6,17670,-60,90,-0.35,4.45,7950,5085,420,-2.63
18-12-2024 11:40,,-10.8,20725,50,0,-11,-10.95,12400,-2325,5125,-0.31,-2.8,1896275,3475,-1950,-2.55,-2.5,39100,79625,825,-0.46,7.9,676525,100,-50,7.1,7.1,22500,-12950,10475,0.27,-3.3,11565,-30,-30,-16.5,-13.55,6600,23520,-2190,-2.07
18-12-2024 11:45,,-8.6,18300,25,25,-7.25,-4.55,14875,4250,2350,-0.31,-1.55,1484025,-1500,-2500,-1.25,-1.3,45900,7425,46025,-0.36,3,559375,-175,-525,2.65,2.65,24050,-3100,6450,0.25,-20.1,6915,30,-30,-6.85,-17.35,5820,9600,45,-1.23
18-12-2024 11:50,,-8.85,17975,-50,50,-8.2,-9,13800,3550,-3200,-0.36,0.65,1727625,14075,1775,0.5,0.55,40925,73425,-31475,-0.44,7.15,618900,-225,125,7.45,7.45,23025,5800,-27975,0.35,-22.4,17865,60,30,-25.65,-20,6870,5205,-1095,-3.58
18-12-2024 11:55,,7.95,27700,75,-250,9.35,7.9,13800,3325,2900,-0.53,0.7,1474525,3000,600,0.85,0.85,36000,-4650,0,-0.35,-6.6,475250,300,75,-6.25,-6.25,24775,-15000,17425,0.26,29.15,14010,-60,0,32.4,31.35,5430,-22740,2325,-2.59
18-12-2024 12:00,,-1.85,40850,0,0,-1.35,-2.35,13225,-9550,1975,-0.64,-0.6,1340625,-1850,1450,-0.5,-0.5,35850,3450,61050,-0.3,4.15,521825,75,-475,4.25,4.25,26375,8750,-18425,0.25,23.85,13065,15,0,11.7,20.7,7905,5730,240,-2.04
18-12-2024 12:05,,-3.7,110500,25,25,-5.5,-3.25,16925,-6200,-300,-2.53,0.3,2000325,-1925,3075,0,0,37825,-36375,-47200,-0.48,-0.75,703125,-375,-50,-0.95,-1.1,25050,16600,-15775,0.42,-20,26655,-345,-30,-29.45,-28.65,6615,285,-3810,-5.07
18-12-2024 12:10,,-7.7,26125,-25,0,-6.95,-8.5,11625,925,5075,-0.43,-2.1,1444625,375,-1425,-1.9,-1.9,45725,12900,76650,-0.33,7.85,461350,100,0,7,7.1,24650,12650,3350,0.24,-40.75,12165,-60,15,-38.4,-37.65,5820,-2355,6105,-2.22
18-12-2024 12:15,,-3,24625,-250,25,-10,-7.7,10100,-4200,-225,-0.45,-1.85,1796125,-5100,75,-1.8,-1.8,32125,-67125,34600,-0.4,5.9,593200,0,50,5.75,5.8,18975,-17225,-14250,0.33,-11.5,17460,-570,15,-20.8,-9.3,5895,12855,-5160,-3.36
18-12-2024 12:20,,-4.5,49725,100,25,-2.3,-0.05,14025,22825,300,-1.09,-0.6,1983200,-2775,675,-0.4,-0.4,34300,18950,23575,-0.47,5.2,704850,350,-75,4.65,4.7,23100,9600,-11300,0.48,34.45,13215,-30,45,34.45,25.3,6120,1710,3315,-2.63
18-12-2024 12:25,,9.15,48125,50,-50,5.5,4.75,16425,-6775,-5725,-1.05,0.2,2173300,100,3600,0.35,0.35,40975,-6125,-13825,-0.5,-3.65,784225,-275,175,-4.7,-4.7,25925,-25025,-5025,0.54,11.05,14670,-75,-30,-0.15,11,5790,1320,-2310,-2.52
18-12-2024 12:30,,-9.55,22650,50,0,-6.05,-7.2,16850,7875,4925,-0.45,-1.55,1358775,5875,-3525,-1.7,-1.7,52400,37475,8875,-0.31,6.65,445775,325,1075,8.15,8.35,31850,13000,5525,0.3,-17,22350,150,60,-5.95,-6.1,7815,780,-3975,-3.73
18-12-2024 12:35,Sell,-35.95,151025,25,-50,-35.95,-35.2,15250,-86700,11350,-4.36,-2.45,3374525,1150,4775,-2.6,-2.55,42250,-87875,-76325,-0.79,33,1242550,-600,250,32.6,32.25,20400,-41225,-66125,1.32,-70.4,41115,105,-75,-74.55,-75.85,7710,-15375,-225,-8.68
18-12-2024 12:40,,5.45,116200,-25,-350,0.65,3.4,19175,1600,1825,-3.43,-0.55,2386125,-3575,-4150,-0.55,-0.6,44825,14825,700,-0.57,-0.4,547375,525,-375,-0.15,0.05,24600,-8575,19725,0.62,31.45,35445,30,0,32.8,35.25,7800,-2310,10770,-7.02
18-12-2024 12:45,,-5.25,52150,-200,50,-5.5,-4.75,14575,11650,3200,-1.51,-1.35,3181000,-2550,-4225,-1.1,-1.15,49750,-3150,14575,-0.73,3.9,505375,125,50,3.2,3.1,29600,-15700,-3025,0.58,-22.15,15705,75,0,-22.15,-20.6,7365,2790,2790,-2.97
18-12-2024 12:50,,2.5,98225,150,1200,4.2,2.5,21400,5950,31975,-2.84,1.05,4484325,29575,-2850,0.9,0.9,52450,20875,-12375,-0.99,-0.8,440125,-475,375,-0.45,-0.4,31250,-13500,7275,0.51,-3.1,8130,75,75,-4.3,-6.75,7665,1770,8640,-1.59
18-12-2024 12:55,,15,78325,125,-850,8.6,9.8,21950,13250,10975,-1.74,3.25,2989925,5950,-15775,2.8,2.85,57025,-105475,-11750,-0.57,-11.9,459925,25,1025,-10.7,-10.3,27300,6900,3725,0.45,44.85,15840,0,225,23.6,21,8595,15,-11325,-2.82
18-12-2024 13:00,,23.1,91375,50,-1225,22.25,22.25,15325,-1800,-6300,-1.69,4.1,2849775,-900,3550,3.55,3.55,48700,350,22050,-0.48,-17.95,551350,-50,125,-16.65,-16.75,26275,18625,-3075,0.44,49.95,29340,30,225,52.55,53.15,9300,4485,-660,-4.01
18-12-2024 13:05,,12.55,130875,-75,75,11.95,12.35,14000,-9100,-3025,-1.36,1.8,5282825,1825,6350,1.55,1.65,45950,-16425,-138025,-0.67,-13.15,1019450,-50,225,-12.9,-12.95,27725,-4400,17475,0.52,-11.7,23475,-45,75,-6.5,-1.95,9150,3510,-1920,-2.53
18-12-2024 13:10,,-5.55,118150,25,-50,-5.85,-5.55,20650,-1925,-15925,-1.28,-1.65,2680450,-425,700,-1.4,-1.4,41400,50675,96600,-0.35,7.5,560300,-675,75,7.85,7.7,30850,-7125,5100,0.29,49.85,28125,60,-90,45.65,44.3,11940,-8415,9015,-3.03
18-12-2024 13:15,,-4.85,38400,125,-575,-4.85,-3.2,16050,5050,30175,-0.44,-0.5,1986750,-1400,1500,-0.65,-0.65,41925,-2100,94550,-0.27,0.75,435900,175,-375,-0.05,0.05,25825,15750,8800,0.27,-24.4,14385,-645,450,-25.85,-25,7200,-3300,3855,-1.13
18-12-2024 13:20,,9.65,28400,800,-5825,8.15,8.4,11750,4125,12375,-0.28,0.55,1967825,-925,-850,0.7,0.7,44550,30475,15375,-0.25,-1.6,434275,175,0,-1.55,-1.65,24425,-18900,425,0.22,6.15,12270,600,-30,6.65,2.8,6825,5445,2325,-1.04
18-12-2024 13:25,,-11.5,37975,-325,50,-11.5,-9.65,16325,-9675,1375,-0.37,-2.3,2359200,3300,-4650,-2.25,-2.25,47050,-32800,-7050,-0.29,4.8,436725,125,375,4.7,4.85,25800,74950,-4325,0.21,10.25,21150,-510,90,-4.75,-0.65,10635,-6075,7365,-1.6
18-12-2024 13:30,,-20.5,47050,-225,-25,-21.65,-22.95,12425,-100,600,-0.66,-4.8,2511450,-1850,1600,-4.85,-4.85,38250,-20275,54175,-0.36,12.3,492200,-100,125,13.2,13.3,22100,-30450,-16175,0.31,-49.2,21555,-60,-90,-49.9,-60.6,9465,-9165,3645,-2.14
18-12-2024 13:35,,-1.75,29450,25,-275,-2.25,-2.75,13825,2850,1500,-0.46,0.05,1537550,-7450,4025,0.05,0.05,46175,46100,72200,-0.24,1.8,431075,-850,-225,2.1,2,22950,-16025,19050,0.31,-47.6,17040,-90,0,-49.65,-56.1,6930,7800,-885,-1.95
18-12-2024 13:40,,-9,30625,75,75,-8.25,-6.35,17300,-7450,5825,-0.52,0.85,1693975,6125,-5200,0.8,0.8,52175,27050,-81950,-0.25,8.8,400475,0,-175,8,7.75,31250,-4225,-9225,0.31,-13.25,7815,0,-45,-4.95,-4.65,6450,1680,1200,-1.09
18-12-2024 13:45,,3.95,36825,0,0,4,5.65,14700,18300,-7375,-0.59,1.3,1318900,7250,-1225,1.3,1.35,44700,-29675,-150,-0.18,-1.2,349250,-150,175,-1.05,-1.2,32525,-16075,2200,0.28,-3.1,8475,0,0,-4.15,-10.45,5970,825,780,-1.16
18-12-2024 13:50,,-0.85,18075,-200,2525,-1,-3.2,12125,5950,13900,-0.31,-0.8,1055250,1025,7200,-1.05,-1,45625,8800,78075,-0.15,0.45,334275,375,1050,0.95,0.85,33825,-1825,2125,0.28,-9,12750,-15,45,-5.7,-8.95,6960,6480,-5625,-1.91
18-12-2024 13:55,,32,41350,-225,-275,27.85,30,13325,-2350,-4500,-0.59,6.1,2218475,-2075,2750,5.95,6,45650,32825,-131400,-0.25,-19.85,419475,0,850,-19.1,-18.95,25450,-15300,6125,0.28,28.1,13665,-360,120,31,29.3,9255,-9000,8115,-1.8
18-12-2024 14:00,,1.5,30750,25,0,5.85,8,9525,3500,1825,-0.31,-0.4,2229575,1825,50,-0.35,-0.3,44275,-26400,65100,-0.24,-4.45,392675,-125,-175,-5.3,-5.3,26225,3200,7325,0.22,-17.35,12660,0,-45,-13.05,-11.15,4995,-2415,-2085,-1.78
18-12-2024 14:05,,-15.7,36475,-375,550,-20.75,-21.5,14300,-6150,3850,-0.43,-5.35,2026275,4650,-1700,-5.35,-5.35,42900,-33825,73275,-0.24,16.1,392375,-50,-475,16.15,16.05,27200,8550,-14500,0.25,-71.65,44385,-15,-15,-72.45,-70.05,9720,-16140,2325,-7.25
18-12-2024 14:10,,-9.2,47525,0,100,-3.3,-3.75,15025,17075,-900,-0.65,-0.95,1293000,200,6200,-0.9,-0.9,51000,101875,19250,-0.17,2.3,330875,325,375,2.35,2.45,31650,1725,-2875,0.23,-9.3,16650,0,0,-8.05,-4.15,8370,2595,60,-2.8
18-12-2024 14:15,,12.55,49875,2575,-225,11.55,9.1,14650,475,15150,-0.59,1.05,1363975,-725,3725,1.15,1.2,47275,-58375,23500,-0.16,-5.75,340000,50,-100,-5.7,-6.05,29475,-3075,1350,0.22,-35.7,31245,0,-75,-40.15,-36.2,7950,-10680,4965,-5.3
18-12-2024 14:20,,-14,49050,-2500,125,-13,-15.7,13050,-100,-1825,-0.62,-2.2,1372350,-5075,-825,-2.2,-2.2,50075,-55650,-2175,-0.17,9.45,271075,325,150,8.6,9.05,29375,-6075,8975,0.19,-13.1,48315,0,-120,-3.3,0.1,11055,10095,2265,-8.85
18-12-2024 14:25,,-10.25,29575,-125,-75,-9.6,-6.2,10775,-3225,-4600,-0.45,-1.55,1604125,2550,1300,-1.75,-1.7,39950,-46350,24750,-0.22,3.7,280350,425,-25,5.1,5.25,26225,-11825,-14250,0.22,-56.25,46110,75,0,-58.15,-63.55,6735,-15105,-9210,-8.7
18-12-2024 14:30,,1.6,52325,500,0,-0.45,-1.65,16500,6200,-1050,-0.81,0.35,1246275,-725,550,0.5,0.5,47650,4475,-20900,-0.17,2.75,285000,-450,100,2.3,1.95,25900,-1400,-1350,0.22,17.4,25845,0,0,27,17.35,8415,1695,8430,-4.66
18-12-2024 14:35,,-3.2,35375,-550,50,-1.65,0.25,11550,1025,650,-0.56,0.3,1129550,4100,-1575,0.3,0.3,38625,16325,11400,-0.15,-0.6,169250,75,650,-0.35,-0.3,23900,3800,-1500,0.14,10.25,17760,165,-510,4,6.65,6690,5235,-2160,-3.13
18-12-2024 14:40,,19.7,70925,25,75,19.5,18.35,14725,4300,-3425,-0.93,1.75,1517525,3400,4950,1.65,1.7,44225,-9500,-75675,-0.18,-9.45,179200,-200,-325,-8.5,-8.55,24600,-1875,34125,0.13,58,24990,165,-15,47.85,52.7,10575,12105,-8235,-3.94
18-12-2024 14:45,,0.9,59125,-100,0,5.4,6,16625,1800,-1300,-0.65,2.2,1830200,-2975,-2325,2.25,2.25,52250,30250,13875,-0.2,-6.45,279275,-50,325,-7.7,-7.7,25575,875,20725,0.17,15,19125,30,-45,17.3,15,7890,9945,795,-2.51
18-12-2024 14:50,,-4.95,44600,0,75,-3.7,-4.15,12725,15125,450,-0.49,-2.45,1572475,2450,3375,-2.3,-2.25,51875,-8375,43875,-0.17,2.85,209450,175,175,1.8,2,30350,17450,-4250,0.12,0,14730,855,-915,1.4,12.2,9825,8490,450,-1.83
18-12-2024 14:55,,-15.95,40200,-100,0,-15.9,-15.1,12075,-14000,-3400,-0.54,-0.85,1602975,-4875,4750,-0.8,-0.85,40925,-50000,-122825,-0.2,17,382800,175,-1425,17.7,17.75,23850,-12600,-73575,0.28,-2.05,16815,-795,75,-10,-15,7530,-360,-2565,-2.11
18-12-2024 15:00,,20.65,35625,0,-50,19.35,18.85,14325,3425,825,-0.43,1.95,1634250,2375,1125,1.65,1.65,44800,9375,-70100,-0.18,-14.7,332425,0,-250,-15.1,-15.15,27775,-14225,15975,0.24,21.6,15765,75,165,35.5,25.45,6390,-945,-810,-1.85
18-12-2024 15:05,,-14.9,45425,725,-200,-13.7,-15.55,15025,-1300,1900,-0.54,-4.4,2251700,3250,6025,-4.6,-4.55,51450,-129900,47500,-0.27,10.6,308725,-1275,325,10.5,10.9,27300,7400,-17275,0.21,-55.25,27120,-1455,-195,-55.2,-52.8,8340,-3825,12645,-3.04
18-12-2024 15:10,,5.3,38875,300,75,1,2.5,12375,8375,-34600,-0.51,0.7,1643150,-1175,-17100,0.25,0.2,44375,27650,-5475,-0.2,-3.9,285775,475,100,-2.3,-2.25,25850,-8225,15650,0.2,0,16830,105,-15,-6.6,-10.85,8850,-285,5535,-2.03
18-12-2024 15:15,,12.65,79975,-800,-50,13,13.2,16450,-5825,2575,-0.85,3.15,2240050,-1725,2000,3.25,3.25,50725,-71100,-84675,-0.24,-4.65,401900,225,500,-5.4,-5.25,23200,12125,19275,0.25,112.3,57630,-120,885,110.15,111.3,9780,855,-5025,-4.67
18-12-2024 15:20,,1.65,120800,-25,375,0.7,1.7,18300,-18175,-53400,-1.08,3.55,3079425,-1450,-2300,3.25,3.25,39175,-91950,-222225,-0.27,-7.45,410700,-75,-850,-7.7,-7.35,23325,-19525,-24950,0.22,-4.45,64500,-30,-30,-3.6,-2.3,8580,-375,-12210,-3.86
18-12-2024 15:25,,7.35,127575,25,175,6.9,7.4,19475,-34100,-79625,-1.13,-4.1,2433975,-1900,-75,-4.75,-4.2,34850,-983150,-141850,-0.21,-6.6,268125,-275,-525,-6.35,-5.5,25050,-316725,-60700,0.13,-16.05,52755,-105,-30,-16.15,-15.4,12825,-21285,-27960,-3.55
