last_traded_time,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,last_traded_time,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
06-01-2025 10:35,11.35,712200,-525,75,11.3,11.3,42975,-35925,Y,-5100,N,1.42,06-01-2025 10:35,-1.55,2166675,-300,450,-1.4,-1.35,48450,-58125,YES,57375,YES,-1.04
06-01-2025 10:40,44.15,836625,450,-150,43.65,43.7,39975,-2400,YES,-52425,YES,2.51,06-01-2025 10:40,-13.25,2815650,450,1875,-13.45,-13.45,47775,-167475,YES,103125,YES,-1.53
06-01-2025 10:45,2.45,581850,-300,0,3.05,3.05,39150,-8175,Y,8625,Y,2.39,06-01-2025 10:45,-0.35,2340450,750,1200,-0.55,-0.55,46875,119925,Y,7500,N,-1.47
06-01-2025 10:50,27,426675,0,0,24.5,24.65,45225,-4275,N,6525,N,1.9,06-01-2025 10:50,-5,2020800,75,1500,-4.5,-4.5,48150,-22875,YES,30900,YES,-1.28
06-01-2025 10:55,5.1,365850,225,0,2.85,2.8,42900,-14175,Y,-7125,YES,1.72,06-01-2025 10:55,1.3,1649550,600,1650,1.55,1.6,47025,20775,Y,39075,N,-1
06-01-2025 11:00,15.8,288075,150,0,18.55,18.5,43275,-5025,N,-9300,YES,1.43,06-01-2025 11:00,-4.45,1700025,300,750,-4.15,-4.15,48375,-38625,YES,59100,YES,-0.98
06-01-2025 11:05,15.4,209400,225,225,14.45,14.65,41850,8775,N,-2400,N,1.08,06-01-2025 11:05,0.5,1154850,300,-825,0.55,0.55,48825,1275,Y,6000,N,-0.66
06-01-2025 11:10,34.25,368100,-75,75,34.35,34.45,36825,7800,N,-4275,YES,2.54,06-01-2025 11:10,-3.65,2568450,300,-300,-4,-4.05,49650,-8625,YES,-44400,Y,-1.59
06-01-2025 11:15,-11.65,216075,-75,75,-11.15,-10.75,39450,-25950,Y,5100,N,1.55,06-01-2025 11:15,3.85,1969275,-675,2850,3.35,3.35,53550,-14925,YES,-23025,YES,-1.11
06-01-2025 11:20,21.65,170475,-300,-375,20.5,20.3,42975,4200,YES,-1650,YES,1.14,06-01-2025 11:20,-1.85,1377600,-1200,1575,-1.85,-1.85,49125,-2925,N,80175,YES,-0.7
06-01-2025 11:25,-22.05,111525,150,0,-23,-23.1,47175,-9525,Y,9150,N,0.72,06-01-2025 11:25,2.2,1203675,75,-1275,1.95,1.95,54825,23775,Y,98775,N,-0.57
06-01-2025 11:30,15.8,149925,-300,0,15.55,15.55,38100,-2700,N,-2400,YES,0.89,06-01-2025 11:30,-5,1395375,1800,2700,-4.9,-4.8,48825,-34950,YES,62625,N,-0.66
06-01-2025 11:35,3.8,126675,600,-225,3.25,3.45,41850,-7800,Y,5325,N,0.86,06-01-2025 11:35,0.8,1191750,75,825,1,1,54900,54975,Y,-38550,Y,-0.6
06-01-2025 11:40,37.75,147825,75,150,35.5,36.2,46350,225,N,-7275,YES,1.13,06-01-2025 11:40,-5.85,1788450,150,975,-5.6,-5.6,51900,-57150,YES,52950,YES,-0.95
06-01-2025 11:45,58.85,248250,300,300,58.6,58.95,45000,9075,N,-2700,N,2.26,06-01-2025 11:45,-6.25,2485275,1050,-1350,-6.45,-6.5,54825,-84300,YES,-89025,Y,-1.39
06-01-2025 11:50,13,142275,300,300,12.25,12.1,42450,-12075,Y,-825,N,1.43,06-01-2025 11:50,-2.65,1877475,-675,300,-2.3,-2.35,52650,37500,Y,-17325,YES,-1.07
06-01-2025 11:55,3.1,154125,75,750,5.25,5.8,43575,-5850,N,6675,N,1.61,06-01-2025 11:55,1.75,1270800,1575,2325,1.4,1.45,57525,25500,N,-48075,Y,-0.72
06-01-2025 12:00,-55.8,221175,0,-150,-56.9,-57.35,47325,-5325,N,-1650,YES,1.99,06-01-2025 12:00,4.15,1930800,1950,-150,4.75,4.8,49875,39825,N,-16575,YES,-0.95
06-01-2025 12:05,-2.4,130050,75,1050,-3.4,-3.3,41325,-900,N,9450,N,0.97,06-01-2025 12:05,0.45,1553850,-225,300,0.45,0.45,53025,4125,N,16725,YES,-0.67
06-01-2025 12:10,-29.7,98475,-300,0,-28.25,-28.7,46650,4050,N,1275,YES,0.68,06-01-2025 12:10,4.3,1609575,5700,1350,4.4,4.5,50625,81525,Y,-34200,Y,-0.64
06-01-2025 12:15,32.1,108000,-225,-225,29.85,29.55,42000,2400,Y,-9750,YES,0.78,06-01-2025 12:15,-4.95,1536225,-2775,225,-4.4,-4.45,50250,-86250,YES,54075,YES,-0.63
06-01-2025 12:20,-10.8,72900,-375,-225,-12.6,-12.85,38175,-6825,Y,7800,N,0.53,06-01-2025 12:20,3.25,1100925,-750,3825,3.25,3.3,49875,45300,Y,-9900,Y,-0.43
06-01-2025 12:25,30.9,73725,75,225,28.05,28.45,45225,-1425,N,-8475,YES,0.58,06-01-2025 12:25,-6.4,1174875,450,-750,-6.25,-6.25,58650,-78600,YES,60375,YES,-0.48
06-01-2025 12:30,-30.3,62325,300,0,-31.3,-31.55,37800,2850,N,17475,Y,0.49,06-01-2025 12:30,4.95,1104750,-150,-1275,4.85,4.85,53100,90000,Y,-28950,Y,-0.45
06-01-2025 12:35,-33.75,90450,-150,150,-33.9,-34.05,43425,2175,Y,18000,N,0.58,06-01-2025 12:35,6.35,1751400,750,450,6.6,6.65,49875,9900,N,-75825,Y,-0.57
06-01-2025 12:40,5.45,99375,225,-450,3.5,3.55,42600,-7125,Y,375,YES,0.59,06-01-2025 12:40,-1.7,1275600,450,3825,-2.15,-2.15,43425,18750,N,76200,YES,-0.4
06-01-2025 12:45,-2.95,49575,-75,-300,-2.9,-3.55,39900,-1725,N,4725,N,0.32,06-01-2025 12:45,2.45,1174125,-300,225,2.2,2.2,59700,15150,N,-7200,Y,-0.37
06-01-2025 12:50,22.5,45675,-825,0,19.85,19.9,36900,2925,N,-13500,YES,0.31,06-01-2025 12:50,-2.95,869325,-375,-975,-2.45,-2.5,59475,-1050,YES,38100,YES,-0.27
06-01-2025 12:55,-41.4,54300,0,-75,-39.55,-39.55,13950,-7950,Y,15450,Y,0.34,06-01-2025 12:55,7.2,966975,300,-1575,7.35,7.35,25425,-1500,YES,-131775,Y,-0.27
06-01-2025 13:00,35.4,50625,375,0,34.55,33.85,32850,18600,YES,-5925,YES,0.31,06-01-2025 13:00,-3.7,1385175,-1350,-1050,-3.05,-3.1,51675,23250,Y,45600,YES,-0.36
06-01-2025 13:05,5.4,32625,-450,-75,7.55,7.4,28575,3000,N,-5625,N,0.21,06-01-2025 13:05,-0.75,580350,1575,1500,-1,-1.05,43050,4950,N,4200,N,-0.16
06-01-2025 13:10,12.5,78900,0,75,13.35,13.35,43200,3375,N,-14400,YES,0.55,06-01-2025 13:10,-2.7,747825,-375,1425,-2.5,-2.5,48750,10500,N,46950,YES,-0.23
06-01-2025 13:15,29.8,78750,150,75,27.85,27.75,36075,-2400,Y,6750,Y,0.6,06-01-2025 13:15,-4.15,1121475,525,1200,-3.8,-3.75,46500,-53550,YES,-11100,Y,-0.36
06-01-2025 13:20,13.2,74550,-375,0,15.1,14.9,34800,2025,N,-4800,YES,0.61,06-01-2025 13:20,-1.45,788025,-1125,1125,-1.6,-1.6,53100,13050,Y,9675,YES,-0.26
06-01-2025 13:25,-8.1,43800,450,75,-4.55,-4.4,38400,-6000,Y,1800,N,0.37,06-01-2025 13:25,1,696450,-1275,2175,1.05,1.05,55425,19800,N,-28875,Y,-0.23
06-01-2025 13:30,13.25,84675,75,-75,13.25,13.35,40200,3600,N,-375,YES,0.75,06-01-2025 13:30,-1.95,993000,-1950,-1350,-1.75,-1.8,53025,26100,N,-8850,YES,-0.34
06-01-2025 13:35,-17.15,41550,300,-450,-11.2,-11.7,28875,7950,N,1050,N,0.34,06-01-2025 13:35,2.55,925350,1275,1425,2,2.05,56325,-7725,YES,33825,YES,-0.3
06-01-2025 13:40,17.95,41775,-450,-300,16.1,15.9,39000,3225,N,-12150,YES,0.36,06-01-2025 13:40,-3.35,562125,-3375,-150,-2.8,-2.85,64425,-14700,YES,43275,N,-0.18
06-01-2025 13:45,15.1,64125,0,0,12.6,12.35,37200,-11625,Y,-1725,N,0.57,06-01-2025 13:45,-1.45,517875,3150,2700,-1.5,-1.4,54975,-23250,YES,-12375,Y,-0.17
06-01-2025 13:50,23.8,60975,-75,0,25.95,26.25,33600,3525,N,-4050,YES,0.58,06-01-2025 13:50,-0.15,917775,2325,-750,-0.15,-0.1,53625,-22275,N,-15600,Y,-0.32
06-01-2025 13:55,-24.15,82725,75,0,-25.65,-25.4,41025,-4125,Y,5325,N,0.78,06-01-2025 13:55,2.4,770250,-2100,-1425,2.4,2.35,53700,10875,Y,-59325,Y,-0.25
06-01-2025 14:00,-5.55,36900,150,150,-6.35,-6.35,35400,1125,N,2025,YES,0.33,06-01-2025 14:00,0.15,537450,-2250,375,0.15,0.1,52500,24900,N,21525,YES,-0.17
06-01-2025 14:05,-25.9,37725,-600,75,-26.9,-26.85,31125,-7350,Y,15000,N,0.32,06-01-2025 14:05,2.1,688800,-75,-375,2.05,2,55725,39450,N,-32625,Y,-0.21
06-01-2025 14:10,37.65,39225,75,0,36.8,36.65,31875,3450,N,-7875,YES,0.34,06-01-2025 14:10,-3.7,882525,-1500,-450,-3.9,-4,60675,-66825,YES,62025,YES,-0.28
06-01-2025 14:15,-27,35925,0,-75,-26.1,-26.2,39825,2475,Y,3750,N,0.32,06-01-2025 14:15,2.7,703425,-3600,17025,2.85,2.9,69975,-39075,Y,-26700,Y,-0.21
06-01-2025 14:20,16,26925,150,0,13.4,13.7,28800,3750,N,-3375,YES,0.23,06-01-2025 14:20,-2.05,761250,-2550,-300,-1.85,-1.85,64125,-1425,Y,9600,YES,-0.22
06-01-2025 14:25,16.55,27150,-150,375,15.5,15.2,26250,-6000,Y,-2625,N,0.25,06-01-2025 14:25,-1.9,930975,-450,675,-1.75,-1.8,56250,-19725,YES,14850,N,-0.3
06-01-2025 14:30,10,70200,-75,75,11.1,10.85,30225,3150,N,-975,N,0.69,06-01-2025 14:30,-1.7,1119525,-2850,1950,-1.85,-1.9,64650,-3075,N,-22125,Y,-0.36
06-01-2025 14:35,27.5,64950,0,375,27.1,26.9,34500,300,Y,-5625,YES,0.64,06-01-2025 14:35,-3.75,1430400,-375,1725,-3.85,-3.85,68550,1950,N,13050,YES,-0.48
06-01-2025 14:40,-7.4,54900,75,300,-6.7,-7.65,35550,2025,N,4425,N,0.57,06-01-2025 14:40,2,1163025,3525,4950,1.85,1.9,61125,38025,Y,-69750,Y,-0.39
06-01-2025 14:45,-26.8,32475,-375,300,-21.8,-21.6,37650,-3375,Y,-2025,YES,0.32,06-01-2025 14:45,1.35,866775,-3900,-4575,1.2,1.2,64275,-16500,YES,14025,YES,-0.27
06-01-2025 14:50,-13.6,40650,-75,-975,-13,-13.3,34200,-9000,Y,975,N,0.37,06-01-2025 14:50,1.35,1144950,525,2400,1.55,1.6,65325,3150,N,-20925,Y,-0.34
06-01-2025 14:55,-16.1,41325,-150,-150,-14.65,-14.6,34500,1800,N,-4275,YES,0.37,06-01-2025 14:55,0.15,913125,-450,-1650,0.1,0.1,56325,-3675,YES,-8925,N,-0.27
06-01-2025 15:00,19.7,43425,-75,0,17.95,18.25,40575,3300,N,-7725,YES,0.36,06-01-2025 15:00,-2.8,1073550,225,-2325,-2.7,-2.75,50400,-47400,YES,19875,YES,-0.33
06-01-2025 15:05,-8.25,28800,-75,-75,-7.5,-7.45,31950,-5625,Y,1125,N,0.25,06-01-2025 15:05,0.8,904125,2925,-3675,0.6,0.6,53400,-375,Y,-18450,Y,-0.28
06-01-2025 15:10,32,75900,0,0,33.9,34.2,45600,375,N,-6150,YES,0.7,06-01-2025 15:10,-3.9,1182600,3075,5775,-4.05,-4,61875,-12825,YES,148575,YES,-0.37
06-01-2025 15:15,-16.65,91800,300,525,-16.7,-17.05,57825,-150,Y,300,N,0.84,06-01-2025 15:15,1.6,1241550,6450,5775,1.45,1.55,69450,16575,Y,-62475,Y,-0.39
06-01-2025 15:20,-16,67575,-450,-525,-15.55,-16.05,35550,4350,N,1575,N,0.55,06-01-2025 15:20,1.3,1232850,-2175,-4500,1.3,1.3,58050,-42225,YES,-111825,Y,-0.35
06-01-2025 15:25,0.05,84750,150,75,-3,0.3,35850,-441375,Y,-25650,YES,0.67,06-01-2025 15:25,-0.8,1395825,-1125,-1200,-0.8,-0.45,55350,-341325,YES,-149175,Y,-0.38
