last_traded_time,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,High_9,Low_9
31-01-2025 12:40:00,49852.1,36360.0,30.0,-180.0,11970.0,-4800.0,YES,36510.0,YES,9.910000000003492,49841.0,49852.1,49880.0,49830.65
31-01-2025 12:45:00,49887.5,24180.0,30.0,-120.0,11730.0,2100.0,N,-1710.0,Y,6.180000000000291,49857.8,49887.5,49890.0,49820.05
31-01-2025 12:50:00,49914.0,43680.0,-60.0,-150.0,13140.0,-2760.0,YES,3360.0,N,12.569999999999709,49890.0,49914.0,49930.0,49890.0
31-01-2025 12:55:00,49956.85,45540.0,450.0,-30.0,13740.0,-1500.0,N,-4230.0,Y,12.89999999999418,49914.0,49956.85,49969.0,49899.0
31-01-2025 13:00:00,49894.55,31710.0,-30.0,0.0,11580.0,1290.0,N,7950.0,N,8.889999999999418,49956.85,49894.55,49988.0,49887.7
31-01-2025 13:05:00,49932.7,17820.0,-120.0,-90.0,12540.0,2490.0,N,5130.0,N,4.0900000000037835,49894.0,49932.7,49938.9,49880.0
31-01-2025 13:10:00,49916.55,23370.0,180.0,30.0,12720.0,-2640.0,YES,-11040.0,Y,5.75,49927.0,49916.55,49950.0,49895.75
31-01-2025 13:15:00,49952.0,10980.0,-60.0,30.0,10680.0,12600.0,N,3330.0,N,2.709999999999127,49916.55,49952.0,49969.85,49916.55
31-01-2025 13:20:00,49958.9,13650.0,870.0,0.0,10410.0,1350.0,YES,-2490.0,Y,3.2300000000032014,49952.0,49958.9,49967.9,49910.8
31-01-2025 13:25:00,49953.0,32940.0,-480.0,120.0,11880.0,-8250.0,YES,1230.0,N,8.230000000003201,49958.9,49953.0,49988.0,49935.0
31-01-2025 13:30:00,49920.15,33480.0,0.0,-270.0,11730.0,-930.0,N,3480.0,N,7.400000000001455,49954.55,49920.15,49969.65,49902.15
31-01-2025 13:35:00,49877.95,27120.0,30.0,-270.0,12330.0,-3030.0,YES,7410.0,N,4.730000000003201,49920.0,49877.95,49928.35,49861.0
31-01-2025 13:40:00,49855.0,31080.0,-30.0,30.0,9780.0,390.0,N,750.0,Y,4.709999999999127,49877.95,49855.0,49884.2,49825.05
31-01-2025 13:45:00,49865.9,11040.0,0.0,-30.0,9750.0,13560.0,N,6090.0,N,1.5500000000029104,49855.0,49865.9,49877.55,49840.0
31-01-2025 13:50:00,49800.7,32220.0,0.0,0.0,13650.0,930.0,YES,-6180.0,Y,3.5899999999965075,49865.9,49800.7,49878.0,49779.0
31-01-2025 13:55:00,49762.75,21330.0,-120.0,60.0,12750.0,-2460.0,YES,450.0,N,1.6500000000014552,49800.7,49762.75,49822.05,49751.2
31-01-2025 14:00:00,49733.9,34770.0,0.0,-30.0,12870.0,-3900.0,YES,3000.0,N,1.8799999999973807,49762.75,49733.9,49775.0,49711.0
31-01-2025 14:05:00,49640.0,63420.0,90.0,570.0,12120.0,-11790.0,YES,-1620.0,Y,0.3899999999994179,49733.9,49640.0,49734.95,49635.0
31-01-2025 14:10:00,49669.05,81120.0,30.0,-540.0,12720.0,-4290.0,N,-1140.0,N,-0.7300000000032014,49636.5,49669.05,49691.0,49627.7
31-01-2025 14:15:00,49657.75,41460.0,0.0,90.0,12990.0,21990.0,Y,1500.0,N,-1.1299999999973807,49662.0,49657.75,49676.95,49588.1
31-01-2025 14:20:00,49685.55,21270.0,90.0,-30.0,10830.0,11490.0,N,6540.0,N,0.26000000000203727,49654.4,49685.55,49719.9,49640.05
31-01-2025 14:25:00,49673.65,13890.0,0.0,-30.0,9930.0,5460.0,N,1110.0,Y,-0.05000000000291038,49696.8,49673.65,49696.8,49640.05
31-01-2025 14:30:00,49745.0,19500.0,0.0,0.0,11370.0,5460.0,N,-3720.0,Y,0.569999999999709,49673.55,49745.0,49749.95,49661.95
31-01-2025 14:35:00,49780.0,17730.0,60.0,30.0,10530.0,-240.0,YES,-8310.0,Y,0.8400000000037835,49745.0,49780.0,49780.0,49721.05
31-01-2025 14:40:00,49810.0,31290.0,30.0,90.0,11070.0,1710.0,N,4770.0,N,2.040000000000873,49782.0,49810.0,49821.75,49750.35
31-01-2025 14:45:00,49779.4,17610.0,30.0,0.0,10410.0,-510.0,YES,2430.0,Y,1.2400000000052387,49810.0,49779.4,49820.0,49770.65
31-01-2025 14:50:00,49802.35,14340.0,120.0,210.0,10560.0,-1140.0,YES,3780.0,N,1.0900000000037835,49779.4,49802.35,49823.0,49779.4
31-01-2025 14:55:00,49825.75,20370.0,-120.0,-90.0,9720.0,840.0,N,-60.0,Y,1.5800000000017462,49814.4,49825.75,49840.0,49783.65
31-01-2025 15:00:00,49842.25,22740.0,-60.0,-90.0,11520.0,1980.0,N,1050.0,N,1.8599999999933061,49826.85,49842.25,49844.95,49791.75
31-01-2025 15:05:00,49849.0,22200.0,0.0,990.0,11370.0,-2820.0,YES,-570.0,Y,1.7299999999959255,49842.6,49849.0,49849.0,49790.0
31-01-2025 15:10:00,49844.05,21120.0,0.0,-450.0,12660.0,-1740.0,N,-270.0,N,1.9499999999970896,49849.0,49844.05,49872.0,49835.25
31-01-2025 15:15:00,49880.45,26730.0,0.0,870.0,10530.0,-12180.0,YES,-5580.0,Y,2.529999999998836,49849.0,49880.45,49888.0,49835.0
31-01-2025 15:20:00,49889.15,28290.0,-90.0,1200.0,15630.0,-5640.0,N,-11070.0,Y,3.0100000000020373,49880.0,49889.15,49900.0,49880.0
31-01-2025 15:25:00,49882.05,36750.0,180.0,-930.0,17430.0,-23550.0,YES,-27330.0,Y,3.780000000006112,49890.0,49882.05,49899.85,49882.05
