last_traded_time,ltp,vol_traded_today,non_zero_vol,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,open_1,close_1,high,low,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_2,close_2,high,low,avg_trade_price,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_3,close_3,high,low,avg_trade_price,datetime,open,high,low,close,volume
25-04-2025 13:35,-3.2,138375,172,-5.2,-0.8,-1650,-891.3,31575,6300,N,5325,YES,24181.55,24192.4,24189.2,24224,24179.9,25-04-2025 13:35,-2.55,2553825,181,-2.75,-2.85,6000,-65.7,45450,-8550,YES,-3000,YES,67.9,65.35,75.05,63.1,77,25-04-2025 13:35,1.2,151500,156,1.1,0.95,-2100,-286.4,34425,-10050,Y,10350,N,374.9,376.1,386.6,352.95,285.8,25-04-2025 13:35,24075.2,24098.25,24054.55,24064.2,0
25-04-2025 13:40,20.8,83400,164,19.4,16,19725,-1039.5,39225,10800,N,8850,N,24181.71,24189.2,24210,24210,24186,25-04-2025 13:40,5.2,1270125,180,5.9,5.85,-82350,-62.15,44100,43725,Y,32400,YES,65.15,70.35,70.8,64.8,76.89,25-04-2025 13:40,-7.5,75075,123,-8.4,-8.4,9150,-249.5,32925,6900,N,14025,N,376,368.5,383.45,367,286.11,25-04-2025 13:40,24063.8,24085.6,24063,24084.6,0
25-04-2025 13:45,29.1,154350,168,31.9,31.5,-43650,-776.5,40350,34050,Y,-54300,Y,24182.27,24208.8,24237.9,24240,24197.9,25-04-2025 13:45,5.4,1494300,180,2.8,2.75,98700,-61.45,49500,57225,N,-28200,Y,70.4,75.8,75.8,66.7,76.79,25-04-2025 13:45,-25.9,123375,130,-27.1,-27.2,-27525,-258.4,41325,-14175,Y,-1875,YES,368.7,342.8,375,342.8,286.54,25-04-2025 13:45,24083.95,24103.45,24078.55,24103.45,0
25-04-2025 13:50,14.3,234750,173,8.6,9.9,-158025,-1106.2,37575,92625,Y,-62775,Y,24183.85,24238.8,24253.1,24260,24228.1,25-04-2025 13:50,3.95,2867175,181,3.45,3.5,-82500,-67.45,42600,26250,N,-23625,N,76.9,80.85,83.25,74.2,76.84,25-04-2025 13:50,-6,137625,167,-5.45,-5.45,-15525,-285.8,39600,5400,N,14625,N,341.1,335.1,349.7,327.55,286.88,25-04-2025 13:50,24104.05,24128.5,24103.6,24120.1,0
25-04-2025 13:55,28.7,218700,173,27.2,24.2,-59625,-893.6,35250,-4275,YES,-33525,YES,24185.55,24246.5,24275.2,24279.4,24240,25-04-2025 13:55,5.05,2586225,182,5.1,5.15,-10125,-72.15,47700,-9825,YES,-8775,N,80.85,85.9,89.05,77.5,77,25-04-2025 13:55,-17.8,146850,149,-17.85,-17.8,-33450,-257.25,42225,-675,Y,-20625,YES,334.7,316.9,341.55,311.3,287.14,25-04-2025 13:55,24120.1,24149.6,24110.95,24147.75,0
25-04-2025 14:00,-27,177825,176,-27.3,-27,108600,-894.7,34350,-6150,YES,34050,YES,24186.95,24274.9,24247.9,24279.5,24238.9,25-04-2025 14:00,-6.45,2373450,175,-6.15,-6.1,-40950,-67.6,48675,-82350,YES,73425,YES,85.35,78.9,86.55,75,77.1,25-04-2025 14:00,12.65,107550,155,13.4,13.5,-2550,-251.2,33075,6075,N,0,Y,318.75,331.4,339.6,315.05,287.33,25-04-2025 14:00,24146.55,24150.65,24117.65,24123.8,0
25-04-2025 14:05,-61,186600,177,-59.3,-58.1,14100,-1206.8,35175,-22650,YES,109725,YES,24187.65,24251.1,24190.1,24264.9,24183.4,25-04-2025 14:05,-20.9,2868975,181,-21.8,-21.85,15900,-65.5,44250,-135375,YES,29100,N,78.9,58,81.9,56.25,76.88,25-04-2025 14:05,45.4,188700,166,44.8,44.9,11325,-289.85,35475,-1575,Y,-21675,YES,331.4,376.8,376.8,324.35,287.86,25-04-2025 14:05,24122,24130.1,24062.9,24064.05,0
25-04-2025 14:10,19.6,162975,174,18.9,17.8,392100,-1414.8,34350,91125,Y,-15450,Y,24187.71,24185,24204.6,24214.8,24175,25-04-2025 14:10,8.45,2850675,180,7.65,7.65,64500,-55.45,49500,66225,Y,-12675,Y,57.95,66.4,67.3,53.05,76.49,25-04-2025 14:10,-6.65,210525,166,-4.3,-4.25,-10050,-320.65,38325,-5775,Y,4500,Y,372,365.35,391.1,359.9,288.7,25-04-2025 14:10,24064.05,24081.5,24046,24077.1,0
25-04-2025 14:15,35.2,117975,163,38.8,35.5,16200,-1069.2,33600,-15450,YES,29100,YES,24188.18,24208.8,24244,24251.9,24202.1,25-04-2025 14:15,7.5,2508000,181,7.5,7.4,-64650,-67.6,43950,110025,Y,-37725,Y,65.8,73.3,76.75,65.5,76.41,25-04-2025 14:15,-31,128250,155,-30.65,-30.75,-13800,-282.85,37950,14700,YES,19125,N,366,335,366.5,328.5,289.01,25-04-2025 14:15,24076.55,24130.25,24076.45,24125.15,0
25-04-2025 14:20,3.4,70050,149,-1.9,1.8,-37275,-1037.8,31875,1200,N,300,Y,24188.48,24244,24247.4,24248,24225,25-04-2025 14:20,-0.35,1248525,181,-1.05,-1,-18975,-67.15,46050,-34725,YES,45750,YES,73.5,73.15,73.75,67.25,76.36,25-04-2025 14:20,-2.55,83400,138,-2.25,-2.5,-4350,-271.7,34200,-1575,Y,3300,N,335,332.45,349.65,329.9,289.2,25-04-2025 14:20,24123.8,24124.5,24103.35,24118.6,0
25-04-2025 14:25,-11.9,53175,138,-11.9,-12.9,-22800,-1031.7,29325,6900,N,1725,N,24188.67,24245,24233.1,24247.3,24215,25-04-2025 14:25,-5.1,1405575,180,-5.5,-5.6,51225,-65.8,52350,-3300,Y,34125,N,72.95,67.85,73.25,61.35,76.24,25-04-2025 14:25,6.45,86400,141,7.6,7.55,-15750,-257.65,30075,-1725,Y,-975,YES,332.45,338.9,353.35,330.75,289.41,25-04-2025 14:25,24118.55,24118.85,24091.45,24104,0
25-04-2025 14:30,-48.1,118350,166,-46.1,-47,-75825,-1142.1,33900,-14475,YES,5850,N,24188.72,24233.1,24185,24238.8,24176,25-04-2025 14:30,-11,1866675,182,-10.6,-10.7,77400,-60.95,48300,-65550,YES,115650,YES,68.4,57.4,68.4,54.8,75.98,25-04-2025 14:30,35.75,250500,168,37.25,37.35,-22425,-309.5,38250,-5925,Y,4650,N,338.9,374.65,387.2,337.7,290.33,25-04-2025 14:30,24102.55,24106.9,24057.6,24065.6,0
25-04-2025 14:35,0,116700,177,0.2,-1.8,28275,-1264.6,37125,-12600,N,-14625,Y,24188.62,24185,24185,24198,24165,25-04-2025 14:35,0.45,1730775,176,0.95,1,-13650,-56.1,46875,5700,Y,20925,N,57.35,57.8,60.25,52.25,75.72,25-04-2025 14:35,4.35,229650,156,0.9,0.9,-10575,-307.1,35400,2475,N,-20250,YES,374.65,379,396.95,367.7,291.29,25-04-2025 14:35,24065.35,24071.2,24042.75,24064.95,0
25-04-2025 14:40,-6.7,126150,172,-2,-4.2,135825,-904.7,35400,-4050,N,-19575,Y,24188.5,24185,24178.3,24190,24166.8,25-04-2025 14:40,-2.15,1123350,181,-2.25,-2.25,-38850,-55.45,59700,7875,N,-6900,Y,57.95,55.8,58.95,52.85,75.54,25-04-2025 14:40,0.95,90600,141,1.3,0.75,-26700,-288.85,33075,-3075,Y,4800,Y,379.1,380.05,391.3,372,291.66,25-04-2025 14:40,24063.95,24067.45,24047.75,24064.3,0
25-04-2025 14:45,9,129300,167,8.2,7.1,31725,-1306.8,42600,-9375,YES,-35625,Y,24188.22,24180,24189,24189,24150,25-04-2025 14:45,1.35,1727475,182,1.4,1.4,-195225,-56.15,57000,-26625,YES,-16725,Y,56.15,57.5,57.5,47.55,75.22,25-04-2025 14:45,-8.45,133350,148,-7.7,-7.6,-20625,-301.55,35775,-4125,Y,-24600,YES,381.55,373.1,406,372.3,292.25,25-04-2025 14:45,24063.2,24073.25,24038.15,24073.2,0
25-04-2025 14:50,9.1,80625,160,11.7,9.9,3675,-1184.9,30750,-5475,N,16575,YES,24188.27,24192.9,24202,24209.9,24180,25-04-2025 14:50,2.95,1856700,181,2,2.1,-124125,-56.65,49275,-1800,Y,-27075,Y,56.9,59.85,60.85,54.45,74.97,25-04-2025 14:50,-9.2,93675,145,-9.65,-9.5,5700,-282.95,34725,4650,N,9000,Y,373.1,363.9,380,355.65,292.55,25-04-2025 14:50,24073.85,24092.45,24066.2,24090.95,0
25-04-2025 14:55,-16.4,65400,139,-13.6,-14.9,-40875,-1144.8,28500,24825,Y,-5925,Y,24188.29,24201,24184.6,24209.9,24176,25-04-2025 14:55,-4.15,1596450,181,-4.4,-4.45,3525,-55.5,50775,-26925,YES,-19125,N,59.4,55.25,61.4,52.85,74.76,25-04-2025 14:55,9.8,85575,120,9.75,10.35,-12450,-258.45,33000,7950,N,9750,N,364,373.8,380.9,356.15,292.84,25-04-2025 14:55,24087.95,24100.3,24072.25,24076.95,0
25-04-2025 15:00,10,109800,171,11.9,12.4,41100,-721.6,35100,-22650,YES,-32250,Y,24188.22,24186.5,24196.5,24200,24167.5,25-04-2025 15:00,1.35,1448250,176,1.05,1.1,84450,-54.4,55350,24975,Y,-25875,Y,55.05,56.4,57,50.8,74.53,25-04-2025 15:00,-10.9,127350,159,-11.95,-12.15,-11775,-293.95,33375,-9825,Y,-10050,YES,372.35,361.45,387.5,357.8,293.27,25-04-2025 15:00,24073.8,24085.3,24058.45,24078.65,0
25-04-2025 15:05,-15.4,69825,163,-13.5,-15.5,-160125,-1108.5,32175,-4800,N,6525,YES,24188.2,24195.4,24180,24200,24171,25-04-2025 15:05,-2.4,1139850,181,-2.55,-2.6,-87900,-56.2,47625,11325,N,25350,YES,56.2,53.8,58.1,51.35,74.36,25-04-2025 15:05,13.05,67575,137,13.9,13.7,-32475,-276.35,34575,-2025,N,-2550,N,360.95,374,386.6,357,293.51,25-04-2025 15:05,24076.65,24085.35,24059.3,24068.65,0
25-04-2025 15:10,-12.8,109050,179,-12.5,-10,-99225,-999.5,37800,-16725,YES,32475,YES,24188.09,24180,24167.2,24195,24162,25-04-2025 15:10,-0.25,1385850,181,-0.7,-0.7,-141225,-52.85,48900,21075,N,-61350,Y,54.05,53.8,58.2,52.05,74.15,25-04-2025 15:10,9.1,71625,139,7.35,7.4,-45075,-289.85,37875,1050,N,-3150,YES,374,383.1,390,364.5,293.76,25-04-2025 15:10,24067.85,24079.8,24045.95,24052.95,0
25-04-2025 15:15,-17.3,144600,179,-21.7,-18.2,121950,-691.8,33900,-81600,YES,-35700,Y,24187.78,24169.1,24151.8,24170.6,24145.6,25-04-2025 15:15,-5.2,1753050,180,-5,-4.95,-175500,-45.35,50175,-78675,YES,28725,YES,53.95,48.75,54.25,48.75,73.87,25-04-2025 15:15,17.65,112950,135,17.65,17.7,-27975,-285.8,30225,10725,N,1500,N,383.1,400.75,400.75,383.1,294.22,25-04-2025 15:15,24051.45,24054.65,24035.8,24035.9,0
25-04-2025 15:20,-37.4,230550,180,-34,-35,26250,-936.6,40350,-13050,Y,-5475,YES,24186.55,24152.4,24115,24152.4,24106,25-04-2025 15:20,-4.9,2472600,180,-5.05,-5,-147600,-48.45,55050,-41700,Y,-99525,Y,49.05,44.15,49.45,41.95,73.37,25-04-2025 15:20,28.45,137775,155,28.2,28.3,-34500,-323.25,47850,-7575,Y,-3375,YES,399.8,428.25,433.95,399,294.96,25-04-2025 15:20,24034.8,24037.1,23994.85,24001.65,0
25-04-2025 15:25,5,338175,181,5,3.1,117825,-1136.1,44550,-51900,YES,-83700,Y,24184.35,24115,24120,24120,24090,25-04-2025 15:25,-5.4,3640575,181,-6.2,-5.55,-443550,-46.5,46950,-1148850,YES,-134700,Y,43.9,38.5,44.35,37.35,72.52,25-04-2025 15:25,-5.25,145050,139,-7.95,-6.5,-44700,-524.55,38025,-430500,Y,-31800,YES,429.25,424,441.9,424,295.79,25-04-2025 15:25,23998.3,24006.3,23986.1,23991.65,0
