last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,open_1,close_1,high,low,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_2,close_2,high,low,avg_trade_price,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_3,close_3,high,low,avg_trade_price,,open,close,,
21-05-2025 13:20,-20.7,80700,128,122475,121200,-20.7,-23.5,1275,-1135.1,33450,38775,Y,-7875,YES,24866.26,24877.9,24857.2,24900,24857.2,21-05-2025 13:20,-15.45,2208300,264,252000,192525,-15.85,-16,59475,-196.65,60525,-57600,YES,30300,YES,203.05,187.6,220.45,185.5,173.7,21-05-2025 13:20,6.15,4633875,256,771525,652650,6.4,6.55,118875,-74.9,73350,105525,YES,-122775,YES,65.25,71.4,73.05,61.25,78.66,21-05-2025 13:20,24826.35,24839.35,24810.15,24812.1
21-05-2025 13:25,-40.3,67875,111,55875,63975,-44.8,-45.4,-8100,-1138,31125,-28200,YES,-23250,Y,24865.97,24857.2,24816.9,24863.8,24811.6,21-05-2025 13:25,-31.25,1870050,262,235725,213900,-32.8,-32.9,21825,-173.85,62625,-103500,YES,22800,N,187.6,156.35,191.7,155.5,173.74,21-05-2025 13:25,16.15,5079750,256,616950,592125,16.25,16.35,24825,-87.5,72225,92550,N,-225075,YES,71.4,87.55,89,70.8,78.66,21-05-2025 13:25,24812.05,24815.4,24775.1,24775.1
21-05-2025 13:30,23.1,84000,118,84525,71025,24.7,24,13500,-1097.7,26625,37050,Y,6225,YES,24865.54,24816.9,24840,24845.9,24812.3,21-05-2025 13:30,13,1713750,250,228525,266250,12.1,12.1,-37725,-166.6,58950,119250,Y,27075,N,158.85,171.85,174.2,156.4,173.65,21-05-2025 13:30,-9.35,4780725,257,495525,432300,-8.85,-8.85,63225,-85.8,71325,-35100,Y,249300,Y,86.25,76.9,88.75,74.7,78.69,21-05-2025 13:30,24776.1,24802.75,24776.1,24801.95
21-05-2025 13:35,-18.3,58425,107,43950,95850,-15.7,-17.5,-51900,-1112.4,30750,10650,N,-32475,Y,24865.28,24840,24821.7,24857.6,24806.5,21-05-2025 13:35,-8.45,1748775,269,232500,221550,-7.9,-7.85,10950,-170.6,56100,-62325,YES,6450,N,171.75,163.3,183.25,152.55,173.61,21-05-2025 13:35,5.5,4990650,271,522600,540225,5.1,5.15,-17625,-82.05,68025,-25650,N,-168225,YES,76.85,82.35,90.75,70.1,78.69,21-05-2025 13:35,24801.85,24815.15,24769,24786.35
21-05-2025 13:40,-19.7,54000,78,45000,64875,-19,-16.7,-19875,-1037,41550,1575,YES,-27150,N,24864.83,24821.7,24802,24828.8,24793,21-05-2025 13:40,-11.1,1355550,271,267600,278175,-11.2,-11.2,-10575,-168.55,75450,22725,Y,27525,YES,164,152.9,165.4,146.9,173.44,21-05-2025 13:40,9.85,4988175,279,471000,533700,10,10,-62700,-97,63675,115875,YES,-65700,Y,82.2,92.05,98.55,81.25,78.84,21-05-2025 13:40,24786.4,24788.6,24758.5,24762.8
21-05-2025 13:45,16.2,55125,73,41475,84600,15.3,13.6,-43125,-1100.5,74250,-4425,YES,33375,YES,24864.43,24809,24825.2,24827,24809,21-05-2025 13:45,10.2,1083300,248,234525,364350,10.15,10.15,-129825,-154.05,56625,48975,Y,-16275,Y,152.9,163.1,165.75,152.9,173.35,21-05-2025 13:45,-7.75,3748425,245,545625,564375,-7.8,-7.85,-18750,-89.25,63075,-44475,Y,195750,Y,91.25,83.5,91.4,81,78.9,21-05-2025 13:45,24762.6,24785.2,24761.15,24784.55
21-05-2025 13:50,-5.2,37500,68,48375,102825,6.2,5,-54450,-920,39525,19725,Y,-7275,Y,24864.17,24825.2,24820,24828.2,24810,21-05-2025 13:50,-0.35,1051050,244,211275,261750,-0.55,-0.6,-50475,-140.7,54600,-8400,YES,73575,YES,164.05,163.7,166.5,155,173.26,21-05-2025 13:50,0.5,3016725,247,571650,522000,0.35,0.25,49650,-83.55,68850,61800,YES,-25725,YES,83.55,84.05,89.6,82,78.95,21-05-2025 13:50,24784.9,24787.6,24773.7,24784.3
21-05-2025 13:55,-12,33000,73,57150,176925,-8.1,-11.1,-119775,-758.6,56925,-22725,YES,675,N,24863.95,24825,24813,24837.1,24810,21-05-2025 13:55,-2.9,1263225,246,276525,281925,-1.8,-1.85,-5400,-159.35,67725,18150,Y,59325,N,163.45,160.55,174,153.7,173.17,21-05-2025 13:55,2.85,3838200,250,551400,744000,2.15,2.2,-192600,-87.75,70575,-22800,Y,7500,Y,83.65,86.5,90,78.5,79.01,21-05-2025 13:55,24785,24793.8,24774.75,24777.3
21-05-2025 14:00,-31.2,88875,109,89850,79200,-33,-31.3,10650,-902.4,55725,-65025,YES,14625,N,24863.01,24813,24781.8,24819.8,24775.2,21-05-2025 14:00,-22.6,2237775,224,273300,278175,-22.35,-22.2,-4875,-158.15,63750,-42150,YES,81000,YES,160.8,138.2,164.05,136.85,172.77,21-05-2025 14:00,16.2,7541100,217,419250,533850,17.7,17.7,-114600,-102.35,68400,115575,YES,-249900,YES,86.6,102.8,105.6,84.8,79.41,21-05-2025 14:00,24777.6,24780.5,24740.8,24746.55
21-05-2025 14:05,18.3,48300,86,66000,257550,18.3,17.7,-191550,-1022.5,36975,10125,Y,-5100,Y,24862.57,24781.8,24800.1,24808,24781.8,21-05-2025 14:05,9.8,1776375,186,216075,216750,9.35,9.45,-675,-136.25,55425,9975,Y,18975,N,138.85,148.65,152.15,138.85,172.44,21-05-2025 14:05,-10.95,5666325,199,424425,482325,-11.15,-11.25,-57900,-88.8,68400,-67275,Y,86025,Y,102.45,91.5,102.45,88.5,79.63,21-05-2025 14:05,24746.65,24771.95,24746.65,24770.45
21-05-2025 14:10,37.1,43125,127,60525,127875,37.2,36.1,-67350,-914,50025,-22875,YES,2475,N,24862.3,24800.1,24837.2,24839,24791.1,21-05-2025 14:10,26.7,2383350,244,226125,254850,26.4,26.3,-28725,-153.35,60675,43050,Y,-136425,Y,147.35,174.05,175,141.9,172.24,21-05-2025 14:10,-11.3,5004450,251,487050,492525,-11.2,-11.15,-5475,-90.9,69525,-112050,Y,138000,Y,92,80.7,97.05,80.7,79.72,21-05-2025 14:10,24771.55,24799.2,24763.35,24799.2
21-05-2025 14:15,-11.2,25125,89,71700,158775,-13.5,-12,-87075,-958.8,48600,-4650,N,52050,YES,24862.2,24837.2,24826,24839.7,24821,21-05-2025 14:15,-6.85,1535775,252,208350,218625,-7.65,-7.8,-10275,-168.75,60300,-29775,YES,58050,YES,174.1,167.25,177.85,162.85,172.22,21-05-2025 14:15,4.35,3428550,248,578700,639000,4.9,5,-60300,-85.55,68775,80550,YES,-48375,YES,80.6,84.95,87.65,80.4,79.77,21-05-2025 14:15,24799.1,24804.05,24789.35,24793.7
21-05-2025 14:20,20.3,54900,125,95475,125925,19,17.9,-30450,-1182.7,47925,7125,N,-16200,Y,24862.08,24823.7,24844,24859.1,24820.1,21-05-2025 14:20,14.2,2385825,251,208500,215625,14.55,14.6,-7125,-182.1,68475,-32550,YES,-119025,Y,166.5,180.7,193.6,163.2,172.37,21-05-2025 14:20,-5.5,4725300,260,484350,607050,-5.85,-5.85,-122700,-82.55,66600,-124950,Y,28725,Y,85.3,79.8,87,72.9,79.75,21-05-2025 14:20,24794.9,24819.35,24792,24803.05
21-05-2025 14:25,5,20100,81,50100,123750,2,2.3,-73650,-1020.3,30750,26625,N,-20025,Y,24862.03,24844,24849,24854.3,24830.5,21-05-2025 14:25,4,1430850,250,211275,208200,3.55,3.5,3075,-192.3,70350,16650,Y,-25875,YES,181.05,185.05,190.85,173.8,172.46,21-05-2025 14:25,3.25,2680950,246,466725,588450,3.4,3.4,-121725,-84.35,70275,49425,YES,-49725,YES,79.9,83.15,84.75,79.15,79.77,21-05-2025 14:25,24803.7,24813.3,24798.25,24808.75
21-05-2025 14:30,-0.9,39075,137,68100,158550,3.1,-0.4,-90450,-1054.5,37200,-8550,YES,14700,YES,24861.96,24849,24848.1,24863.6,24840,21-05-2025 14:30,-4.35,1504725,259,198450,203625,-4.35,-4.35,-5175,-198,57450,-38250,YES,-6825,N,185.2,180.85,198.4,178.55,172.62,21-05-2025 14:30,-3.55,2947875,260,513150,518325,-3.85,-3.8,-5175,-84.6,67050,3900,N,96600,Y,82.7,79.15,83.2,75.4,79.77,21-05-2025 14:30,24808.8,24818.95,24803.85,24808.8
21-05-2025 14:35,-1.1,27300,88,48975,182400,-0.1,-2.4,-133425,-815.5,63675,-1875,N,-525,Y,24861.92,24848.1,24847,24860,24840.1,21-05-2025 14:35,3.1,949800,233,186750,186000,2.75,2.65,750,-176.25,59475,900,Y,21525,YES,181,184.1,192.05,177.1,172.7,21-05-2025 14:35,0.35,2480325,234,633975,575850,0.6,0.55,58125,-83.75,64575,3975,N,31350,N,78.95,79.3,80.85,75.05,79.76,21-05-2025 14:35,24807.95,24819.6,24802.95,24807.2
21-05-2025 14:40,-20.9,46350,106,62625,94500,-21.3,-22.6,-31875,-1292.4,67350,-15150,YES,-21600,Y,24861.71,24843.9,24823,24856,24813,21-05-2025 14:40,-23.4,1679025,272,216300,228150,-23.1,-23.15,-11850,-183.05,62100,-43200,YES,31650,N,184.1,160.7,191.3,155.7,172.69,21-05-2025 14:40,5.3,4423275,277,446025,562200,5.55,5.55,-116175,-92.05,63225,13950,N,-97800,YES,79.45,84.75,89,76.65,79.81,21-05-2025 14:40,24807,24813,24780.65,24785.55
21-05-2025 14:45,14.9,18600,81,61575,88575,12.9,18.3,-27000,-1157.7,31275,24600,Y,375,YES,24861.64,24823,24837.9,24845,24823,21-05-2025 14:45,13.85,1315725,256,181725,201975,14.15,14.3,-20250,-168.55,52200,-3750,Y,1125,Y,161.85,175.7,180.75,161.7,172.68,21-05-2025 14:45,-5.8,3457050,257,424950,484425,-6,-6,-59475,-77,64050,15375,N,30900,Y,84.3,78.5,84.4,75.15,79.8,21-05-2025 14:45,24786.1,24806,24785.95,24798.7
21-05-2025 14:50,11.1,25575,97,42150,81450,11,5.6,-39300,-1139.4,38175,-10125,YES,2025,N,24861.56,24837.9,24849,24850,24827,21-05-2025 14:50,7.25,1008150,240,190650,211800,7.3,7.4,-21150,-169.45,58050,8550,N,-7275,Y,176.05,183.3,184.9,168.15,172.7,21-05-2025 14:50,-5.4,3205200,249,498975,595275,-5.2,-5.25,-96300,-83.4,67575,-56400,Y,60675,Y,78.4,73,82.05,71.75,79.78,21-05-2025 14:50,24799.3,24813.9,24790.15,24810.95
21-05-2025 14:55,-9.4,29025,93,79950,156300,-6.4,-9.5,-76350,-766.3,32550,-75,N,525,Y,24861.47,24849,24839.6,24850,24832.6,21-05-2025 14:55,-12.7,916125,265,181275,187350,-12.6,-12.45,-6075,-169.25,53700,-12375,YES,62325,YES,183.45,170.75,183.45,165.2,172.71,21-05-2025 14:55,0.25,2344575,269,420225,627225,1.1,1.05,-207000,-76.45,72075,-102450,Y,-21000,YES,72.75,73,77.75,72.75,79.76,21-05-2025 14:55,24810.35,24812.9,24796.35,24807
21-05-2025 15:00,4.4,75075,138,53325,114975,-1,4.5,-61650,-1359.3,37650,-1875,YES,15375,N,24861.32,24839.6,24844,24860,24834.6,21-05-2025 15:00,-1.4,1578900,245,171375,204750,-2.3,-2.3,-33375,-182.5,56775,-26175,YES,5700,N,171.15,169.75,188.5,166.9,172.73,21-05-2025 15:00,-1.95,4481550,240,508800,656100,-1.95,-2,-147300,-77.2,66600,5850,YES,-23625,YES,72.95,71,74.55,65.85,79.65,21-05-2025 15:00,24807.6,24828.45,24807.2,24816.75
21-05-2025 15:05,5.3,71250,132,80700,119250,10.5,6.6,-38550,-979.5,33750,39675,Y,-11850,Y,24861.2,24845.9,24851.2,24856,24840.6,21-05-2025 15:05,3.35,1117575,260,183825,199950,6.55,6.55,-16125,-170.8,62775,-10350,N,-172050,Y,170.85,174.2,181.15,169.85,172.76,21-05-2025 15:05,-3.85,3115050,256,588225,844350,-5.15,-5.15,-256125,-71.95,67650,-28125,Y,-58875,YES,70.65,66.8,71.6,64.75,79.56,21-05-2025 15:05,24816.7,24829.85,24815,24828.4
21-05-2025 15:10,-23.7,85500,140,55800,174375,-24.6,-24.6,-118575,-559.5,41175,41100,N,3900,N,24860.88,24850.1,24826.4,24851,24822.2,21-05-2025 15:10,-14.6,1444275,266,190125,225075,-15.2,-15.05,-34950,-162.2,56475,-43650,YES,8250,YES,173.5,158.9,176.55,154.7,172.67,21-05-2025 15:10,7.6,4885350,269,641700,762225,7.4,7.45,-120525,-80.9,73650,23400,YES,-230175,YES,67.2,74.8,78.85,64.5,79.47,21-05-2025 15:10,24827.45,24827.75,24803.65,24809.4
21-05-2025 15:15,6.9,59250,153,53100,152475,5.8,10,-99375,-740.2,33225,-15000,YES,51825,YES,24860.64,24826.4,24833.3,24837.5,24821.5,21-05-2025 15:15,-1.15,950250,276,184125,293925,-1.05,-1.2,-109800,-150.35,60825,-31275,N,-1500,Y,159.45,158.3,161.6,153.5,172.58,21-05-2025 15:15,-6.5,3354375,278,532725,632850,-6.35,-6.3,-100125,-78.55,71325,-141525,Y,2550,Y,74.5,68,77.45,66.4,79.41,21-05-2025 15:15,24809.25,24815.7,24806.5,24811.45
21-05-2025 15:20,-18.3,98475,126,103200,255075,-16.1,-18.4,-151875,-492.4,47700,-27450,YES,-16200,Y,24860.18,24833.3,24815,24840,24810,21-05-2025 15:20,-12.8,1369050,270,197550,308100,-12.7,-12.65,-110550,-148.1,69075,-2051775,YES,-55875,Y,157.7,144.9,162.1,139.4,172.42,21-05-2025 15:20,8.95,4598325,278,515250,614550,9.95,10.1,-99300,-81.5,69375,-1865325,Y,-357600,YES,68.45,77.4,81,64.65,79.33,21-05-2025 15:20,24811.05,24819.95,24794.85,24797.45
21-05-2025 15:25,-1.7,123525,145,383475,244200,2.2,5.3,139275,-862.2,40125,-57300,YES,-78150,Y,24859.52,24819,24817.3,24825,24813,21-05-2025 15:25,9.1,960975,251,150375,258000,9.45,9.95,-107625,-171.75,76200,-895425,Y,-115200,Y,145,154.1,154.95,143.75,172.28,21-05-2025 15:25,1.25,3925950,265,292350,333750,1,1.2,-41400,-93.45,69600,-972300,YES,-269400,Y,77.3,78.55,81,73.2,79.3,21-05-2025 15:25,24796.65,24806.5,24796.5,24800.95
