last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,open_1,close_1,high,low,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_2,close_2,high,low,,avg_trade_price,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_3,close_3,high,low,avg_trade_price,datetime,timestamp,open,high,low,close,volume
15-07-2025 13:15,-10.4,32400,94,113325,101175,-9.4,-6.8,12150,-1125,44475,-5850,YES,-4800,Y,25238.13,25265.4,25255,25270,25255,15-07-2025 13:15,-5.9,779400,342,344325,397425,-5.65,-5.6,-53100,-171.25,67800,-4200,Y,7500,N,156.9,151,159.85,150.15,,129.96,15-07-2025 13:15,1.05,1701900,348,1817700,1812525,0.85,0.85,5175,-49.1,96900,-40650,Y,13350,Y,34.2,35.25,35.55,33.4,56.03,15-07-2025 13:15,1752565500,11.57,11.59,11.56,11.59,0
15-07-2025 13:20,3.4,18450,110,120300,104475,3,0,15825,-1110.8,42450,5550,N,19350,YES,25238.28,25255.6,25259,25268,25255,15-07-2025 13:20,2.5,890550,363,441225,455325,1.9,2.05,-14100,-170.25,66600,13350,N,-8100,Y,150.4,152.9,158.7,148.7,,130.11,15-07-2025 13:20,-0.75,1509375,361,1867650,1727175,-0.65,-0.6,140475,-50.85,86475,-27450,N,56625,Y,35.45,34.7,35.5,33.2,55.83,15-07-2025 13:20,1752565800,11.59,11.6,11.56,11.57,0
15-07-2025 13:25,-12.7,42075,151,211500,118575,-13,-17.1,92925,-669.5,40350,-23400,YES,-5475,Y,25238.44,25259.1,25246.4,25259.1,25242,15-07-2025 13:25,-10.05,1255500,362,432900,403725,-9.9,-9.9,29175,-160.05,68175,-20475,YES,13275,YES,152.6,142.55,153.7,140,,130.24,15-07-2025 13:25,5.05,2974950,361,1841175,1851975,5,5,-10800,-55.05,90825,14625,YES,-274725,YES,34.7,39.75,40,34.25,55.5,15-07-2025 13:25,1752566100,11.56,11.6,11.55,11.58,0
15-07-2025 13:30,-13.3,51150,156,87975,157500,-11.3,-10.2,-69525,-1134.2,44475,-375,Y,7950,N,25238.45,25245,25231.7,25251.9,25231.3,15-07-2025 13:30,-5.15,1327650,361,468525,429750,-5.75,-5.75,38775,-157.55,63600,-3450,N,3900,N,142.15,137,145.7,134.6,,130.32,15-07-2025 13:30,2.95,3992850,362,1759500,1756575,3.3,3.3,2925,-62.35,92100,19650,N,-166125,Y,39.8,42.75,43.5,37.2,55.16,15-07-2025 13:30,1752566400,11.58,11.61,11.57,11.6,0
15-07-2025 13:35,8.6,62400,133,332700,165825,4.4,7.5,166875,-761.1,37725,-2100,YES,37725,YES,25238.39,25232.3,25240.9,25246.2,25230,15-07-2025 13:35,2.85,1200450,360,339450,375750,2.45,2.3,-36300,-161.55,61575,24525,Y,-5250,Y,137.05,139.9,142.4,133.45,,130.39,15-07-2025 13:35,-2.45,3751425,360,1459125,1738500,-2.3,-2.3,-279375,-64.2,91950,-68550,Y,70425,Y,42.8,40.35,43.9,39.1,54.86,15-07-2025 13:35,1752566700,11.6,11.61,11.56,11.58,0
15-07-2025 13:40,2.8,33300,114,87675,213900,1.1,-0.3,-126225,-909.1,35250,7500,N,-4125,Y,25238.42,25240.9,25243.7,25250,25235.7,15-07-2025 13:40,1.7,1342800,359,360975,287400,1.6,1.7,73575,-167.35,63000,7125,N,23250,YES,139.7,141.4,148.35,138.5,,130.51,15-07-2025 13:40,-1.55,2902800,361,1482300,1505250,-1.65,-1.65,-22950,-57.75,96900,35550,YES,76050,N,40.45,38.9,41.05,36.75,54.6,15-07-2025 13:40,1752567000,11.59,11.59,11.54,11.56,0
15-07-2025 13:45,11.9,33975,115,131475,91200,11.8,9.2,40275,-1241.7,39900,-1275,YES,7275,N,25238.53,25238.1,25250,25256.2,25237.8,15-07-2025 13:45,4.5,883800,356,328875,321750,4.35,4.35,7125,-171.3,61350,48375,Y,-9075,Y,141.3,145.8,148.65,140.5,,130.59,15-07-2025 13:45,-2.7,2086650,361,1870875,1598475,-2.7,-2.65,272400,-57.5,85500,-9225,Y,-32925,YES,38.6,35.9,39.05,34.75,54.39,15-07-2025 13:45,1752567300,11.55,11.57,11.52,11.57,0
15-07-2025 13:50,7,22200,83,130425,114900,4.8,3.7,15525,-1050,41475,225,N,23775,N,25238.63,25250,25257,25257.1,25246,15-07-2025 13:50,3.15,764175,337,271050,281925,3.45,3.35,-10875,-164.6,58425,18075,N,-3075,N,145.5,148.65,149.6,142.2,,130.67,15-07-2025 13:50,-1.55,1182225,340,1729200,1817775,-1.6,-1.6,-88575,-52.55,91050,2850,N,36075,Y,36.05,34.5,36.75,34,54.27,15-07-2025 13:50,1752567600,11.56,11.58,11.54,11.57,0
15-07-2025 13:55,-2.9,17175,104,77625,57300,-3.1,-3.9,20325,-994.4,31050,-6450,YES,3225,N,25238.71,25256.6,25253.7,25259,25250,15-07-2025 13:55,-3.1,740700,290,480450,374550,-2.8,-2.85,105900,-149.2,70350,-22875,YES,9675,N,148.75,145.65,149.6,143.05,,130.75,15-07-2025 13:55,1.6,1592250,304,1593375,1736700,1.65,1.65,-143325,-46.65,95025,63975,YES,-21750,YES,34.45,36.05,36.1,33.35,54.1,15-07-2025 13:55,1752567900,11.57,11.57,11.53,11.55,0
15-07-2025 14:00,-11.6,25200,131,77775,104025,-12.7,-12.7,-26250,-1038.1,34275,-75,N,7050,N,25238.75,25253.7,25242.1,25254.3,25237.1,15-07-2025 14:00,-8.6,950325,336,344550,343875,-8.9,-8.95,675,-156.05,61500,-32850,YES,5700,N,145.35,136.75,146.2,135.6,,130.81,15-07-2025 14:00,3.15,2110800,346,1744875,1819575,3.3,3.35,-74700,-55.6,87450,-5475,Y,-15975,N,35.95,39.1,39.6,35.55,53.91,15-07-2025 14:00,1752568200,11.55,11.57,11.52,11.56,0
15-07-2025 14:05,-7.1,74175,164,202200,119475,-5.5,-3.8,82725,-1172.2,44700,11550,N,6975,N,25238.64,25242.1,25235,25246,25222.5,15-07-2025 14:05,-3,1678125,323,371325,386550,-2.75,-2.8,-15225,-154.7,65925,-30975,N,33000,YES,136.85,133.85,140.3,126.8,,130.83,15-07-2025 14:05,0.95,5171400,324,1416750,1807500,0.95,0.95,-390750,-61.7,92700,-20700,Y,-73425,YES,39.2,40.15,44.9,38.5,53.57,15-07-2025 14:05,1752568500,11.56,11.59,11.55,11.55,0
15-07-2025 14:10,9.9,37575,101,92700,165150,8.8,6.9,-72450,-806.2,37275,6900,N,4200,N,25238.67,25235,25244.9,25250.8,25234.3,15-07-2025 14:10,7.3,1331100,248,383250,355500,7.4,7.45,27750,-157.75,61200,40875,Y,-34950,Y,133.35,140.65,142.65,133.1,,130.91,15-07-2025 14:10,-3.1,2006550,247,1400325,1830900,-2.95,-2.95,-430575,-54.45,88500,27525,YES,62925,Y,40.15,37.05,40.85,36.1,53.41,15-07-2025 14:10,1752568800,11.56,11.57,11.53,11.55,0
15-07-2025 14:15,5.1,48975,100,73950,321825,6.8,5.1,-247875,-666.9,37950,1500,YES,3750,N,25238.8,25244.9,25250,25253.9,25243.5,15-07-2025 14:15,2.9,1226100,306,271650,303675,2.9,2.85,-32025,-150.85,57450,-17850,YES,-36975,Y,140.6,143.5,145.45,139.55,,131,15-07-2025 14:15,-1.7,1704750,304,1290225,2156100,-1.65,-1.65,-865875,-50.05,84825,-2850,Y,44175,N,37.05,35.35,37.35,34.6,53.25,15-07-2025 14:15,1752569100,11.55,11.57,11.53,11.55,0
15-07-2025 14:20,-13.7,17625,73,115875,131550,-12.2,-12.2,-15675,-1074,32475,-6600,YES,2850,Y,25238.83,25249,25235.3,25250.7,25234.3,15-07-2025 14:20,-10.45,838200,347,346800,368550,-10.85,-10.8,-21750,-154.2,57900,-23475,YES,23625,YES,143.95,133.5,145,131.85,,131.04,15-07-2025 14:20,3.55,1937250,350,1391175,1956750,3.55,3.6,-565575,-50.9,79725,35175,YES,-84900,YES,35,38.55,39.2,34.7,53.09,15-07-2025 14:20,1752569400,11.55,11.56,11.53,11.54,0
15-07-2025 14:25,8.9,12900,62,77775,67125,4.4,7,10650,-1618.1,44025,1350,N,2775,Y,25238.84,25235.3,25244.2,25247.2,25235.3,15-07-2025 14:25,1.55,713475,331,394725,445575,1.85,1.75,-50850,-139.8,64500,36750,Y,19275,N,134.3,135.85,138.55,133.5,,131.06,15-07-2025 14:25,-1.3,1293600,345,1663200,1667250,-1.25,-1.25,-4050,-51.25,88875,83550,YES,58050,Y,38.2,36.9,38.5,35.65,52.99,15-07-2025 14:25,1752569700,11.54,11.56,11.53,11.56,0
15-07-2025 14:30,18.2,25950,111,320775,89100,16.4,10.9,231675,-911.7,38025,5400,N,-525,Y,25238.93,25237.6,25255.8,25256.2,25237.6,15-07-2025 14:30,8.4,1406175,360,377775,406575,9.1,9.1,-28800,-151.4,63975,-1725,YES,-32850,Y,136.65,145.05,147.75,136.2,,131.17,15-07-2025 14:30,-2.35,1932900,360,1835175,2279550,-2.3,-2.3,-444375,-51.4,84675,-44325,Y,48075,N,36.85,34.5,36.85,33.65,52.8,15-07-2025 14:30,1752570000,11.56,11.58,11.54,11.56,0
15-07-2025 14:35,-17.4,46125,116,529575,117825,-18.8,-18.3,411750,-870.3,47475,-7725,YES,-85500,Y,25238.95,25255.8,25238.4,25256.9,25226.5,15-07-2025 14:35,-8.95,1617750,354,372750,401400,-8.95,-9.05,-28650,-155.05,62625,-17175,YES,40275,YES,145.55,136.6,146.95,127.9,,131.22,15-07-2025 14:35,2.95,3298575,353,1538175,2074200,2.8,2.85,-536025,-55.25,93075,-1050,YES,-76350,YES,34.5,37.45,41.15,34.05,52.57,15-07-2025 14:35,1752570300,11.56,11.59,11.54,11.57,0
15-07-2025 14:40,2.6,18375,66,81300,65625,4.7,1.7,15675,-1391.1,31725,5025,N,10725,YES,25238.98,25242.4,25245,25249,25237.3,15-07-2025 14:40,2.55,679575,354,349575,377025,2.1,2.2,-27450,-151.4,67050,5625,Y,17400,N,135.9,138.45,139.65,134.65,,131.25,15-07-2025 14:40,-1.65,1716000,360,1231125,1819650,-1.65,-1.65,-588525,-50.3,81675,8100,N,70500,Y,37.6,35.95,38.5,35.7,52.43,15-07-2025 14:40,1752570600,11.56,11.57,11.53,11.54,0
15-07-2025 14:45,-12,24225,97,85350,129900,-10.1,-6,-44550,-1375.6,33000,-4125,YES,-9300,Y,25238.96,25245,25233,25245,25230,15-07-2025 14:45,-5.65,1151550,357,421125,362550,-5.55,-5.45,58575,-144.25,59700,-10425,YES,31800,N,138.3,132.65,138.55,126.9,,131.25,15-07-2025 14:45,2.9,2948775,361,1321800,2005200,2.8,2.85,-683400,-57.7,85275,-28650,Y,-67875,YES,36.05,38.95,41.2,35.85,52.24,15-07-2025 14:45,1752570900,11.53,11.57,11.53,11.55,0
15-07-2025 14:50,0.1,40875,101,118425,82125,-3.6,-5.9,36300,-1218.9,30375,-21075,YES,4275,N,25238.84,25233,25233.1,25239.1,25225,15-07-2025 14:50,-3.6,1205625,357,370050,380400,-3.3,-3.35,-10350,-142,61500,-35175,YES,-33900,Y,132.75,129.15,133,123.25,,131.22,15-07-2025 14:50,2.5,5178975,360,1257750,1807425,2.3,2.3,-549675,-56.5,87600,-40575,Y,-209250,YES,39,41.5,44.4,38.65,51.97,15-07-2025 14:50,1752571200,11.55,11.6,11.55,11.56,0
15-07-2025 14:55,-3.1,35400,135,120675,223575,-3.3,-8.5,-102900,-1071.8,37575,5400,Y,-23700,Y,25238.7,25227.3,25224.2,25233,25222.1,15-07-2025 14:55,-0.8,1276575,358,431325,365400,-0.6,-0.6,65925,-138.35,65850,-17850,N,51450,YES,129.1,128.3,132,122.05,,131.19,15-07-2025 14:55,2,4104225,357,1272075,1604025,1.95,1.9,-331950,-62.8,81750,20700,YES,-131625,Y,41.55,43.55,45.25,41.15,51.81,15-07-2025 14:55,1752571500,11.57,11.6,11.56,11.59,0
15-07-2025 15:00,15.9,52125,144,72450,139575,15.8,14.9,-67125,-1358.9,39825,4050,N,21450,YES,25238.61,25223.2,25239.1,25243,25223.2,15-07-2025 15:00,10.4,1888800,360,405750,369900,9.95,10.05,35850,-156.95,64950,6300,Y,-125025,Y,128.45,138.85,139.65,127.05,,131.22,15-07-2025 15:00,-5.55,3860775,360,1591800,1617375,-5.55,-5.55,-25575,-58.65,99375,-80625,Y,102525,Y,43.45,37.9,43.55,36.9,51.6,15-07-2025 15:00,1752571800,11.58,11.58,11.53,11.55,0
15-07-2025 15:05,15.4,53175,159,96150,213750,13.7,14.6,-117600,-558.6,41775,-3225,YES,6075,N,25238.74,25239.1,25254.5,25255,25239,15-07-2025 15:05,10.3,2309925,352,319125,377025,9.95,10.1,-57900,-165.9,63825,-25125,YES,-110925,N,139,149.3,150.65,138.45,,131.41,15-07-2025 15:05,-4.4,5026725,355,1874925,1978875,-4.5,-4.5,-103950,-53.55,85500,-131925,Y,265425,Y,37.85,33.45,38.2,32.75,51.25,15-07-2025 15:05,1752572100,11.56,11.56,11.47,11.47,0
15-07-2025 15:10,2.7,30450,64,24900,51675,2.8,0.9,-26775,-121.7,14475,-19575,YES,2625,Y,25238.87,25252.3,25255,25257.2,25251.1,15-07-2025 15:10,-1.25,693225,123,128700,121050,-1,-0.95,7650,-67.3,24450,-25800,YES,61500,YES,149.05,147.8,152.4,146.3,,131.48,15-07-2025 15:10,-0.05,1397550,125,872625,1485525,0,0,-612900,-21.95,38400,37875,YES,-72375,YES,33.45,33.4,34.2,32.6,51.14,15-07-2025 15:10,1752572400,11.48,11.49,11.46,11.46,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
