last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,open_1,close_1,high,low,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_2,close_2,high,low,avg_trade_price,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_3,close_3,high,low,avg_trade_price,datetime,timestamp,open,high,low,close,volume,nif_body,vix_body,,,,
28-03-2025 13:15,-11.1,57525,129,146250,72300,-13,-11.7,73950,-747.5,31650,-1800,N,3300,N,23702.51,23620.05,23608.95,23621.15,23606.95,28-03-2025 13:15,-2.4,916950,179,1303575,1119825,-2.6,-2.6,183750,-33.75,58350,-37575,YES,31275,N,35.35,32.95,35.45,32.8,66.78,28-03-2025 13:15,14,120000,140,85800,92400,13.9,13.85,-6600,-216.3,34875,-3975,Y,-16875,YES,317,331,331,317,262.08,28-03-2025 13:15,1743147900,12.7,12.77,12.69,12.73,0,11.1,0.03,,,0.019699659,1
28-03-2025 13:20,16.05,77100,144,84825,73725,18.05,19.65,11100,-915.7,30000,225,N,-3975,Y,23701,23608.95,23625,23630,23601.8,28-03-2025 13:20,2.5,1159800,179,1259175,1676925,2.45,2.45,-417750,-36.4,63525,178200,Y,-36450,Y,32.85,35.35,36.2,32.55,66.36,28-03-2025 13:20,-19.05,140625,148,90675,79275,-16.55,-16.45,11400,-221.5,37575,-6900,Y,675,N,331.65,312.6,332.95,310.05,262.68,28-03-2025 13:20,1743148200,12.74,12.75,12.66,12.68,0,16.05,0.06,,,0.028484642,1
28-03-2025 13:25,-13.25,33450,111,65625,40575,-11,-12.6,25050,-950.8,22875,3000,N,4425,N,23700.42,23629.25,23616,23632.6,23614.3,28-03-2025 13:25,-1.35,865500,180,1360125,1263075,-1.45,-1.4,97050,-39.55,63225,55275,N,37800,YES,35.15,33.8,36.55,33.6,66.07,28-03-2025 13:25,9,103725,134,82050,69975,9.05,9.2,12075,-212.8,31875,75,N,2475,N,314,323,323.8,309.05,263.1,28-03-2025 13:25,1743148500,12.67,12.73,12.67,12.73,0,13.25,0.06,,,0.023515358,1
28-03-2025 13:30,24,53175,157,68550,98700,24,27.4,-30150,-1120.8,33075,525,YES,-12375,Y,23699.58,23616,23640,23644.1,23610.2,28-03-2025 13:30,4.3,1226475,177,1075800,1257525,4.25,4.2,-181725,-36,64275,16275,N,-107925,Y,33.8,38.1,39,33.7,65.68,28-03-2025 13:30,-23.35,136950,139,97800,113250,-22.05,-22,-15450,-214.55,40950,-7425,Y,5775,N,322.75,299.4,323.2,298.5,263.58,28-03-2025 13:30,1743148800,12.73,12.74,12.66,12.67,0,24,0.06,,,0.042593857,1
28-03-2025 13:35,-13.1,85350,141,57750,51900,-12.55,-13.25,5850,-1072.3,32250,29850,Y,11625,YES,23698.4,23643.1,23630,23647,23627,28-03-2025 13:35,-1.8,1104375,180,985725,1113450,-1.95,-1.95,-127725,-37.25,57525,-10275,YES,46125,YES,38,36.2,39,35.75,65.35,28-03-2025 13:35,8.9,155550,151,114750,103800,8,7.55,10950,-217.2,45150,2025,N,6075,N,300.1,309,310.7,295.75,264.04,28-03-2025 13:35,1743149100,12.66,12.71,12.63,12.69,0,13.1,0.03,,,0.023249147,1
28-03-2025 13:40,-25.55,45075,124,82275,65625,-22.65,-22.25,16650,-626.35,24600,-9750,YES,675,Y,23697.57,23630,23604.45,23633.15,23604.45,28-03-2025 13:40,-4.05,1372725,181,1059075,1472175,-3.8,-3.85,-413100,-37.1,58350,-21075,YES,28575,N,36.1,32.05,36.2,32.05,64.9,28-03-2025 13:40,22,181125,167,115875,110925,19.75,19.7,4950,-240,36300,5325,N,-16050,YES,309,331,331,309,264.78,28-03-2025 13:40,1743149400,12.69,12.76,12.67,12.75,0,25.55,0.06,,,0.04534471,1
28-03-2025 13:45,-19.5,192000,156,184275,111300,-24.45,-19.5,72975,-849.35,31050,-51750,YES,2325,N,23693.08,23604.5,23585,23608.4,23569.15,28-03-2025 13:45,-2.8,1993500,180,1568550,1708875,-2.75,-2.7,-140325,-33.8,60450,1267800,Y,-21000,Y,32,29.2,33.45,28.15,64.2,28-03-2025 13:45,18.15,237525,159,83100,70875,17.65,17.7,12225,-268.6,35625,-3975,Y,-12750,N,330.85,349,360.45,324.4,266.1,28-03-2025 13:45,1743149700,12.76,12.81,12.73,12.8,0,19.5,0.04,,,0.034607509,1
28-03-2025 13:50,-8.25,92250,167,133725,116100,-6.8,-10,17625,-712,35475,8100,Y,1725,Y,23690.91,23582.5,23574.25,23586.45,23571.25,28-03-2025 13:50,-1.2,1281900,180,1741350,1989450,-1.25,-1.25,-248100,-30.35,55950,19875,N,38175,YES,29.35,28.15,29.85,27.4,63.75,28-03-2025 13:50,4.4,112050,153,84675,85350,4.7,4.65,-675,-250.7,44100,-9225,Y,13800,Y,349.3,353.7,357.1,343.3,266.75,28-03-2025 13:50,1743150000,12.81,12.87,12.75,12.85,0,8.25,0.04,,,0.014641638,1
28-03-2025 13:55,2,69150,152,71625,89925,2.75,3.7,-18300,-760.25,31050,4200,N,5850,N,23689.39,23575,23577,23593,23570.1,28-03-2025 13:55,-0.8,1313700,180,2097150,2700600,-0.6,-0.6,-603450,-33.2,69825,-72150,YES,121125,YES,28.35,27.55,29.85,26.8,63.29,28-03-2025 13:55,2.2,74175,136,77100,77400,0.35,0.25,-300,-245.1,31200,3000,N,900,YES,351,353.2,359.35,339.05,267.17,28-03-2025 13:55,1743150300,12.83,12.86,12.73,12.82,0,2,0.01,,,0.003549488,1
28-03-2025 14:00,-13.7,93300,163,112200,171675,-14,-13.7,-59475,-610.1,33750,-9375,YES,14475,N,23687.18,23578.7,23565,23579,23561.2,28-03-2025 14:00,-1.55,1235100,180,1940025,2094150,-1.5,-1.5,-154125,-31.55,76575,-10125,Y,-43575,Y,27.55,26,28.2,26,62.85,28-03-2025 14:00,10.2,116325,148,76650,81750,10.1,10.1,-5100,-246.95,30450,13125,N,-8175,YES,351.75,361.95,366,348,267.9,28-03-2025 14:00,1743150600,12.83,12.87,12.79,12.85,0,13.7,0.02,,,0.024313993,-1
28-03-2025 14:05,16.7,94425,159,101325,222075,16.6,15.75,-120750,-562.4,28875,8475,N,-3150,Y,23684.97,23562,23578.7,23579.9,23560,28-03-2025 14:05,1.75,912000,180,1559175,1515300,2,2,43875,-31.4,54975,112875,Y,-17850,YES,25.95,27.7,28.05,25.85,62.53,28-03-2025 14:05,-19.7,84675,142,79125,95025,-19.85,-19.85,-15900,-250.3,33900,525,Y,7800,N,363,343.3,363.95,342.05,268.39,28-03-2025 14:05,1743150900,12.86,12.92,12.81,12.92,0,16.7,0.06,,,0.029638225,1
28-03-2025 14:10,19.4,151350,181,95550,147000,16.55,20.55,-51450,-1209.4,41475,450,YES,-3300,Y,23682.27,23579.3,23598.7,23600,23575,28-03-2025 14:10,1.8,1600875,181,2138850,1916100,2.05,2.05,222750,-34.8,64950,2105175,Y,-73050,Y,27.75,29.55,30.15,27.45,62.01,28-03-2025 14:10,-12.55,136350,145,84600,92775,-15,-15.05,-8175,-225,32775,-28875,Y,13500,N,343.3,330.75,348.6,327.65,269.03,28-03-2025 14:10,1743151200,12.92,12.92,12.78,12.8,0,19.4,0.12,,,0.034430034,1
28-03-2025 14:15,12.25,92025,155,139425,131550,16.1,12.15,7875,-838.75,31125,-8625,YES,4950,N,23680.97,23599.75,23612,23614.9,23592,28-03-2025 14:15,2.75,2059050,180,1935000,2192100,2.95,2.95,-257100,-36.1,72150,84600,N,66450,YES,29.8,32.55,33.25,28.9,61.43,28-03-2025 14:15,-13.75,134625,148,87750,92025,-12.65,-12.8,-4275,-229.5,36225,-3975,YES,1650,YES,330.75,317,334.2,313.6,269.51,28-03-2025 14:15,1743151500,12.79,12.8,12.72,12.72,0,12.25,0.07,,,0.021740614,1
28-03-2025 14:20,11.45,97650,154,132450,154650,11.55,16.75,-22200,-730.05,27975,8850,N,-9525,Y,23679.74,23611.1,23622.55,23627.9,23600,28-03-2025 14:20,2.65,1826775,180,2052525,1944900,2.6,2.65,107625,-37.4,67800,-80250,YES,-120150,Y,32.4,35.05,36,29.9,60.95,28-03-2025 14:20,-15.3,151800,159,93375,95100,-14.15,-14.2,-1725,-221.95,41925,675,N,-4725,YES,317.55,302.25,327.7,299.7,269.99,28-03-2025 14:20,1743151800,12.73,12.75,12.69,12.7,0,11.45,0.03,,,0.020320819,1
28-03-2025 14:25,31.15,151425,177,159900,130575,30.45,29.55,29325,-772.05,35100,3000,N,-20250,Y,23678.56,23622.9,23654.05,23656,23619.45,28-03-2025 14:25,5.2,2822850,181,1693350,1564500,4.5,4.55,128850,-45.1,72300,11325,Y,-83250,YES,35,40.2,40.9,33.95,60.33,28-03-2025 14:25,-20.95,174150,160,89775,81900,-20.15,-20.2,7875,-210.1,36600,-8475,Y,5850,N,303,282.05,307.85,279.95,270.29,28-03-2025 14:25,1743152100,12.71,12.72,12.63,12.64,0,31.15,0.07,,,0.055283276,1
28-03-2025 14:30,-23.7,178500,172,66300,101850,-22.5,-18.95,-35550,-900.8,33900,-14475,YES,38250,YES,23677.57,23654,23630.3,23665.3,23628.25,28-03-2025 14:30,-6,3126600,180,1218825,1291725,-5.75,-5.75,-72900,-43.05,65550,-59550,YES,90675,YES,40.45,34.45,42.25,34.35,59.73,28-03-2025 14:30,13.8,284700,172,98400,127800,13.95,13.85,-29400,-222.5,41775,10200,N,7275,N,281.2,295,298.45,274.65,270.58,28-03-2025 14:30,1743152400,12.63,12.71,12.62,12.69,0,23.7,0.06,,,0.042061433,1
28-03-2025 14:35,24.15,101400,146,59475,97875,23.7,22.95,-38400,-1007.65,29925,15375,Y,-12300,Y,23677.14,23630.3,23654.45,23664.7,23630.3,28-03-2025 14:35,4.2,1752825,181,1248975,1448100,4.15,4.15,-199125,-44.85,63075,81450,Y,17550,N,34.65,38.85,40.5,34.65,59.4,28-03-2025 14:35,-17.5,167850,158,101100,105000,-16.45,-16.55,-3900,-203.25,51150,1650,Y,4575,N,295.5,278,295.8,272.45,270.71,28-03-2025 14:35,1743152700,12.68,12.7,12.62,12.64,0,24.15,0.04,,,0.042860068,-1
28-03-2025 14:40,28.85,171975,157,81900,185325,26.55,25.4,-103425,-983,32625,4500,N,-32175,Y,23677.01,23655.6,23684.45,23687.25,23655.6,28-03-2025 14:40,5.7,3086100,175,1132575,1239150,4.9,4.9,-106575,-46.2,61050,-11850,YES,-61050,Y,39.25,44.95,44.95,38.65,58.96,28-03-2025 14:40,-21.6,274425,163,126150,130725,-19.85,-19.8,-4575,-192.5,56175,-11850,Y,9675,N,278,256.4,279.9,256.4,270.65,28-03-2025 14:40,1743153000,12.65,12.71,12.57,12.62,0,28.85,0.03,,,0.051201365,-1
28-03-2025 14:45,-8.55,117900,164,122175,230550,-11.35,-13,-108375,-613.65,33000,2025,YES,-1950,YES,23677.01,23682.55,23674,23690,23665.05,28-03-2025 14:45,-2.35,2503350,180,1131825,1327650,-3.05,-3.05,-195825,-46.85,58500,-63825,YES,12825,YES,44.35,42,46.1,39.45,58.62,28-03-2025 14:45,6.4,191025,166,138450,134025,8.3,8.45,4425,-188.85,46050,12300,YES,9225,N,257.3,263.7,271.7,253.9,270.58,28-03-2025 14:45,1743153300,12.61,12.7,12.61,12.66,0,8.55,0.05,,,0.015174061,1
28-03-2025 14:50,10.2,93000,155,78750,117375,7.4,8,-38625,-1031.75,31200,3825,N,17100,N,23677.12,23672.6,23682.8,23693.9,23672.6,28-03-2025 14:50,1.3,2564325,181,1117800,1017750,1,1.05,100050,-46.8,58650,25575,Y,81675,YES,42,43.3,46.9,42,58.33,28-03-2025 14:50,-2.7,207300,171,128100,127350,-3.3,-3.35,750,-187.95,50925,2400,Y,-2625,YES,263.7,261,264.1,250.55,270.4,28-03-2025 14:50,1743153600,12.67,12.7,12.6,12.64,0,10.2,0.03,,,0.018102389,1
28-03-2025 14:55,-6.8,70275,153,159075,138750,-5.75,-5.6,20325,-942.4,32625,-3975,YES,4950,N,23677.17,23682.8,23676,23691.85,23671.8,28-03-2025 14:55,-1.65,1850250,179,1050675,1145925,-1.9,-1.95,-95250,-47.8,60825,-19275,YES,3225,N,43.3,41.65,45.55,40.3,58.09,28-03-2025 14:55,1.5,179025,170,145425,113700,3.25,3.15,31725,-179.25,42450,2025,Y,5925,N,259.95,261.45,267.4,252.1,270.3,28-03-2025 14:55,1743153900,12.65,12.7,12.62,12.68,0,6.8,0.03,,,0.012068259,1
28-03-2025 15:00,-34.8,153300,177,744225,162450,-35.3,-33.9,581775,-1067.75,37125,63750,Y,-4800,Y,23676.51,23676,23641.2,23677.4,23635,28-03-2025 15:00,-8.85,3004275,180,1176150,1208700,-8.65,-8.75,-32550,-40.25,57600,-56025,YES,-56775,Y,41.7,32.85,41.7,30.95,57.56,28-03-2025 15:00,22.8,327225,173,126450,148500,21.9,22.05,-22050,-206.95,48600,-8775,Y,-28500,YES,263.65,286.45,295.55,262.5,270.53,28-03-2025 15:00,1743154200,12.67,12.71,12.63,12.68,0,34.8,0.01,,,0.061761092,-1
28-03-2025 15:05,-0.25,67575,160,285975,99450,1,-1.8,186525,-861.25,31725,-6375,YES,-150,N,23676.15,23643.45,23643.2,23648.1,23636.3,28-03-2025 15:05,0.65,1255050,180,1305375,1363650,0.5,0.55,-58275,-36.45,56850,10500,Y,3525,YES,33,33.65,33.75,31.25,57.32,28-03-2025 15:05,-3.5,112275,151,131250,125775,-1.85,-1.95,5475,-186.3,40125,-5550,N,7425,Y,286.15,282.65,292.95,281.4,270.64,28-03-2025 15:05,1743154500,12.69,12.75,12.66,12.73,0,0.25,0.04,,,0.000443686,1
28-03-2025 15:10,15.95,65250,158,77925,114975,14.25,11.6,-37050,-898.85,32475,2925,N,9450,N,23675.91,23642.4,23658.35,23664.95,23640.2,28-03-2025 15:10,3.35,1555200,180,1372650,1539150,3.25,3.3,-166500,-37.8,58500,-21900,YES,825,Y,33.7,37.05,37.55,32.65,57.06,28-03-2025 15:10,-8.8,120300,148,127125,131925,-9.65,-9.9,-4800,-180.7,47325,1650,N,-5100,YES,282.65,273.85,288.15,268.5,270.7,28-03-2025 15:10,1743154800,12.74,12.78,12.69,12.71,0,15.95,0.03,,,0.028307167,1
28-03-2025 15:15,-33.3,318600,177,267525,156525,-31.15,-33.95,111000,-409.25,34200,-29025,YES,3600,N,23674.12,23658.35,23625.05,23659,23625,28-03-2025 15:15,-8.25,2036475,180,1259625,1397025,-8.3,-8.3,-137400,-35,69900,-111675,YES,46650,YES,36.95,28.7,37.2,28.5,56.68,28-03-2025 15:15,35.15,214950,168,131100,136125,34,33.6,-5025,-192.85,45825,1800,N,-29850,YES,273.85,309,309,273.85,270.99,28-03-2025 15:15,1743155100,12.71,12.72,12.67,12.7,0,33.3,0.01,,,0.059098976,-1
28-03-2025 15:20,-1.45,85725,170,128700,180825,-1.9,-0.9,-52125,-573.55,33300,600,Y,-22875,Y,23673.53,23625,23623.55,23637,23621.1,28-03-2025 15:20,2.1,1981725,180,1266675,1408350,2.1,2.1,-141675,-34.9,63900,-23400,Y,-114225,Y,28.8,30.9,31.6,28.8,56.29,28-03-2025 15:20,-6.3,110925,154,111450,126975,-5.8,-5.9,-15525,-191.7,41100,-23325,Y,-7425,Y,309.45,303.15,309.45,294.1,271.2,28-03-2025 15:20,1743155400,12.71,12.8,12.67,12.78,0,1.45,0.07,,,0.002573379,1
28-03-2025 15:25,18.5,179475,172,132750,188025,16.95,18.05,-55275,-838.7,35550,-59250,YES,-56925,Y,23672.42,23624.5,23643,23644,23620,28-03-2025 15:25,1.2,1628550,180,688200,886125,1.35,1.85,-197925,-38.35,55050,-2669625,YES,-178800,Y,31,32.2,32.7,28.3,55.98,28-03-2025 15:25,-13.05,114975,157,144825,144075,-13,-13.05,750,-214.95,45000,-563550,Y,-29175,YES,303.05,290,307.75,288.55,271.4,28-03-2025 15:25,1743155700,12.77,12.82,12.72,12.76,0,18.5,0.01,,,0.032832765,-1
