last_traded_time,ltp,vol_traded_today,non_zero_vol,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_3,close_3,high,low,avg_trade_price
25-04-2025 11:35,-21.2,40950,121,-20.25,-20.35,-8025,-319.3,27300,-4800,Y,9975,N,522,500.8,526.05,500,272.43
25-04-2025 11:40,15.55,39300,112,17.2,17.3,11625,-304.5,29775,-75,N,-5100,YES,500,515.55,520.95,496.6,272.9
25-04-2025 11:45,40.05,102225,131,37.35,37.7,-1500,-370.45,29475,1275,N,-15450,YES,515.55,555.6,555.6,512.65,274.29
25-04-2025 11:50,-8.65,74925,122,-8.5,-9,-32025,-423.25,28275,225,Y,20025,Y,558,549.35,570.6,546.4,275.37
25-04-2025 11:55,1.25,23025,80,-1.1,-1.1,6150,-369.25,25800,-2025,Y,2625,YES,546.45,547.7,555.25,537.5,275.69
25-04-2025 12:00,-8.25,29325,95,-8.15,-8.05,1125,-398.4,24825,-3375,Y,-1200,YES,544.25,536,564.8,536,276.09
25-04-2025 12:05,-13.4,23025,81,-13.3,-13.45,1650,-349.4,23850,9600,N,4350,N,536.55,523.15,542,521,276.39
25-04-2025 12:10,-33.9,51975,122,-34.85,-35.15,-6600,-374.75,27075,-4725,Y,300,YES,523.15,489.25,527.85,481.5,276.97
25-04-2025 12:15,-9.2,47400,126,-7.7,-7.95,675,-353.15,28650,-300,N,1800,N,491.9,482.7,508.4,465.8,277.47
25-04-2025 12:20,11.7,31200,99,12,11.4,2550,-316.15,25950,1725,N,5400,N,481.9,493.6,502.8,478.35,277.81
25-04-2025 12:25,-8.35,36600,80,-8,-8.55,-1725,-293.7,24675,-6075,Y,375,YES,493.6,485.25,502.7,476.4,278.2
25-04-2025 12:30,2.8,89400,90,1.95,2.25,0,-289.6,26850,-75,N,-450,YES,485.3,488.1,496.75,476.2,279.1
25-04-2025 12:35,-29.65,37500,85,-30.6,-30.6,-2400,-289.6,26700,-14475,Y,375,N,488.4,458.75,495.25,457,279.46
25-04-2025 12:40,30.75,78675,115,27.15,27.4,1725,-318.5,32625,13275,YES,-2550,YES,459.25,490,499.35,458.6,280.23
25-04-2025 12:45,-8.65,45975,83,-9.7,-9.5,3975,-272.65,25800,-675,Y,9150,N,485.65,477,485.65,465.8,280.67
25-04-2025 12:50,-19.1,20550,67,-18.5,-18.55,7125,-252.95,20700,-3825,Y,-1875,YES,477,457.9,478,454.25,280.85
25-04-2025 12:55,-38.1,109125,133,-39.15,-39.3,-750,-333.05,33525,-8700,Y,-7125,YES,457.9,419.8,465,408.25,281.67
25-04-2025 13:00,-6.65,134475,159,-6.55,-6.65,8850,-332.1,39375,-450,N,24225,Y,420.6,413.95,424.9,397.25,282.54
25-04-2025 13:05,-6.2,109200,150,-5.35,-5.45,-16875,-302.75,31650,-1350,Y,-13725,YES,413.95,407.75,417.05,379.4,283.15
25-04-2025 13:10,-6.3,79500,124,-7.25,-7.5,-3600,-266.05,35475,-12675,Y,-9075,N,407.5,401.2,419.5,397.5,283.64
25-04-2025 13:15,-5.8,63450,126,-6.3,-5.8,-21525,-289.55,31575,11550,YES,-4200,N,400,394.2,405.1,383.55,284.01
25-04-2025 13:20,4.55,40875,121,5.75,5.7,-8775,-259.5,27150,-5100,Y,450,N,395.8,400.35,401.1,382.85,284.22
25-04-2025 13:25,2.5,83775,149,5.85,5.55,-10650,-286.15,39375,2400,N,-5400,YES,401.4,403.9,414.25,387.75,284.69
25-04-2025 13:30,-28.45,107100,113,-29.5,-29.55,-1500,-266,39525,4650,N,12000,N,403.65,375.2,407.4,365,285.21
25-04-2025 13:35,1.2,151500,156,1.1,0.95,-2100,-286.4,34425,-10050,Y,10350,N,374.9,376.1,386.6,352.95,285.8
25-04-2025 13:40,-7.5,75075,123,-8.4,-8.4,9150,-249.5,32925,6900,N,14025,N,376,368.5,383.45,367,286.11
25-04-2025 13:45,-25.9,123375,130,-27.1,-27.2,-27525,-258.4,41325,-14175,Y,-1875,YES,368.7,342.8,375,342.8,286.54
25-04-2025 13:50,-6,137625,167,-5.45,-5.45,-15525,-285.8,39600,5400,N,14625,N,341.1,335.1,349.7,327.55,286.88
25-04-2025 13:55,-17.8,146850,149,-17.85,-17.8,-33450,-257.25,42225,-675,Y,-20625,YES,334.7,316.9,341.55,311.3,287.14
25-04-2025 14:00,12.65,107550,155,13.4,13.5,-2550,-251.2,33075,6075,N,0,Y,318.75,331.4,339.6,315.05,287.33
25-04-2025 14:05,45.4,188700,166,44.8,44.9,11325,-289.85,35475,-1575,Y,-21675,YES,331.4,376.8,376.8,324.35,287.86
25-04-2025 14:10,-6.65,210525,166,-4.3,-4.25,-10050,-320.65,38325,-5775,Y,4500,Y,372,365.35,391.1,359.9,288.7
25-04-2025 14:15,-31,128250,155,-30.65,-30.75,-13800,-282.85,37950,14700,YES,19125,N,366,335,366.5,328.5,289.01
25-04-2025 14:20,-2.55,83400,138,-2.25,-2.5,-4350,-271.7,34200,-1575,Y,3300,N,335,332.45,349.65,329.9,289.2
25-04-2025 14:25,6.45,86400,141,7.6,7.55,-15750,-257.65,30075,-1725,Y,-975,YES,332.45,338.9,353.35,330.75,289.41
25-04-2025 14:30,35.75,250500,168,37.25,37.35,-22425,-309.5,38250,-5925,Y,4650,N,338.9,374.65,387.2,337.7,290.33
25-04-2025 14:35,4.35,229650,156,0.9,0.9,-10575,-307.1,35400,2475,N,-20250,YES,374.65,379,396.95,367.7,291.29
25-04-2025 14:40,0.95,90600,141,1.3,0.75,-26700,-288.85,33075,-3075,Y,4800,Y,379.1,380.05,391.3,372,291.66
25-04-2025 14:45,-8.45,133350,148,-7.7,-7.6,-20625,-301.55,35775,-4125,Y,-24600,YES,381.55,373.1,406,372.3,292.25
25-04-2025 14:50,-9.2,93675,145,-9.65,-9.5,5700,-282.95,34725,4650,N,9000,Y,373.1,363.9,380,355.65,292.55
25-04-2025 14:55,9.8,85575,120,9.75,10.35,-12450,-258.45,33000,7950,N,9750,N,364,373.8,380.9,356.15,292.84
25-04-2025 15:00,-10.9,127350,159,-11.95,-12.15,-11775,-293.95,33375,-9825,Y,-10050,YES,372.35,361.45,387.5,357.8,293.27
25-04-2025 15:05,13.05,67575,137,13.9,13.7,-32475,-276.35,34575,-2025,N,-2550,N,360.95,374,386.6,357,293.51
25-04-2025 15:10,9.1,71625,139,7.35,7.4,-45075,-289.85,37875,1050,N,-3150,YES,374,383.1,390,364.5,293.76
25-04-2025 15:15,17.65,112950,135,17.65,17.7,-27975,-285.8,30225,10725,N,1500,N,383.1,400.75,400.75,383.1,294.22
25-04-2025 15:20,28.45,137775,155,28.2,28.3,-34500,-323.25,47850,-7575,Y,-3375,YES,399.8,428.25,433.95,399,294.96
25-04-2025 15:25,-5.25,145050,139,-7.95,-6.5,-44700,-524.55,38025,-430500,Y,-31800,YES,429.25,424,441.9,424,295.79
