last_traded_time,ltp,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,ltp,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,last_traded_time,ltp,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
10-01-2025 12:25,-2.1,-7.35,-9.75,5575,-1144.75,17200,-7175,YES,-10300,Y,0.19,23591.1,23589,-5.15,-5.55,-5.5,-6900,-103.85,43500,52425,Y,56775,N,-0.17,10-01-2025 12:25,3.8,4.3,4.45,-27750,-149.35,42375,-2850,Y,1350,Y,-0.2
10-01-2025 12:30,-12.15,-8.2,-10.3,-96350,-1114.6,18425,7250,N,-61750,Y,0.14,23589,23576.85,-2.85,-2.5,-2.7,-17325,-102.75,41850,-9225,YES,-19500,Y,-0.2,10-01-2025 12:30,4.7,3.4,3.55,-17625,-154.1,43350,-8625,Y,-17475,YES,-0.13
10-01-2025 12:35,1.7,-0.25,0.35,-7575,-1059.55,17550,4975,N,59250,YES,0.08,23576.9,23578.6,0.15,0,0.15,-36825,-108.05,43200,49725,Y,60075,YES,-0.16,10-01-2025 12:35,-1.1,-0.8,-0.8,-4125,-159.7,41625,-2475,N,19875,Y,-0.06
10-01-2025 12:40,31.25,29.6,26.05,3225,-1071.1,14225,-16325,YES,-8800,Y,0.22,23578.6,23609.85,11.8,12.15,12,-26325,-107.7,40425,-4950,YES,-54525,Y,-0.1,10-01-2025 12:40,-16.3,-16.35,-16.5,-3600,-145.9,37500,-10500,Y,26475,N,-0.23
10-01-2025 12:45,14.65,12.75,10,23950,-819.3,12800,-3700,N,-8250,N,0.25,23609.3,23623.95,4.8,4.95,4.95,-46200,-115.05,48525,-9900,YES,-46425,N,-0.07,10-01-2025 12:45,-5.9,-5.3,-5.3,-4200,-143.05,47475,-13875,Y,-2925,YES,-0.28
10-01-2025 12:50,-7.15,-8.65,-7,-16975,-1002.35,13475,5425,N,-46450,Y,0.19,23623.95,23616.8,-4.15,-3.5,-3.35,-14775,-116.1,46875,41850,Y,52050,YES,-0.06,10-01-2025 12:50,4.6,3.45,3.5,2175,-144.3,43200,35400,YES,13650,N,-0.2
10-01-2025 12:55,-14.6,-19.65,-14.35,35200,-912.05,11525,-8350,YES,45550,YES,0.2,23613.4,23598.8,-9.4,-7.8,-7.85,15675,-117.7,47100,-33375,YES,29925,N,-0.06,10-01-2025 12:55,10.1,9.6,9.6,-29175,-141.05,40425,5325,N,-23250,YES,-0.18
10-01-2025 13:00,-3.8,-2.7,-2.95,-11425,-975.1,13600,71625,Y,-4125,Y,0.1,23598.8,23595,-1.75,-1.55,-1.7,-35400,-107.6,46350,17400,Y,50175,YES,-0.09,10-01-2025 13:00,1.9,1.85,1.8,14250,-151.95,41175,-8100,Y,3900,Y,-0.14
10-01-2025 13:05,5,6.8,3.2,-36875,-1029.45,10325,3150,N,1050,N,0.06,23595,23600,1.4,1.75,1.75,-52350,-109.6,48075,38025,Y,12900,N,-0.06,10-01-2025 13:05,-3.7,-3.95,-4.05,15300,-146.5,38100,2700,N,1800,YES,-0.1
10-01-2025 13:10,-10.45,-7.5,-10.45,-23800,-1093.6,11700,-39300,YES,3925,N,0.06,23600,23589.55,-5.1,-3.55,-3.5,41025,-103.1,46575,-6375,YES,49575,YES,-0.11,10-01-2025 13:10,7.25,4.9,4.85,-44250,-148.7,42000,6225,N,-19500,YES,-0.11
10-01-2025 13:15,8,8,10.2,-475,-827.6,13300,14025,Y,2325,Y,0.11,23589,23597,4.9,4.55,4.7,-68175,-99.3,40650,-225,N,-21975,Y,-0.11,10-01-2025 13:15,-5.85,-5.1,-4.95,62175,-152.95,42825,-24900,Y,15225,Y,-0.07
10-01-2025 13:20,-2,-2,-1.45,-2475,-646.3,12375,2575,YES,-11275,Y,0.06,23597,23595,-1,-1.75,-1.75,-80100,-99.95,43500,-5625,YES,15300,YES,-0.07,10-01-2025 13:20,-0.85,-0.15,-0.15,-675,-147.2,44775,6975,YES,5400,N,-0.05
10-01-2025 13:25,-21.45,-19.45,-21,9025,-646.75,14300,53250,Y,-3325,N,0.1,23595,23573.55,-9.7,-10.3,-10.35,6000,-88.95,40800,-54600,YES,-10650,Y,-0.24,10-01-2025 13:25,12.65,13.45,13.5,-13575,-134.35,39300,-1650,Y,-52500,YES,-0.14
10-01-2025 13:30,-7,-5.15,-6.25,-2600,-387.65,5550,3100,N,-7900,Y,0,23580,23573,3.85,2.55,2.55,3525,-94.35,41625,42675,Y,22425,YES,-0.19,10-01-2025 13:30,-11.9,-9.35,-9.55,27525,-163.75,41400,9225,N,51450,Y,0.03
10-01-2025 13:35,-2.15,-2.15,-2.2,39775,-683.8,13500,-575,YES,-1850,N,0.01,23572.15,23570,-4.6,-3.6,-3.55,28425,-88.35,44850,5250,N,20775,N,-0.12,10-01-2025 13:35,2.4,1.4,1.45,-14250,-163.9,42000,-7200,Y,4575,N,-0.01
10-01-2025 13:40,7.9,9.3,13.35,10575,-1000.05,12200,6950,N,-4175,Y,-0.03,23570,23577.9,6.15,5.9,5.85,-32325,-93.05,46425,28725,Y,-74925,Y,-0.31,10-01-2025 13:40,-9.2,-8.35,-8.4,9000,-166.45,39825,-29025,Y,21150,N,0.01
10-01-2025 13:45,20.25,16,15.6,19125,-979,12000,15650,N,-5975,Y,0.1,23577.75,23598,6.05,6.15,6.15,-23775,-91.6,46800,1875,YES,-31125,YES,-0.17,10-01-2025 13:45,-8.85,-9,-9,10425,-148.65,41400,-9450,N,10350,N,-0.11
10-01-2025 13:50,-17.3,-12.3,-14.6,13000,-927.95,12875,-9925,YES,3400,N,0.07,23598,23580.7,-5.4,-5.25,-5.3,-24600,-105.2,44775,19275,N,36300,YES,-0.14,10-01-2025 13:50,4.95,5.05,5.1,-6750,-148.95,42900,25875,YES,8475,N,-0.09
10-01-2025 13:55,11,9.7,9.7,50,-726.2,10725,5050,N,5675,N,0.03,23582,23593,6.3,5.05,5.05,5625,-99.5,45375,29025,N,-21375,Y,-0.1,10-01-2025 13:55,-8.5,-7.1,-6.9,8100,-149.05,43800,-23250,Y,21525,N,-0.04
10-01-2025 14:00,-21.35,-20.15,-16.7,-1525,-857.75,10150,-2225,YES,-13225,Y,0.02,23593,23571.65,-9.1,-9.3,-9.2,-10125,-93.85,43275,-22125,YES,27150,YES,-0.2,10-01-2025 14:00,14.7,13.9,13.85,-7725,-152.05,35475,-1125,YES,-33225,YES,-0.06
10-01-2025 14:05,-13.95,-7.7,-11.2,16000,-1029.45,12825,42975,Y,1825,N,-0.03,23576,23562.05,-4.55,-4.8,-4.75,12600,-99.5,43575,66825,Y,52650,YES,-0.21,10-01-2025 14:05,7.6,7.35,7.45,-19650,-169.55,39300,17400,N,10950,Y,0.05
10-01-2025 14:10,-45.9,-48.85,-51.7,349900,-1126.1,18225,-69325,YES,35650,YES,-1.47,23560.3,23514.4,-18.05,-18.05,-18.1,-44550,-79.95,46050,-110925,YES,26475,N,-0.74,10-01-2025 14:10,35.8,35.5,35.6,-12675,-175.65,41475,-1125,Y,-127425,YES,0.71
10-01-2025 14:15,-10.95,-10.25,-8.25,38925,-1455.55,19100,28725,Y,125500,YES,-1.71,23511,23500.05,-4.6,-4.3,-4.4,-92925,-83.15,48375,-44775,Y,-8025,Y,-0.72,10-01-2025 14:15,2.35,2.5,2.5,-900,-205.9,41025,-35925,Y,-47400,Y,0.67
10-01-2025 14:20,-11.05,-15.05,-15.85,38100,-1087.3,16750,20775,N,-221900,Y,-0.68,23500.05,23489,-4.7,-4.6,-4.55,-61200,-84.2,49425,18375,Y,16125,YES,-0.62,10-01-2025 14:20,10,9.95,9.9,-1875,-219.9,39225,-1575,YES,-6150,Y,0.54
10-01-2025 14:25,14,15.55,14,11050,-1046.8,19000,-925,YES,6975,YES,-1.17,23489,23503,5.8,6.5,6.5,5325,-87.35,50175,45975,Y,-5025,Y,-0.72,10-01-2025 14:25,-11,-10.55,-10.7,15375,-226.6,40650,-43800,Y,-525,N,0.64
10-01-2025 14:30,-15,-11.2,-12,38900,-866.45,15800,18200,N,-6250,Y,-0.78,23504,23489,-4.25,-4.45,-4.5,-69300,-85.9,46125,18750,N,43200,YES,-0.44,10-01-2025 14:30,4.35,4.2,4.15,5025,-210.45,41550,5250,YES,19725,Y,0.3
10-01-2025 14:35,-15.8,-17,-12.35,-41925,-1027.15,14775,-9650,YES,23850,YES,-0.96,23492,23476.2,-5,-5,-4.95,39375,-80.55,45075,-41475,YES,18525,N,-0.46,10-01-2025 14:35,13.35,14,13.95,-18750,-219.95,40500,25950,YES,-30975,YES,0.33
10-01-2025 14:40,18.85,18.75,18.85,-4775,-1013.7,12525,6200,N,24625,N,-0.81,23480.65,23499.5,6.2,5.75,5.8,21675,-83.4,53100,40350,Y,-17250,Y,-0.37,10-01-2025 14:40,-14.45,-13.65,-13.7,-6675,-213.2,39600,-27375,Y,18525,Y,0.28
10-01-2025 14:45,-11.5,-9.3,-9.5,6125,-964.35,16750,-4750,YES,-300800,Y,-0.62,23497,23485.5,-5.3,-5.35,-5.35,-6000,-83.95,48975,-16425,YES,71700,YES,-0.34,10-01-2025 14:45,5.45,5.2,5.2,-22950,-208.95,38700,5325,YES,300,YES,0.21
10-01-2025 14:50,4,7.3,4,-19825,-961.55,12250,34750,Y,-11625,YES,-0.52,23490,23494,2.35,2.3,2.25,111675,-81.2,53850,14850,Y,-34050,Y,-0.31,10-01-2025 14:50,-5.55,-4.35,-4.3,-9450,-205.5,44625,-6225,Y,6600,N,0.16
10-01-2025 14:55,-12.7,-13.75,-13.5,-1350,-700.6,12350,-4525,YES,14525,YES,-0.58,23494,23481.3,-2.9,-3.3,-3.2,-109650,-82.45,54450,4950,N,21975,YES,-0.43,10-01-2025 14:55,9.3,10.45,10.9,25275,-198.05,37875,-6225,N,-28575,YES,0.3
10-01-2025 15:00,-15.65,-12.45,-10.3,14400,-795.8,17225,-12125,YES,41950,YES,-1.16,23484.95,23469.3,-5.65,-5.7,-5.75,-20850,-81.2,57450,-35100,YES,66225,YES,-0.62,10-01-2025 15:00,3.4,4.95,4.6,63000,-194.8,45675,150,N,9675,Y,0.35
10-01-2025 15:05,28.35,30.8,28.35,-64650,-641.05,15525,-5200,N,-17900,Y,-0.88,23474.6,23502.95,6.75,6.45,6.45,-36075,-80,51600,1875,Y,-119175,Y,-0.4,10-01-2025 15:05,-24.8,-24.2,-24,9150,-210.7,41775,-26475,Y,-17850,YES,0.2
10-01-2025 15:10,-12.3,-14.35,-15.05,35825,-709.75,17550,31125,Y,-850,N,-0.9,23502.3,23490,-1.7,-2.8,-2.9,185175,-79.45,55350,-39225,YES,1575,YES,-0.41,10-01-2025 15:10,8.15,9.75,9.25,7800,-184.65,45300,8550,YES,4275,Y,0.13
10-01-2025 15:15,32.45,24.75,25.1,-31325,-596.1,17375,52075,Y,-36100,Y,-0.94,23488.95,23521.4,6.05,5.95,6.05,-122925,-72.6,59850,-23325,N,-139350,Y,-0.5,10-01-2025 15:15,-21.2,-21.35,-21.4,-27525,-170.8,44625,-18600,Y,-12375,YES,0.19
10-01-2025 15:20,-7.2,-6.4,-6.75,106700,-653.3,16875,-9075,YES,2650,YES,-0.6,23522.35,23515.15,-2.25,-2.5,-2.55,-147150,-72.2,52650,-76950,YES,22800,YES,-0.45,10-01-2025 15:20,6.05,5.5,5.65,-61950,-153.95,46875,-5925,N,-22275,YES,0.1
10-01-2025 15:25,4.95,5,4.2,-9750,-758,19550,-75450,YES,-91525,Y,-1.19,23510.05,23515,-3.8,-3.55,-2.7,-41475,-73.85,45600,-1093650,YES,-184725,Y,-0.42,10-01-2025 15:25,-5.4,-6.35,-4.2,-39900,-168.6,48075,-260925,Y,-38550,YES,0.1
