last_traded_time,ltp,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
2025-06-23 12:00:00,-0.8499999999999943,-0.75,-0.8500000000000085,126675,-123.05000000000291,70200,51075.0,Y,63375.0,YES,0.04000000000000625
2025-06-23 12:05:00,5.5,5.900000000000006,5.8500000000000085,71475,-122.10000000000582,74550,25200.0,N,15225.0,N,0.10999999999999943
2025-06-23 12:10:00,-1.75,-2.1500000000000057,-2.25,-67125,-129.40000000000873,63525,-23625.0,YES,62775.0,YES,0.09999999999999432
2025-06-23 12:15:00,3.299999999999997,3.700000000000003,3.75,-50250,-121.95000000000437,65925,-18000.0,N,-33150.0,Y,0.1700000000000017
2025-06-23 12:20:00,1.1000000000000085,1.4500000000000028,1.4500000000000028,27450,-125.25,62325,17400.0,Y,-15225.0,N,0.18000000000000682
2025-06-23 12:25:00,-1.7000000000000028,-1.7999999999999972,-1.7999999999999972,-51600,-125.75000000000728,65925,54975.0,Y,-525.0,N,0.09999999999999432
2025-06-23 12:30:00,-1.0,-0.8500000000000085,-0.7999999999999972,65700,-123.65000000000146,68475,40200.0,N,11775.0,N,0.12999999999999545
2025-06-23 12:35:00,0.75,0.7000000000000028,0.75,-37575,-119.90000000000146,69000,-20625.0,YES,43800.0,YES,0.07000000000000739
2025-06-23 12:40:00,6.799999999999997,7.049999999999997,7.099999999999994,-54900,-133.04999999999563,62400,54075.0,Y,-179700.0,Y,0.4099999999999966
2025-06-23 12:45:00,-9.75,-9.5,-9.349999999999994,-75300,-122.29999999999563,61500,-165000.0,YES,82050.0,YES,0.28000000000000114
2025-06-23 12:50:00,2.0999999999999943,1.9500000000000028,2.0999999999999943,-74925,-118.05000000000291,60675,9150.0,Y,-9750.0,Y,0.10999999999999943
2025-06-23 12:55:00,0.25,0.15000000000000568,0.15000000000000568,113025,-115.94999999999709,63525,47100.0,Y,7275.0,N,0.04999999999999716
2025-06-23 13:00:00,-3.25,-3.0,-3.0,77775,-108.50000000000728,65625,-67650.0,YES,60975.0,YES,0.07000000000000739
2025-06-23 13:05:00,8.0,7.900000000000006,7.950000000000003,-122625,-101.80000000000291,61125,11925.0,Y,-102975.0,Y,0.14000000000000057
2025-06-23 13:10:00,0.30000000000001137,0.4000000000000057,0.4000000000000057,106350,-112.44999999998981,56400,15225.0,N,52800.0,YES,0.20999999999999375
2025-06-23 13:15:00,11.849999999999994,12.200000000000017,12.400000000000006,27900,-118.5,56625,40200.0,Y,-394875.0,Y,0.6099999999999994
2025-06-23 13:20:00,31.400000000000006,31.400000000000006,31.44999999999999,52200,-155.75,53850,-163050.0,YES,-167775.0,YES,3.730000000000004
2025-06-23 13:25:00,-0.5999999999999943,-0.75,-0.6500000000000057,-19425,-153.85000000000582,50100,-92925.0,Y,-82125.0,YES,2.3299999999999983
2025-06-23 13:30:00,-0.5999999999999943,-1.25,-1.3499999999999943,-1800,-155.5,52950,-51600.0,Y,156525.0,YES,1.5100000000000051
2025-06-23 13:35:00,1.25,1.3499999999999943,1.3499999999999943,-18300,-156.29999999998836,58650,-9675.0,Y,-67725.0,Y,0.9500000000000028
2025-06-23 13:40:00,-2.5999999999999943,-2.8999999999999773,-2.799999999999983,153750,-136.85000000000582,50100,4575.0,N,36750.0,YES,0.769999999999996
2025-06-23 13:45:00,-0.5999999999999943,-0.549999999999983,-0.5,-59550,-154.20000000001164,55425,-17250.0,YES,3900.0,N,0.45000000000000284
2025-06-23 13:50:00,2.4000000000000057,1.9000000000000057,1.8999999999999773,30075,-150.15000000000873,52500,21675.0,Y,-4650.0,Y,0.6400000000000006
2025-06-23 13:55:00,0.8499999999999943,0.5,0.3499999999999943,44100,-152.34999999999127,53325,-25500.0,YES,9825.0,N,0.4299999999999926
2025-06-23 14:00:00,26.599999999999994,27.399999999999977,27.349999999999994,3600,-171.44999999998254,55500,33450.0,Y,-388575.0,Y,2.049999999999997
2025-06-23 14:05:00,-22.099999999999994,-20.400000000000006,-20.400000000000006,53625,-169.04999999998836,49650,-114675.0,YES,163350.0,YES,1.5600000000000023
2025-06-23 14:10:00,-7.549999999999983,-7.400000000000006,-7.400000000000006,22200,-150.90000000000873,59475,225.0,Y,91875.0,N,0.6200000000000045
2025-06-23 14:15:00,-10.800000000000011,-10.5,-10.5,47475,-149.00000000001455,55875,-52050.0,YES,63525.0,N,0.4399999999999977
2025-06-23 14:20:00,-7.5,-7.849999999999994,-8.0,24150,-144.25000000001455,55800,38250.0,Y,86625.0,YES,0.46999999999999886
2025-06-23 14:25:00,5.25,6.450000000000017,6.599999999999994,47025,-135.3000000000029,54225,-35250.0,YES,-6300.0,Y,0.44999999999998863
2025-06-23 14:30:00,-8.200000000000017,-8.900000000000006,-8.950000000000017,34875,-130.1999999999971,54525,-3375.0,Y,52425.0,YES,0.3100000000000023
2025-06-23 14:35:00,-5.699999999999989,-6.199999999999989,-6.25,12075,-125.25,57375,-24750.0,YES,28125.0,N,0.21000000000000796
2025-06-23 14:40:00,5.349999999999994,5.099999999999994,5.049999999999983,11025,-122.60000000000582,53550,89925.0,Y,45750.0,N,0.1799999999999926
2025-06-23 14:45:00,0.8500000000000227,0.9499999999999886,0.950000000000017,9825,-114.94999999999709,48375,-28500.0,YES,-68325.0,Y,0.18999999999999773
2025-06-23 14:50:00,1.0999999999999943,1.75,1.9000000000000057,125925,-111.79999999999563,50850,18375.0,Y,10650.0,YES,0.1700000000000017
2025-06-23 14:55:00,0.0,-0.29999999999998295,-0.45000000000001705,-135900,-117.30000000000291,47625,9375.0,N,2025.0,Y,0.23000000000000398
2025-06-23 15:00:00,-3.9000000000000057,-3.6999999999999886,-3.6500000000000057,24825,-109.29999999999563,47700,-107850.0,YES,56625.0,YES,0.28000000000000114
2025-06-23 15:05:00,-6.150000000000006,-6.0,-6.0,-44475,-109.5,55050,-4275.0,Y,9300.0,N,0.14000000000000057
2025-06-23 15:10:00,-3.0999999999999943,-2.6999999999999886,-2.75,-15825,-109.14999999999418,53775,-70875.0,YES,-42000.0,Y,0.10999999999999943
2025-06-23 15:15:00,-6.349999999999994,-6.349999999999994,-6.5,82800,-105.39999999999418,66450,-84750.0,YES,-25725.0,N,0.0799999999999983
2025-06-23 15:20:00,-2.450000000000003,-2.5500000000000114,-2.6000000000000085,60450,-106.49999999999272,56550,-22500.0,Y,-102750.0,Y,0.0
2025-06-23 15:25:00,3.700000000000003,2.9000000000000057,3.6500000000000057,-57525,-131.14999999999418,54300,-2283525.0,YES,-241050.0,Y,0.0
