22-11-2024 12:05,buy,not executed,,92275,-116525,-5825,-18325,-27875,11525,,0.880164418,-0.79797011,0.382908975,-0.843029324,0.759273485,-0.741200275,,,
,,,,,,,,,,,,,,,,,,,
,,,,4350,3250,-5775,225,1125,-11400,,0.672158446,-0.383643979,0.312765766,0.306770738,0.291355676,-0.788439595,,,
22-11-2024 13:40,buy,profit,,5600,-12100,2225,-1825,-47575,14950,,0.720093349,-0.675412805,-0.474954736,-0.579308305,0.827082466,-0.856186456,,,
,,,,,,,,,,,,,,,,,,,
,,,,14400,4350,2300,-625,-28225,40650,,0.456436581,-0.897283458,0.517567675,-0.681475239,0.937350639,-0.835195697,,,
22-11-2024 14:20,sell,zero,,-6100,31950,-1775,2175,26075,-4650,,0.343787024,-0.519095584,0.191824845,-0.38318009,0.30423197,-0.625316919,,,
,,,,,,,,,,,,,,,,,,,
,,,,13200,-11625,28975,55700,-19925,10350,,0.666034449,-0.601699797,0.63820692,-0.973019649,0.357992493,-0.536616985,,,
13-12-2024 09:30,sell,zero,,-95925,8350,-12700,63275,7800,14500,,0.74777003,-0.414004808,0.246685799,-0.941662898,0.789582843,0.435424773,,,
,,,,,,,,,,,,,,,,,,,
,,,,7650,18675,-90175,-42350,-6150,7025,,0.805189855,-0.275642413,0.323028758,-0.512446809,0.4039226,-0.494043088,,,
13-12-2024 11:30,buy,profit,,12825,-50675,11750,-137575,-525,6225,,0.668839982,-0.875723328,0.610746167,-0.612154328,-0.162750009,-0.626840994,,,
,,,,,,,,,,,,,,,,,,,
,,,,-4250,-5625,-41975,-42650,38975,675,,0.713663073,-0.487667772,0.623986448,-0.204431575,0.534376965,-0.668416583,,,
13-12-2024 13:55,buy,loss,,21675,-6375,6800,10200,-35075,46150,,0.86026865,-0.703707537,0.751390026,-0.364860561,-0.102432569,-0.769755203,,,
,,,,,,,,,,,,,,,,,,,
,,,,-10525,4200,-32750,-1125,67400,-107850,,0.657305427,-0.935095282,0.88294338,-0.889437597,0.61393307,-0.806140408,,,
13-12-2024 14:40,buy,not executed,,21950,-16475,13650,-6200,-14925,72275,,0.283155155,-0.581559579,0.69700546,-0.541936249,0.673749691,-0.552957524,,,
,,,,,,,,,,,,,,,,,,,
,,,,2750,650,20775,-11450,-10300,3700,,-0.312486353,-0.589071665,0.864255977,-0.789041439,0.909219143,-0.79774426,,,
16-12-2024 11:10,sell,loss,,-49700,-4850,-191700,57875,33725,-82950,,0.795502189,0.681016032,0.844982068,-0.807150675,0.92934465,-0.86711092,,,
,,,,,,,,,,,,,,,,,,,
,,,,-5600,-14725,-38825,-82475,-40900,15375,,-0.451536344,-0.841329148,0.531358772,-0.8841751,0.616507797,-0.689203979,,,
16-12-2024 13:20,sell ,loss,,-9475,21550,-110875,124050,103900,-24650,,0.573378459,-0.859789411,0.946462975,-0.69877491,0.612314066,-0.165705854,,,
,,,,,,,,,,,,,,,,,,,
,,,,-1425,14375,-13350,105075,22150,15200,,0.657016848,-0.513296615,0.787316955,-0.864692629,0.705310786,-0.588248604,,,
18-12-2024 10:40,buy,SL,,10850,-2450,63275,-9475,10450,19800,,0.634566913,-0.795733841,0.646978302,-0.812482615,0.689898969,-0.731749023,,,
,,,,,,,,,,,,,,,,,,,
,,,,-12825,-3975,12325,-13750,-14875,9350,,0.538126372,-0.587188626,0.473210615,-0.565428238,0.345171071,-0.308438807,,,
18-12-2024 11:20,sell,SL,,725,225,-15000,105000,20050,-18800,,0.191453251,-0.54271984,0.500065281,-0.941332075,0.882410764,-0.822295968,,,
,,,,,,,,,,,,,,,,,,,
,,,,12075,-6475,-29675,-5400,-12375,3875,,0.842323424,-0.357934136,0.152137884,-0.583096787,0.699639647,-0.499021656,,,
18-12-2024 13:50,sell,not executed,,-5450,14175,-25,59850,900,-4300,,0.462038611,0.204681517,0.623346424,-0.580641843,0.649042785,-0.573198335,,,
,,,,,,,,,,,,,,,,,,,
,,,,2700,-6175,-135225,1050,21225,-136650,,-0.329575576,-0.588617484,0.32376323,-0.822605429,0.304900482,-0.614975777,,,
02-01-2025 13:30,Buy,Profit,,5250,-1675,4050,-25575,-92175,227250,,0.742311418,-0.698561852,0.762594269,-0.938099227,0.188610886,-0.915547561,,,
,,,,,,,,,,,,,,,,,,,
,,,,-2600,15350,90525,-43500,3000,-975,,0.869609189,-0.879604553,0.938827931,-0.659798397,0.321617276,-0.841934616,,,
03-01-2025 10:05,sell,zero,,-15225,5000,-90825,54600,3300,-23550,,0.689859732,-0.614023032,0.71439848,-0.801534723,0.126528822,-0.913344214,,,
,,,,,,,,,,,,,,,,,,,
,,,,7225,-6225,30000,-23325,-6150,16500,,0.867045305,-0.820587867,0.81803361,-0.912507737,0.867647302,-0.902136691,,,
06-01-2025 14:10,sell,P/NE,,-13325,11975,-50925,48900,1650,-9075,,0.926566827,-0.852755085,0.922986068,-0.799147145,-0.303239358,-0.771748332,,,
,,,,,,,,,,,,,,,,,,,
,,,,11725,-7250,-37800,-120975,-1500,13350,,0.453955905,-0.999302632,0.975608209,-0.91834882,0.568285538,-0.218396732,,,
10-01-2025 10:25,sell,SL,,-2775,13925,-13350,60225,10125,-1950,,0.453955905,-0.999302632,0.975608209,-0.91834882,0.568285538,-0.218396732,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
