last_traded_time,ltp,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,last_traded_time,ltp,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,last_traded_time,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
06-02-2025 12:00,23698.95,-15075,0.05,28575,3600,N,525,Y,-0.37,23698.95,23698.95,06-02-2025 12:00,3.8,168375,0,115125,-293025,YES,255225,YES,-0.16,06-02-2025 12:00,129000,-0.05,71850,5025,N,5775,N,0.17
06-02-2025 12:05,23701,-117000,-1.55,36450,5400,N,-4275,Y,-0.45,23698.95,23701,06-02-2025 12:05,4.1,130575,4.44E-16,126075,276075,Y,-78900,Y,-0.17,06-02-2025 12:05,34425,-0.05,56025,-28050,Y,14325,N,0.18
06-02-2025 12:10,23704.1,-30825,1.15,28875,375,YES,1800,N,-0.44,23701,23704.1,06-02-2025 12:10,4.25,89175,0,128550,64650,N,-45075,YES,-0.13,06-02-2025 12:10,115800,0.1,49950,4200,YES,7725,N,0.13
06-02-2025 12:15,23698,7725,2.3,28800,-4425,YES,4050,N,-0.42,23704.1,23698,06-02-2025 12:15,3.65,124725,4.44E-16,125700,-221175,YES,165375,YES,-0.17,06-02-2025 12:15,10650,0.1,47175,-2175,Y,-5100,YES,0.22
06-02-2025 12:20,23710.4,-88575,2.35,27825,2100,N,-9975,Y,-0.38,23697.95,23710.4,06-02-2025 12:20,4,135300,0,133350,148125,Y,-101250,Y,-0.19,06-02-2025 12:20,-22500,-0.15,50025,-20250,Y,13800,N,0.22
06-02-2025 12:25,23707.75,-267075,1.6,28125,1725,YES,23400,YES,-0.31,23711,23707.75,06-02-2025 12:25,3.35,95850,4.44E-16,116100,-432225,YES,485025,YES,-0.19,06-02-2025 12:25,32325,-0.25,55425,22875,YES,-8700,YES,0.16
06-02-2025 12:30,23693.9,-61875,-1.15,36525,-2775,YES,5400,N,-0.64,23707.75,23693.9,06-02-2025 12:30,2.65,141375,0,135975,188925,Y,79650,N,-0.3,06-02-2025 12:30,61875,0,55350,27375,N,-13350,YES,0.28
06-02-2025 12:35,23700,-34275,-1.15,30150,-8775,YES,-7500,Y,-0.59,23693.8,23700,06-02-2025 12:35,2.55,192300,0,131700,165075,N,-117150,Y,-0.27,06-02-2025 12:35,88275,0.35,48750,-93225,Y,1725,N,0.28
06-02-2025 12:40,23702.1,-16200,-0.35,33975,-6075,N,6975,N,-0.37,23700,23702.1,06-02-2025 12:40,2.55,198600,4.44E-16,150150,261600,Y,-216900,Y,-0.16,06-02-2025 12:40,3075,0.05,56325,-289650,Y,-8550,YES,0.17
06-02-2025 12:45,23692.05,27675,1.15,22800,-6300,YES,-1050,Y,-0.35,23702.1,23692.05,06-02-2025 12:45,2.4,186150,-4.44E-16,139200,-186375,YES,209850,YES,-0.17,06-02-2025 12:45,48900,0,46800,1050,YES,-17850,YES,0.22
06-02-2025 12:50,23684.05,58725,2.2,34575,5100,N,1575,N,-0.86,23692.05,23684.05,06-02-2025 12:50,1.9,302025,0,141300,-324150,YES,-121050,Y,-0.33,06-02-2025 12:50,-7425,0,55200,-13425,Y,-20175,YES,0.52
06-02-2025 12:55,23680.45,900,0.2,23400,-6750,YES,-1500,Y,-1.28,23684.05,23680.45,06-02-2025 12:55,1.8,263775,0,129450,-114150,Y,-90525,YES,-0.24,06-02-2025 12:55,-5925,0.05,50775,-12600,N,-14700,N,0.39
06-02-2025 13:00,23684.4,-408450,0.4,30750,1800,N,14775,N,-0.85,23679.35,23684.4,06-02-2025 13:00,1.75,237600,0,123375,203700,Y,-79875,N,-0.13,06-02-2025 13:00,-29100,-2.84E-14,53925,-4575,N,-2775,N,0.21
06-02-2025 13:05,23689.9,24975,2.3,27375,10500,N,-5250,Y,-0.57,23681.95,23689.9,06-02-2025 13:05,1.85,219150,0,103050,201600,N,-174750,Y,-0.12,06-02-2025 13:05,-60225,0.2,43875,2100,N,-12300,YES,0.17
06-02-2025 13:10,23688.1,-39150,-3,31575,1200,YES,13500,N,-0.36,23686,23688.1,06-02-2025 13:10,1.75,223950,2.22E-16,99750,-91050,YES,129000,YES,-0.12,06-02-2025 13:10,-36225,0.2,45075,-35175,Y,4500,N,0.12
06-02-2025 13:15,23693,33675,-1.65,37350,3675,N,-3525,Y,-0.41,23688.1,23693,06-02-2025 13:15,1.85,219225,0,91725,-8550,Y,-383025,Y,-0.08,06-02-2025 13:15,68775,0,71850,-12450,YES,1950,YES,0.16
06-02-2025 13:20,23703,1875,-0.9,24975,1500,YES,-45750,Y,-0.25,23693,23703,06-02-2025 13:20,2.05,207000,-2.22E-16,104025,402825,Y,-465675,Y,-0.11,06-02-2025 13:20,37275,0.25,102600,4725,N,7575,N,0.21
06-02-2025 13:25,23697,13050,-1.1,28275,-2925,YES,85950,YES,-0.19,23701.9,23697,06-02-2025 13:25,1.9,194400,0,98175,-548400,YES,350100,YES,-0.11,06-02-2025 13:25,53025,-0.15,87975,-418500,Y,-12375,YES,0.15
06-02-2025 13:30,23695.15,32025,-1.1,24375,1200,N,2400,Y,-0.16,23697,23695.15,06-02-2025 13:30,1.8,230325,0,148725,149025,Y,55800,N,-0.13,06-02-2025 13:30,64050,-0.05,89700,-129675,YES,3150,N,0.19
06-02-2025 13:35,23693.8,-31275,-0.35,28950,-2400,YES,10575,N,-0.22,23699,23693.8,06-02-2025 13:35,1.35,285675,0,147825,-859575,YES,532575,YES,-0.19,06-02-2025 13:35,134700,0,91875,-900,YES,-12525,YES,0.19
06-02-2025 13:40,23690,-63450,-1.25,20400,4650,N,-1800,Y,-0.17,23693.8,23690,06-02-2025 13:40,1.25,326700,0,138900,88725,Y,-251250,Y,-0.16,06-02-2025 13:40,-14175,2.84E-14,49125,7200,N,450,N,0.17
06-02-2025 13:45,23679.95,-21675,-3.9,26700,-9525,YES,-2100,Y,-0.89,23690,23679.95,06-02-2025 13:45,1,862200,0,147300,356325,Y,295125,YES,-0.17,06-02-2025 13:45,52500,0.25,48225,-693450,Y,-825,YES,0.29
06-02-2025 13:50,23670.95,-2850,1.1,36900,-45450,YES,-4650,Y,-3.31,23679.95,23670.95,06-02-2025 13:50,1,690825,1.11E-16,129900,-935325,YES,-404850,Y,-0.21,06-02-2025 13:50,46275,-0.3,50025,-3075,YES,1275,N,0.5
06-02-2025 13:55,23681,2550,-0.7,34275,9675,Y,5700,N,-0.79,23670.95,23681,06-02-2025 13:55,1.05,282375,0,123150,-463725,Y,-192450,YES,-0.23,06-02-2025 13:55,13200,-0.05,53100,-158550,Y,-375,YES,0.33
06-02-2025 14:00,23689,-113025,0.05,39075,24825,N,225,Y,-0.41,23681,23689,06-02-2025 14:00,1.3,287100,0,103275,559950,Y,-428025,Y,-0.27,06-02-2025 14:00,31500,-0.05,53025,5625,YES,11700,N,0.22
06-02-2025 14:05,23683.1,-31500,-0.4,24675,675,YES,-75,Y,-0.21,23689,23683.1,06-02-2025 14:05,0.95,479250,0,127125,-1776750,YES,643875,YES,-0.19,06-02-2025 14:05,73200,0.15,46650,10950,N,-2550,YES,0.21
06-02-2025 14:10,23673.9,-3825,-1.05,26325,3525,N,900,N,-0.37,23681.4,23673.9,06-02-2025 14:10,0.85,462000,0,132600,-424950,Y,129975,N,-0.15,06-02-2025 14:10,2025,-0.15,50400,-98625,Y,-6600,YES,0.21
06-02-2025 14:15,23674.9,-45000,-1.15,26025,11475,N,17025,N,-0.33,23673.65,23674.9,06-02-2025 14:15,0.8,530700,1.11E-16,141075,-470100,YES,50100,N,-0.15,06-02-2025 14:15,61800,0,52950,-654975,Y,12450,N,0.24
06-02-2025 14:20,23672.05,-68325,-2.65,35625,-2700,YES,1950,Y,-0.77,23675,23672.05,06-02-2025 14:20,0.75,751275,0,133650,99225,Y,-16650,Y,-0.17,06-02-2025 14:20,-34875,-0.1,59925,-393600,YES,7575,N,0.16
06-02-2025 14:25,23676,-10575,-1.6,42300,-1350,N,1875,Y,-0.75,23672.05,23676,06-02-2025 14:25,0.7,605550,0,135150,-1343925,YES,144675,YES,-0.14,06-02-2025 14:25,96900,0.3,49050,-38850,YES,-9075,YES,0.11
06-02-2025 14:30,23669,-21375,0.2,37650,-12600,YES,-1125,Y,-0.97,23676.05,23669,06-02-2025 14:30,0.45,944550,5.55E-17,138975,-3564825,YES,821325,YES,-0.32,06-02-2025 14:30,-39825,0,46275,-3276450,Y,-16125,YES,0.48
06-02-2025 14:35,23682.75,-28575,0.6,37800,14100,Y,3900,N,-0.82,23670,23682.75,06-02-2025 14:35,0.45,761250,0,138825,840750,Y,362775,N,-0.25,06-02-2025 14:35,-58575,-0.05,52425,-2370600,YES,4800,Y,0.24
06-02-2025 14:40,23685.65,7200,2.7,38850,-10725,YES,5625,N,-0.43,23682.75,23685.65,06-02-2025 14:40,0.5,730125,-5.55E-17,130725,274200,N,-755475,Y,-0.21,06-02-2025 14:40,43350,-0.1,49800,-2079375,YES,12900,N,0.21
06-02-2025 14:45,23678.05,344100,0.3,29025,-9075,N,1725,Y,-0.42,23685.65,23678.05,06-02-2025 14:45,0.35,1119450,0,110700,-927675,YES,1095750,YES,-0.08,06-02-2025 14:45,55500,-0.05,45150,1725,YES,-3225,YES,0.15
06-02-2025 14:50,23670,-12900,-4.05,34200,-5325,N,2100,N,-0.63,23678.05,23670,06-02-2025 14:50,0.25,3410175,0,154875,162750,Y,836625,N,-0.07,06-02-2025 14:50,-7350,0.05,41475,-1115850,Y,-10350,YES,0.17
06-02-2025 14:55,23678,-59625,-2,33225,17850,Y,-4725,Y,-0.41,23670,23678,06-02-2025 14:55,0.25,5618250,2.78E-17,138825,-1999950,YES,-1551825,Y,-0.1,06-02-2025 14:55,79050,0,56925,-1601850,Y,5325,N,0.22
06-02-2025 15:00,23685.55,-74325,0.95,35475,1650,YES,-8850,Y,-0.87,23678,23685.55,06-02-2025 15:00,0.15,11310675,0,154800,-10666725,YES,1973850,YES,-0.11,06-02-2025 15:00,26025,-0.25,60900,-131850,YES,1800,YES,0.3
06-02-2025 15:05,23687,-4275,-4.9,33900,-16200,YES,47625,YES,-0.44,23686.35,23687,06-02-2025 15:05,0.15,9455700,0,131400,-5655675,Y,-292650,Y,-0.04,06-02-2025 15:05,101025,-0.05,66375,-845400,Y,-7050,YES,0.16
06-02-2025 15:10,23682,-8475,-3.8,30825,-24075,YES,-7200,Y,-0.9,23686.75,23682,06-02-2025 15:10,0.1,8049825,1.39E-17,97125,-10698750,YES,1426950,YES,-0.05,06-02-2025 15:10,29850,-0.05,64950,-311250,YES,-19200,YES,0.17
06-02-2025 15:15,23693.1,-19050,-0.3,35250,6300,Y,-6825,N,-0.41,23683.95,23693.1,06-02-2025 15:15,0.1,5657550,0,131925,-1294875,Y,-659475,Y,-0.04,06-02-2025 15:15,146175,0,88050,-210525,YES,10800,Y,0.15
06-02-2025 15:20,23691.9,-88725,-0.55,35025,-18150,YES,-632850,Y,-0.51,23692.2,23691.9,06-02-2025 15:20,0.1,4404000,0,117150,-4676250,YES,-959700,Y,-0.05,06-02-2025 15:20,613275,-0.25,85500,-426675,Y,-12600,YES,0.09
06-02-2025 15:25,23706.9,29775,0.7,38250,-121500,YES,-131250,YES,-0.44,23692.2,23706.9,06-02-2025 15:25,0.05,449925,0,136125,-2354475,Y,-3797250,Y,-0.02,06-02-2025 15:25,100200,0.05,69600,-10815150,Y,-54150,YES,0.04
