last_traded_time,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,last_traded_time,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,last_traded_time,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
22-11-2024 11:00,23548.45,60000,-225,25,13600,25,YES,24450,N,0.37,23548.2,23548.45,22-11-2024 11:00,283,298175,100,-325,23550,4550,N,5875,N,0.37,22-11-2024 11:00,133.85,670525,-200,75,32850,14925,N,-1450,YES,-0.12
22-11-2024 11:05,23540.9,22700,-125,75,10975,500,N,8900,N,0.15,23554.85,23540.9,22-11-2024 11:05,277.7,226075,675,100,23100,-7325,YES,-1250,Y,0.28,22-11-2024 11:05,139,537225,-100,200,26225,12800,N,-1375,N,-0.07
22-11-2024 11:10,23549.2,25225,0,150,10525,20425,N,-6050,Y,0.06,23540.9,23549.2,22-11-2024 11:10,278.5,236175,25,-300,24550,-2125,N,4675,N,0.2,22-11-2024 11:10,134.9,560950,-200,-150,25125,-9275,Y,65725,Y,-0.03
22-11-2024 11:15,23539.6,27125,75,125,10650,7275,N,22850,YES,0.09,23546.9,23539.6,22-11-2024 11:15,272,161325,-175,200,22775,1425,N,6625,N,0.15,22-11-2024 11:15,137.75,527925,-350,0,24975,29675,YES,-13175,YES,-0.04
22-11-2024 11:20,23529.15,32625,100,-50,11375,-5100,YES,5050,N,0,23539.6,23529.15,22-11-2024 11:20,265.2,208025,200,-100,23550,-3650,YES,1350,Y,0.11,22-11-2024 11:20,141.85,747375,-550,-100,28625,7175,N,-29625,YES,0.01
22-11-2024 11:25,23544.25,38500,-75,-175,10950,4925,N,-625,Y,0.04,23525.8,23544.25,22-11-2024 11:25,274.4,206850,250,225,25975,8550,N,1750,N,0.16,22-11-2024 11:25,137.9,515525,375,175,25575,12350,N,15950,Y,-0.01
22-11-2024 11:30,23552.25,25350,0,0,11975,5425,N,-975,Y,0.15,23544.25,23552.25,22-11-2024 11:30,281.05,195925,550,-50,26250,-4375,YES,14350,N,0.22,22-11-2024 11:30,132.45,483100,-75,-175,31275,-27725,Y,88650,Y,-0.08
22-11-2024 11:35,23599,92850,-200,-75,17425,32800,Y,-124550,Y,1.34,23550.05,23599,22-11-2024 11:35,313.75,444400,-225,-125,26750,-10950,YES,-48325,Y,0.73,22-11-2024 11:35,117.75,1055225,-200,-75,31225,-69275,Y,-37250,YES,-0.43
22-11-2024 11:40,23580.15,43875,-75,175,17250,-13550,YES,88550,YES,0.61,23599,23580.15,22-11-2024 11:40,305.45,370050,0,0,25875,-12625,YES,8050,YES,0.71,22-11-2024 11:40,123.25,685900,-1775,0,23125,35300,YES,43050,Y,-0.29
22-11-2024 11:45,23585.8,19700,0,25,12300,8925,Y,1675,Y,0.29,23580.15,23585.8,22-11-2024 11:45,308.6,283875,-75,100,22875,-2825,N,4775,N,0.57,22-11-2024 11:45,123,499650,325,-550,23375,58650,YES,-10125,YES,-0.22
22-11-2024 11:50,23622,60500,25,0,16200,-17175,YES,-8525,Y,1.12,23585.8,23622,22-11-2024 11:50,335.15,369400,150,225,19600,-2375,N,-28825,Y,0.88,22-11-2024 11:50,115.6,643800,-1100,150,25000,-58125,Y,3975,N,-0.32
22-11-2024 11:55,23612.15,56675,375,25,14875,3075,Y,7675,N,1.13,23622,23612.15,22-11-2024 11:55,331.2,599725,600,-550,26325,-5275,YES,11950,YES,1.53,22-11-2024 11:55,117.4,717850,0,0,29575,29275,YES,48000,Y,-0.36
22-11-2024 12:00,23625,38825,25,125,13025,5375,N,-33950,Y,0.72,23617.1,23625,22-11-2024 12:00,339.9,132575,-125,0,21925,-10375,YES,-1600,Y,0.33,22-11-2024 12:00,115.85,317225,-1075,-2200,26500,-800,Y,-15325,YES,-0.15
22-11-2024 12:05,23674.8,373175,-1150,475,22275,100175,Y,-116250,Y,10.39,23625,23674.8,22-11-2024 12:05,383,751125,-125,375,27750,-13650,YES,-15925,Y,2.89,22-11-2024 12:05,108.15,1574075,0,-550,33375,-29550,Y,13050,Y,-1.09
22-11-2024 12:10,23666.2,78600,125,0,17125,-10825,YES,30575,YES,1.94,23675,23666.2,22-11-2024 12:10,374.9,172750,-25,250,22550,-5775,N,4925,YES,0.62,22-11-2024 12:10,110.55,682200,150,-375,30500,-3500,YES,-7125,YES,-0.39
22-11-2024 12:15,23635,61650,0,125,16800,-14450,YES,8950,N,1.37,23668,23635,22-11-2024 12:15,354,154875,-175,-475,21200,-2725,N,9175,N,0.52,22-11-2024 12:15,119.05,607725,50,-175,35050,10200,N,-3825,N,-0.29
22-11-2024 12:20,23651,39450,-125,700,11975,-7400,N,1300,Y,0.85,23632.9,23651,22-11-2024 12:20,366.1,123100,-150,25,20175,-2600,N,4450,N,0.41,22-11-2024 12:20,115.2,433925,-125,-175,26200,20325,N,14875,N,-0.21
22-11-2024 12:25,23656.1,43175,50,-1275,14350,725,N,-2250,Y,0.98,23648.95,23656.1,22-11-2024 12:25,372.9,102800,0,325,24275,-8175,YES,-4825,Y,0.37,22-11-2024 12:25,113,303100,250,-75,28075,13275,N,51350,Y,-0.15
22-11-2024 12:30,23680,86175,50,-25,14600,-17750,YES,-13025,Y,2.27,23656.1,23680,22-11-2024 12:30,384.75,281075,0,275,31100,29200,Y,-4625,N,1.11,22-11-2024 12:30,111.2,752450,-400,-225,31275,-17950,Y,30325,N,-0.41
22-11-2024 12:35,23666.5,50900,-175,0,19200,5200,Y,2525,N,1.24,23678.5,23666.5,22-11-2024 12:35,378,196325,0,-225,26325,-18075,YES,4675,N,0.74,22-11-2024 12:35,110.5,465625,0,325,30300,65700,YES,-26350,YES,-0.24
22-11-2024 12:40,23700.55,160650,-75,125,20125,26025,Y,-22600,Y,4.73,23666.5,23700.55,22-11-2024 12:40,408.2,465725,0,-50,23300,-18875,YES,-11150,Y,2.04,22-11-2024 12:40,104.4,1139200,8900,1625,30125,-3475,Y,5950,Y,-0.73
22-11-2024 12:45,23716,54450,1150,-75,13900,7175,N,13375,YES,1.51,23700,23716,22-11-2024 12:45,414.85,117475,25,-200,20525,1650,Y,-2900,N,0.51,22-11-2024 12:45,100.45,767575,-1350,-850,31375,-72600,Y,-21300,YES,-0.5
22-11-2024 12:50,23701.95,40100,325,-75,14075,-7800,YES,109425,YES,1.05,23716,23701.95,22-11-2024 12:50,402.05,111800,125,-50,21550,5475,N,1650,N,0.45,22-11-2024 12:50,104.1,639325,100,-525,30200,38275,YES,19425,Y,-0.37
22-11-2024 12:55,23704.2,44825,325,0,13950,16550,Y,-775,Y,1.12,23701.95,23704.2,22-11-2024 12:55,402.95,139725,-125,400,22200,-5500,YES,550,Y,0.54,22-11-2024 12:55,103.6,392300,-375,-200,25575,4450,N,1750,YES,-0.22
22-11-2024 13:00,23721.05,190300,25,250,18325,-17550,YES,3400,N,5.83,23705,23721.05,22-11-2024 13:00,426,216100,225,25,23025,-1750,N,-2200,Y,1.02,22-11-2024 13:00,101.4,1013000,75,-350,27750,-3050,Y,-2125,YES,-0.66
22-11-2024 13:05,23716.95,41725,-250,-150,13425,21350,Y,20800,N,1.13,23725,23716.95,22-11-2024 13:05,416.85,73175,0,-125,18775,-1900,YES,-2975,Y,0.33,22-11-2024 13:05,102.2,386300,0,2400,24675,625,N,-55475,YES,-0.23
22-11-2024 13:10,23725,73900,0,175,15350,-13550,YES,-5950,Y,2.11,23716.95,23725,22-11-2024 13:10,420.7,175475,550,100,26400,-9650,YES,-1625,N,0.84,22-11-2024 13:10,99.45,831575,50,-2200,28625,-2250,Y,425,Y,-0.51
22-11-2024 13:15,23745,89600,75,-150,19525,4775,N,-23000,Y,2.63,23724.95,23745,22-11-2024 13:15,436,102350,125,-300,22475,525,N,825,N,0.5,22-11-2024 13:15,92.25,659100,-25,-300,29625,28200,YES,58225,Y,-0.47
22-11-2024 13:20,23734.75,53450,0,-375,14075,-2700,YES,10150,YES,1.5,23744,23734.75,22-11-2024 13:20,432,111625,-175,-175,25100,2325,N,2875,N,0.52,22-11-2024 13:20,95.5,456875,75,25,29925,47225,N,7650,N,-0.31
22-11-2024 13:25,23719.9,65375,-75,-1050,14250,-2800,YES,-250,Y,1.71,23734.75,23719.9,22-11-2024 13:25,420.35,54950,-100,50,17525,-650,YES,1100,Y,0.25,22-11-2024 13:25,98.9,306300,100,25,26350,12925,N,-47725,YES,-0.19
22-11-2024 13:30,23711.35,110925,25,650,18950,4275,N,1250,N,2.43,23719.9,23711.35,22-11-2024 13:30,414.75,177975,0,-125,21750,5025,N,-3225,Y,0.71,22-11-2024 13:30,101.3,681450,225,-650,23525,-325,Y,10325,Y,-0.36
22-11-2024 13:35,23733.55,54100,125,-675,14225,-775,YES,21450,YES,1.32,23711.35,23733.55,22-11-2024 13:35,430,96025,-25,-125,19325,-7025,YES,-2350,N,0.43,22-11-2024 13:35,96.35,379575,50,425,30100,3375,N,-2875,YES,-0.23
22-11-2024 13:40,23740.45,50625,-25,25,14325,7850,N,-10375,Y,1.27,23733.55,23740.45,22-11-2024 13:40,433.45,71350,0,-200,26325,7150,N,1225,N,0.33,22-11-2024 13:40,92.95,309800,-225,75,25150,-44050,Y,18300,Y,-0.19
22-11-2024 13:45,23755,75700,75,-25,15900,1550,YES,-19250,Y,2.11,23741.8,23755,22-11-2024 13:45,442,113550,200,-250,21525,4450,N,-8500,Y,0.56,22-11-2024 13:45,90.15,660475,-375,-375,28300,-42450,N,26625,N,-0.46
22-11-2024 13:50,23768.8,130125,100,0,14525,-10050,YES,-67600,Y,3.73,23754.95,23768.8,22-11-2024 13:50,458,126575,100,-350,20375,2400,YES,-1625,N,0.66,22-11-2024 13:50,85.9,688125,125,625,29075,43375,YES,22575,N,-0.5
22-11-2024 13:55,23815,148200,-75,0,15925,-2425,N,-55675,N,4.71,23772.95,23815,22-11-2024 13:55,499.65,103775,100,-50,20325,-12100,YES,-18750,Y,0.6,22-11-2024 13:55,79.8,841425,200,-425,32075,-106150,Y,-5500,YES,-0.67
22-11-2024 14:00,23846.9,271800,4300,25,16700,26200,Y,-44900,N,10.02,23818,23846.9,22-11-2024 14:00,528.1,129375,150,-275,20325,-3025,N,1850,YES,0.91,22-11-2024 14:00,79.85,1057425,200,-200,31500,-53975,YES,-11750,YES,-0.88
22-11-2024 14:05,23880,214500,-3625,-475,12275,-12925,YES,-29650,N,8.17,23846.75,23880,22-11-2024 14:05,565.4,138500,-150,0,20025,-3425,YES,-900,Y,1.06,22-11-2024 14:05,80.25,681325,7275,-450,26225,50525,YES,-6550,N,-0.54
22-11-2024 14:10,23855,146150,-975,675,16075,12650,Y,27375,YES,5.38,23880,23855,22-11-2024 14:10,532.55,74075,-175,-25,21700,-6350,YES,4275,N,0.58,22-11-2024 14:10,81.8,574875,-325,-575,29675,-29225,Y,-14675,YES,-0.44
22-11-2024 14:15,23898.2,209775,0,-675,12000,25025,N,4500,N,7.61,23850.55,23898.2,22-11-2024 14:15,572.8,102950,-25,-150,19775,2550,N,-275,Y,0.82,22-11-2024 14:15,73.55,781425,1025,-925,24950,-28675,N,32475,Y,-0.64
22-11-2024 14:20,23877,155650,150,-25,15900,-26025,YES,32750,YES,5.61,23896.2,23877,22-11-2024 14:20,555.35,81975,-75,325,25500,-7425,YES,2175,N,0.66,22-11-2024 14:20,74.85,491175,-375,-75,19650,28500,YES,-14675,YES,-0.41
22-11-2024 14:25,23855.1,207175,-25,650,16300,-15175,N,-2900,Y,6.54,23878.7,23855.1,22-11-2024 14:25,535,65575,-275,-100,19475,-1050,N,2150,Y,0.5,22-11-2024 14:25,77.7,436600,725,525,20300,18175,N,-31225,YES,-0.35
22-11-2024 14:30,23870.65,247025,75,-25,15225,23800,Y,-19550,Y,6.39,23855,23870.65,22-11-2024 14:30,550.05,118350,275,25,24225,5425,N,-75,Y,0.81,22-11-2024 14:30,74.65,803425,525,875,27100,-31300,Y,35275,Y,-0.59
22-11-2024 14:35,23857.3,86700,-150,-25,15850,18875,N,18950,YES,2.52,23870.2,23857.3,22-11-2024 14:35,535,41025,0,-75,20675,-25,YES,-1175,Y,0.31,22-11-2024 14:35,77.65,389075,1675,900,23625,19825,YES,750,YES,-0.3
22-11-2024 14:40,23863.95,63700,-50,0,16475,-4200,YES,10125,N,1.69,23857.3,23863.95,22-11-2024 14:40,539.3,45075,0,225,24700,3950,N,350,N,0.33,22-11-2024 14:40,76.15,381625,75,-400,30000,-6125,Y,25875,Y,-0.28
22-11-2024 14:45,23916.95,138150,1875,-200,21900,29525,Y,-72500,Y,4.13,23863.9,23916.95,22-11-2024 14:45,581.65,63050,125,-475,22400,-75,YES,-1900,Y,0.49,22-11-2024 14:45,66.75,588625,-425,-350,31925,-45400,Y,25850,N,-0.48
22-11-2024 14:50,23935,304725,225,25,18150,-4575,YES,34150,YES,9.99,23915,23935,22-11-2024 14:50,599.95,152750,-75,150,29375,-3375,YES,4025,N,1.35,22-11-2024 14:50,65.4,729275,600,-150,30675,-725,YES,-29225,YES,-0.64
22-11-2024 14:55,23924.9,243325,-250,-25,17400,15275,N,9550,N,7.62,23932,23924.9,22-11-2024 14:55,584.8,161350,225,0,47525,-9900,YES,3550,N,1.42,22-11-2024 14:55,64.9,574700,-575,-75,27475,-125,N,-31425,YES,-0.51
22-11-2024 15:00,23898.7,352750,-50,50,18625,-7575,YES,55425,YES,9.22,23926.9,23898.7,22-11-2024 15:00,560.8,156975,-125,-575,43275,-5100,N,7450,N,1.25,22-11-2024 15:00,67.3,577825,225,1325,29650,1650,N,-8725,Y,-0.48
22-11-2024 15:05,23925.5,201425,-125,275,15575,-1875,N,-32025,Y,5.25,23900.6,23925.5,22-11-2024 15:05,579.55,171100,-75,150,35000,0,N,-2400,Y,1.37,22-11-2024 15:05,61.05,677475,-1150,925,31500,-25375,Y,-6150,N,-0.61
22-11-2024 15:10,23905.1,230275,-50,-25,16225,-3925,YES,18575,YES,5.66,23923.5,23905.1,22-11-2024 15:10,562.4,141350,-450,-75,28650,-350,YES,225,N,1.12,22-11-2024 15:10,63.3,635875,-500,-1250,26675,125,YES,-17150,YES,-0.57
22-11-2024 15:15,23869.7,549375,-850,175,14725,-50975,YES,-27700,Y,9.46,23905.15,23869.7,22-11-2024 15:15,534.3,184450,250,-225,27625,4100,N,-650,Y,1.21,22-11-2024 15:15,71.4,1101200,-450,250,23925,22900,YES,-4875,N,-0.82
22-11-2024 15:20,23890.75,275350,-650,125,22700,10625,Y,-6825,YES,4.43,23867.5,23890.75,22-11-2024 15:20,555.15,103300,-150,-150,29825,-1050,YES,-3125,Y,0.69,22-11-2024 15:20,65.1,856650,-25,325,25075,-24425,Y,-20550,YES,-0.65
22-11-2024 15:25,23900.2,203750,125,775,25775,-36775,YES,-43200,Y,3.54,23890.2,23900.2,22-11-2024 15:25,555.35,124750,0,1075,27050,-29200,YES,-21200,Y,0.87,22-11-2024 15:25,55.1,979225,-375,425,32275,-83225,Y,-66875,YES,-0.79
