last_traded_time,ltp,vol_traded_today,bid_size,ask_size,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,ltp,vol_traded_today,bid_size,ask_size,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
04-02-2025 12:00,23613.9,80325,110175,74025,36150,-3.3,30075,9450,N,-66375,Y,0.26,23606.1,23613.9,104.7,2291775,282450,335325,2250,-0.05,44550,29475,Y,42975,N,0.04,155.7,1442775,208050,216825,-8775,-0.2,40050,-70425,Y,-225,YES,-0.2
04-02-2025 12:05,23606.05,32775,83025,58950,24075,1.4,28725,147825,Y,-18825,YES,0.16,23613.9,23606.05,103,2432625,284775,334575,8025,-0.1,41475,78525,Y,103425,YES,0.13,156,986175,227100,225225,1875,0,41100,31500,YES,21750,Y,-0.2
04-02-2025 12:10,23628.55,28950,75975,50850,25125,0.35,27000,2700,YES,-375,N,0.2,23606.05,23628.55,114.4,2456475,277875,363150,7275,0,38625,30150,N,-110250,Y,0.29,149.7,1164300,177525,199425,-21900,-0.1,37650,34350,N,32475,N,-0.41
04-02-2025 12:15,23643.45,71850,108450,67875,40575,-0.75,23850,1425,YES,-7275,Y,0.74,23628.55,23643.45,126.45,3072600,251100,221175,8775,0,38550,49050,N,-179325,Y,0.64,145.9,1355250,179025,205575,-26550,0,33375,-13500,Y,48750,N,-0.58
04-02-2025 12:20,0,0,0,0,0,,0,0,YES,0,N,0,0,0,0,0,0,0,,,0,0,YES,0,YES,0,0,0,0,0,0,,0,0,N,0,YES,0
04-02-2025 12:25,0,0,0,0,0,,0,0,N,0,N,0,0,0,0,0,0,0,,,0,0,N,0,N,0,0,0,0,0,0,,0,0,N,0,N,0
04-02-2025 12:30,23653,19500,25050,23850,1200,-0.5,10275,9225,N,-15000,Y,0.23,23657,23653,132,775500,76350,69375,1575,-0.2,16650,-43950,YES,47775,YES,0.2,139.6,567000,93825,122925,-29100,0.15,15300,44325,YES,31575,Y,-0.25
04-02-2025 12:35,23646.75,84150,82275,100350,-18075,2.45,30975,97800,Y,75,N,1.04,23653.05,23646.75,128.7,2993925,272550,282150,8925,-2.84E-14,39825,-90150,YES,-61125,Y,0.85,145,1472025,253725,261975,-8250,0.2,43350,84075,YES,5475,N,-0.63
04-02-2025 12:40,23651.25,89100,146175,99300,46875,2.3,37800,-8175,YES,-83025,Y,0.96,23646.75,23651.25,132.55,2340225,219150,243900,3000,-0.15,40500,69300,Y,60000,YES,0.57,140.4,1531800,262650,254175,8475,0.15,41925,20700,N,96225,Y,-0.58
04-02-2025 12:45,23659.15,43875,156600,253425,-96825,3.4,63900,5400,N,-18900,YES,0.52,23651.3,23659.15,137,2024175,232725,212325,6600,-2.84E-14,38175,31125,N,2700,Y,0.52,139.35,1200150,241350,250125,-8775,0,40050,27000,N,38850,N,-0.5
04-02-2025 12:50,23670.35,237525,163350,144525,18825,0.6,84375,-7125,YES,-56925,Y,3.27,23663,23670.35,137.1,3294075,182100,219450,2400,-0.15,38175,19425,N,-99300,Y,0.94,134.6,2649750,238875,300375,-61500,-1.42E-14,42375,-117600,Y,87675,Y,-1.21
04-02-2025 12:55,23678,78000,189900,251175,-61275,4.25,74850,46275,Y,206625,YES,1.05,23670.4,23678,138.35,1967250,208200,189075,5250,0.05,36300,-14625,YES,51150,YES,0.51,127,1837350,210825,215550,-4725,0.05,38100,-7425,YES,93375,N,-0.88
04-02-2025 13:00,23657.7,81525,176250,127350,48900,0.6,70800,8625,N,21075,N,1.05,23676.5,23657.7,125.8,2570850,261375,291825,6600,-0.1,39450,-144375,YES,98550,YES,0.55,137.8,2371425,237975,271125,-33150,0,39075,94125,YES,-48300,YES,-1.04
04-02-2025 13:05,23676.5,88275,196125,189825,6300,0.65,83475,96225,Y,-10050,Y,0.91,23656.05,23676.5,136.85,3216900,258600,223275,2925,1.42E-14,40800,106725,Y,-76425,Y,0.5,127.6,3053625,247350,234825,12525,-0.2,42450,-89100,Y,47625,Y,-1.09
04-02-2025 13:10,23694,137175,283500,319950,-36450,-1.05,82575,19125,N,-10650,Y,2.04,23680.1,23694,146.9,3966525,182100,247125,1875,0.05,39900,64350,N,-5100,YES,1.09,122.95,2732250,234825,224925,9900,0,39600,32700,YES,108525,Y,-1.32
04-02-2025 13:15,23684.95,122025,524700,238425,286275,-0.6,71025,-6975,YES,5775,N,1.77,23694,23684.95,140.6,2521125,195600,242175,2325,0.05,42900,-85950,YES,-78375,Y,0.67,122.45,2295375,259800,286575,-26775,0,48075,-40425,Y,79050,N,-1.11
04-02-2025 13:20,23697,128775,282600,469275,-186675,3.25,81900,8100,N,-26700,Y,2.03,23688.95,23697,144.3,2848125,187800,198375,3600,0,39000,44325,Y,-67725,N,0.82,118.1,2454075,268125,261300,6825,0,42000,6150,YES,69975,N,-1.28
04-02-2025 13:25,23703,64050,198000,234600,-36600,1.6,90300,1350,YES,3150,YES,0.97,23697,23703,148,1031700,205200,165600,4575,0.05,40950,9150,N,-12000,YES,0.27,118.85,1245375,245325,340800,-95475,-0.1,40575,23550,N,40950,N,-0.6
04-02-2025 13:30,23736,143400,179325,187350,-8025,2.05,81750,-2775,YES,-92250,Y,2.3,23703,23736,172.5,1818375,229350,187725,11775,0,41100,-16200,YES,-239100,Y,0.55,106.6,1854450,254025,333750,-79725,0,42075,-207225,Y,73200,Y,-0.88
04-02-2025 13:35,23732,188550,280200,244575,35625,1.25,85050,-75525,YES,51450,YES,3.59,23737,23732,170.15,2708025,151500,170700,1800,-0.05,38850,-31500,YES,99900,YES,1.13,108.15,3263250,265275,244650,20625,0.1,45375,197775,YES,9225,N,-1.86
04-02-2025 13:40,23715,111750,752175,145725,606450,-1.35,70575,-10725,Y,23700,N,1.79,23732,23715,152.85,1740000,177750,188025,2700,-0.1,40950,-58050,YES,54225,N,0.57,113.05,2370000,243150,311775,-68625,0.05,41625,-13650,Y,67050,Y,-1.08
04-02-2025 13:45,23747.8,119700,292575,213750,78825,0.85,68625,19950,Y,-26025,Y,2.05,23716.7,23747.8,172,1559625,150150,178050,2250,-0.05,38250,42375,Y,-34050,Y,0.53,103.05,1879950,231450,219450,12000,0.1,39975,-96450,Y,73575,N,-0.95
04-02-2025 13:50,23744,212775,556200,200625,355575,6.35,86625,10725,N,-16575,N,3.99,23747.8,23744,170,1603800,186750,159900,10050,0,41250,-29175,YES,-3975,YES,0.65,102.9,2382600,287025,270150,16875,0.1,52050,-9825,YES,14175,N,-1.26
04-02-2025 13:55,23741.85,147750,314850,132450,182400,0.95,67275,-23925,YES,-750,N,2.55,23744.4,23741.85,160.15,1111650,135375,155775,3975,-0.1,38025,-21375,N,15450,N,0.4,102.4,1976250,269175,229950,39225,0.2,40350,-11550,Y,60075,Y,-1.02
04-02-2025 14:00,23723,125175,343425,101325,242100,0.2,67350,7725,Y,2175,N,1.93,23741.85,23723,149.4,1136025,144825,166275,1275,-0.05,37725,-60150,YES,40725,YES,0.33,103.25,1854900,284250,304050,-19800,-0.05,44850,12900,YES,38325,N,-0.93
04-02-2025 14:05,23741.1,103650,270675,597975,-327300,0.35,73200,-825,YES,11925,N,1.54,23722.5,23741.1,152.05,1597125,164625,168825,3075,-0.1,41625,31950,Y,17850,N,0.42,90.75,3141450,267675,356175,-88500,-0.05,48600,-75375,Y,-50775,YES,-1.69
04-02-2025 14:10,23689.95,293775,330675,141375,189300,3.2,74625,-22950,YES,17025,N,3,23739.9,23689.95,116.8,3270225,172650,177525,1575,-0.05,41175,23400,N,19350,N,0.31,109.9,5451750,219525,245475,-25950,-0.05,45225,71025,YES,-210375,YES,-2.16
04-02-2025 14:15,23690,134850,225900,184950,40950,-1.9,88050,38325,Y,24675,N,1.15,23683,23690,116,2679900,227400,253575,2625,-0.1,43200,111450,Y,118650,YES,0.13,108.45,2909550,240750,270000,-29250,-0.05,44850,58050,N,105000,Y,-0.99
04-02-2025 14:20,23686.1,144600,278100,201225,76875,1.65,82275,15000,N,14625,N,1.07,23690,23686.1,110,2729100,267375,284475,5325,0.05,49050,-111075,YES,43425,N,-0.01,108.6,3506025,278175,248475,29700,0,42150,71850,N,50850,N,-1.11
04-02-2025 14:25,23687.95,60900,142350,207450,-65100,1.9,84150,33450,N,11625,N,0.45,23686.1,23687.95,111.75,2214300,287325,269100,3300,-0.2,43725,191025,Y,24375,N,-0.02,109.4,2515575,264750,217575,47175,0.1,38475,-55500,Y,37425,N,-0.77
04-02-2025 14:30,23721,120600,208575,328725,-120150,0.6,67425,32925,N,-24975,Y,1.23,23686,23721,128.1,3431175,225450,237975,1500,0.1,43500,-156225,YES,-48375,Y,0.26,92.1,3199875,240450,274125,-33675,0,39900,-66000,Y,47700,N,-1.24
04-02-2025 14:35,23759,176850,391800,296700,95100,1.55,66150,-25575,YES,-76200,Y,2.46,23721,23759,153.25,3086550,217650,181950,4200,-0.05,42300,42675,Y,-112950,Y,0.52,69.75,4300950,341700,350025,-8325,-0.1,44925,-146400,Y,12225,N,-2.27
04-02-2025 14:40,23755,151575,196875,362850,-165975,-0.85,62100,18750,Y,-39150,YES,2.24,23758.55,23755,149.45,2629800,226875,164325,5100,-0.15,40050,-66300,YES,21975,YES,0.58,68.6,2609850,370575,419550,-48975,0,47475,53700,YES,55200,Y,-1.5
04-02-2025 14:45,23763.5,84300,198675,229575,-30900,-2.45,66750,75375,Y,-17025,YES,1.16,23755,23763.5,151.45,1990875,175575,229200,1125,0.05,41700,-26175,Y,1200,Y,0.38,63.55,2577750,433425,427875,5550,0.05,51000,35925,N,29850,N,-1.4
04-02-2025 14:50,23768.3,182925,285825,323025,-37200,2.05,83100,-41850,YES,-11250,N,2.71,23763.5,23768.3,151.65,1465125,183975,183750,1650,-0.15,40200,-32700,YES,-13500,Y,0.31,59.7,2127150,435375,444000,-8625,-7.11E-15,47400,-80400,Y,28650,N,-1.24
04-02-2025 14:55,23789.85,166050,233400,342975,-109575,2.7,86850,22575,Y,21675,YES,2.51,23769.8,23789.85,164.4,1441875,190200,164325,3375,-0.1,42825,15375,Y,-138525,Y,0.33,54.95,1954800,465750,507600,-41850,-0.05,49575,-1950,YES,10050,N,-1.14
04-02-2025 15:00,23794.9,183375,287175,377550,-90375,0.35,79950,27450,N,8700,N,2.83,23787.95,23794.9,162.65,1420425,166875,174075,6525,0,37275,-5700,YES,27150,YES,0.34,50.5,2086050,416775,588900,-172125,-0.1,48600,2550,N,61875,Y,-1.22
04-02-2025 15:05,23790.5,129525,742575,334350,408225,0.7,81900,8775,N,-3975,Y,1.97,23791.2,23790.5,159.4,1485900,172800,209625,1725,0.05,46500,-42450,YES,50100,YES,0.32,50.95,2303775,439950,603600,-163650,0,50475,25200,YES,10800,N,-1.35
04-02-2025 15:10,23793.55,126450,300600,274350,26250,2.1,79800,-23775,YES,-18825,Y,1.84,23790.55,23793.55,160.75,1003725,136950,197025,1950,0.05,40875,-35850,N,-57450,Y,0.21,48.8,2156475,492675,588525,-95850,0,51975,-27825,Y,25875,N,-1.25
04-02-2025 15:15,23782.8,148200,364050,301950,62100,-1.1,75750,-675,Y,-2400,N,2.04,23792.75,23782.8,151.8,1191000,154125,160950,6000,0.05,39675,-72450,YES,1950,YES,0.22,54.05,2227950,504000,655725,-151725,-0.05,60675,49050,YES,-282975,YES,-1.21
04-02-2025 15:20,23782.75,136575,435750,352800,82950,3.45,79425,-5250,YES,-10275,Y,1.84,23780.4,23782.75,150.15,762900,129150,315150,1425,0,49350,-45075,Y,-51000,Y,0.14,53.6,2082675,745950,739500,6450,0.05,97725,-4650,Y,-77700,Y,-1.09
04-02-2025 15:25,23791,266550,374925,272700,102225,0.05,92325,-153525,YES,-116250,Y,3.47,23782,23791,153.5,744825,155850,848025,8475,-0.3,46425,-274050,YES,-143400,Y,0.13,49,2431275,814425,1320975,-506550,0.05,95475,-656775,Y,-225900,YES,-1.27
