last_traded_time,n_buy_corr,n_sell_corr,n_tb_ts,ce_buy_corr,ce_sell_corr,ce_tb_ts,pe_buy_corr,pe_sell_corr,pe_tb_ts,n_ltp_diff,n_buy_diff,n_sell_diff,ce_ltp_diff,ce_buy_diff,ce_sell_diff,pe_ltp_diff,pe_buy_diff,pe_sell_diff
02-04-2025 11:30,-0.027053937,-0.659384632,0.167867901,0.685718061,-0.153522829,-0.219007422,-0.192260307,-0.765379671,0.358347552,2.05,675,2775,-1.3,-30075,-75225,-2.85,10200,31275
02-04-2025 11:35,0.161273666,-0.622550042,0.357054846,0.60587297,-0.611291776,-0.528724363,0.025196856,-0.822878863,0.33176909,9.25,-3300,-19125,2.8,66675,-14100,-8,35325,91200
02-04-2025 11:40,0.341473637,-0.881811029,-0.435531759,0.871160984,-0.922978566,-0.834513435,0.854542024,0.479787504,0.787750791,-28.8,-7950,10725,-9.6,-118500,67725,12,77625,28500
02-04-2025 11:45,0.999815594,0.999072802,0.99837767,0.615434564,-0.930531191,-0.475267185,0.819376332,0.251509776,0.399937525,43.8,12525,-35850,30.3,46875,-433200,-16.8,-74550,10125
02-04-2025 11:50,0.447940697,-0.082399075,-0.090277216,0.405742682,-0.831696812,-0.14273318,0.855456441,-0.663776433,-0.474479362,-37.6,-1500,-54750,-14.25,-16350,181275,15.6,111825,-31950
02-04-2025 11:55,-0.425965815,-0.395245935,0.360616891,0.376809639,-0.915002981,-0.29864187,0.76463829,-0.497080793,-0.505495533,-15.2,6525,7500,-11.9,-34275,80025,1.65,23325,26775
02-04-2025 12:00,0.367234884,-0.064745954,-0.026584588,0.708805472,-0.379810162,0.134511557,0.60435095,-0.687603174,-0.320616084,8.2,-13950,3075,1.3,15150,34950,-2.5,-68850,1500
02-04-2025 12:05,0.999317903,0.999169939,0.997836191,-0.251344943,-0.848430353,0.52269699,0.864889139,-0.396209589,-0.178958135,-13.95,5100,900,-5.65,67125,103425,3.85,27750,22650
02-04-2025 12:10,0.483585425,0.165756806,-0.017196814,0.886191822,-0.885244594,-0.732905222,-0.047468345,-0.642235961,0.549243845,23.55,4125,1650,11.55,38400,-119325,-6.85,29625,40275
02-04-2025 12:15,0.999906411,0.999333435,0.999339801,0.997746667,0.955610099,0.971529516,0.999156281,0.993606818,0.994871676,-23629.35,-502350,-603675,-116.3,-1044075,-993825,-148.7,-861600,-531075
02-04-2025 12:20,,,,,,,,,,0,0,0,0,0,0,0,0,0
02-04-2025 12:25,,,,,,,,,,0,0,0,0,0,0,0,0,0
02-04-2025 12:30,0.999944783,0.999977697,0.99997326,0.999896813,0.999325411,0.998840876,0.999900932,0.999769994,0.999823512,23653,523425,607275,132,1046025,812400,139.6,961125,672450
02-04-2025 12:35,0.147806475,-0.217727408,-0.477598106,0.362484308,-0.42905237,0.616212533,0.293030414,-0.500882903,0.581622164,-4.65,3825,-2850,-2.7,-88725,-78675,5.1,72075,18000
02-04-2025 12:40,-0.324139202,-0.74329279,0.283620873,0.789945878,0.172459428,0.158120879,-0.08935753,-0.607196144,0.572085429,9.25,1050,-12900,8.2,74175,54975,-7.6,23175,99600
02-04-2025 12:45,-0.308353687,-0.91609315,0.40699431,0.483908972,-0.378073089,-0.320551656,0.001448113,-0.715217223,0.139132645,6.6,900,-5550,4.1,33000,7575,-0.05,29400,39375
02-04-2025 12:50,-0.407161259,-0.606827715,0.799603266,0.457654417,-0.249137792,-0.519608285,0.645308585,-0.721372669,-0.636493097,10.3,-17400,-61950,0.8,24375,-108900,-4.7,-125100,83475
02-04-2025 12:55,0.335368193,0.660932228,0.555414411,0.384011995,-0.38019872,-0.434887241,0.770426507,-0.779504782,-0.394146823,7.6,24975,200325,0.25,-14625,50025,-7.05,-9975,90450
02-04-2025 13:00,-0.470522734,-0.863387496,0.3297505,0.884627594,-0.968165763,-0.90612515,0.801413491,-0.7118493,-0.528884258,-24.7,3450,14400,-14.2,-153300,95550,12.05,96675,-55275
02-04-2025 13:05,0.744499935,-0.725694861,-0.589109977,0.914848915,-0.802266929,-0.782978566,0.77443755,-0.692396277,-0.29194987,21.5,14025,-10050,12.5,102600,-63075,-10.85,-55050,31200
02-04-2025 13:10,0.728073328,0.184187811,0.299973995,0.313906296,-0.185201649,0.146998485,0.541001636,-0.610116483,0.03452309,17.6,21075,2625,9.35,50850,750,-5.1,-20550,108150
02-04-2025 13:15,0.491983932,-0.757758808,-0.104077659,0.863664137,0.346250778,0.230718859,0.490163813,0.058026952,-0.426402419,-7.05,-6000,8625,-4.8,-92550,-75450,-1.45,-26700,70425
02-04-2025 13:20,0.806761965,-0.652728817,-0.297830246,0.702078619,-0.6302747,-0.423282598,0.750156497,-0.376667861,0.110667701,6.45,5325,-32625,2.4,23925,-67725,-3.6,9525,60525
02-04-2025 13:25,0.163464859,0.061162137,0.249572142,0.214960374,-0.38929509,-0.459794898,0.774528336,-0.191767656,-0.005578636,3,2100,1725,2,2100,-10650,1.05,20250,38550
02-04-2025 13:30,0.498937816,-0.145271361,-0.636392018,0.37334873,-0.682440649,-0.551886353,0.414249609,-0.251210481,0.383239685,35.1,5100,450,24.1,-15975,-38475,-11.75,-4725,65850
02-04-2025 13:35,-0.124399956,-0.337197923,0.691767334,0.386310436,0.016969193,-0.536814183,0.422726605,-0.494259018,0.048938046,-10.05,-225,33150,-7.35,-26250,99900,3.25,188475,10800
02-04-2025 13:40,0.333131282,-0.520176434,-0.377823596,0.577657872,-0.655516953,-0.020859032,0.175102361,0.099122726,0.012351596,-23.25,-7650,21900,-18.8,-57675,52050,5.25,-13650,49875
02-04-2025 13:45,0.862313855,-0.236220442,-0.38359436,0.059831259,-0.814907551,0.06712148,0.892911652,-0.804382549,-0.69180527,36.8,18150,-6225,20.9,37350,-32700,-11.15,-86025,71775
02-04-2025 13:50,0.159413521,-0.529245872,-0.018749279,0.550809837,-0.582826727,-0.182260514,0.812310754,0.114266775,0.10812513,-9.1,4575,-1800,-4.6,-35250,-975,0.25,-12750,14700
02-04-2025 13:55,0.278533052,-0.545726567,-0.087737851,0.733735572,-0.634311738,-0.226927746,0.875629568,-0.660729834,-0.733059358,-7.1,-12000,-6975,-10.15,-22275,14025,-0.25,-12375,72375
02-04-2025 14:00,0.614730324,-0.447070384,-0.644896842,0.811894506,-0.878397288,-0.765558611,0.679978601,-0.577492475,-0.452471182,-15.4,-3675,2175,-13,-71775,40875,1.6,12900,48300
02-04-2025 14:05,-0.082250407,0.388243741,0.104970329,0.671919053,-0.091953773,0.119109168,0.839597097,0.214926532,0.332063277,18.1,975,6825,4.55,51825,14625,-13.25,-83775,-21900
02-04-2025 14:10,0.919789939,-0.870354153,-0.877116912,0.109639581,-0.238063716,-0.158120456,0.867436284,-0.951576378,-0.808975741,-45.15,-42000,14775,-33.75,42075,14475,18.2,59250,-199500
02-04-2025 14:15,0.740216378,0.636194574,0.807115217,0.861625507,0.232162546,0.536134303,-0.136531365,-0.799935542,0.268844761,3,12975,24675,-0.25,121800,97875,-2.4,40875,137400
02-04-2025 14:20,0.746076423,-0.672426829,-0.566076837,0.916089496,-0.843224527,-0.72343775,0.68928204,-0.521972624,-0.109242127,-3.9,0,9600,-8,-109500,31875,1.3,70050,50700
02-04-2025 14:25,0.597204318,-0.576796806,-0.400525853,0.462680768,-0.166060703,0.538181605,0.622728147,-0.613463349,-0.527247195,2.95,13500,-1125,2.35,172275,25275,-0.05,-77400,22725
02-04-2025 14:30,0.340593105,-0.743714385,-0.106736974,-0.556011297,-0.672973962,0.006711261,0.661538525,-0.814234869,-0.505150675,26.45,25275,-24450,12.65,-168225,-48375,-13.55,-65175,40275
02-04-2025 14:35,0.738598382,-0.901574301,-0.530601051,0.126373776,-0.914507787,-0.097520134,0.842316429,0.465669772,0.170406306,36.15,7125,-75450,22,42000,-98175,-19.95,-131025,600
02-04-2025 14:40,-0.27063664,-0.115916595,-0.782220396,0.590231098,-0.724061907,-0.345249944,0.532542815,-0.2125252,0.339842323,-4,18075,-56475,-2.35,-79125,16425,-1.9,47625,43500
02-04-2025 14:45,0.105141381,-0.908093645,0.006952873,0.653066589,-0.72531299,-0.890627179,-0.009465296,-0.916008703,-0.212893395,12.2,1050,-6000,3.2,-27375,525,-5.95,45300,24900
02-04-2025 14:50,0.439748472,-0.791620851,-0.395146161,0.546096755,-0.72222476,-0.490762715,0.889252669,-0.230183522,0.053160842,6.55,9375,-6450,1.95,-35775,-15225,-4.35,-79050,25200
02-04-2025 14:55,0.730655452,-0.942517513,-0.724682369,0.227358216,-0.911547778,-0.269048447,0.731066687,-0.815373354,-0.783314133,21.5,11025,-30300,13.5,21675,-143100,-5.75,-12675,22875
02-04-2025 15:00,0.430528335,-0.153305518,0.075586021,0.015509694,-0.570601936,0.290316404,0.269834605,-0.747916856,0.002635862,13.9,5475,16725,2.65,-6525,15150,-5.9,9000,60600
02-04-2025 15:05,0.442423437,-0.569638588,-0.773497482,0.453700537,-0.725123714,-0.148639965,0.331456727,-0.501594124,0.250088183,-1.45,12075,-2775,-3.7,-39900,50850,0.95,23100,75
02-04-2025 15:10,0.08678011,-0.220920289,0.715129546,-0.312393028,0.020717348,-0.186863605,0.215684827,-0.890702636,-0.00624093,3.55,-24450,-18525,1.55,-41100,-39750,-2.05,4575,17775
02-04-2025 15:15,0.835592269,-0.314824464,-0.215831607,0.68348891,0.336660287,0.579659256,0.140198637,-0.901763282,-0.120126272,-9.45,-12375,-6525,-6.6,-70950,-30300,3.6,48675,-279000
02-04-2025 15:20,0.375879672,-0.571976716,-0.489156595,0.296261168,0.107714719,0.836659572,0.764702746,-0.621303311,-0.746646482,2.75,-4575,-9525,-0.2,-47250,-54150,-0.9,-5025,-69225
02-04-2025 15:25,-0.405997202,-0.432691009,0.903531563,-0.583005905,-0.873251937,0.84505411,0.732447869,0.800663763,0.784208071,6.05,-100950,-66525,3.5,-255000,-120375,-4.55,-639900,-178725
